Municipio,Estado,Ano,População total que mora em domicílios sem acesso ao serviço de coleta de esgoto (pessoas) (SNIS),Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto (% da população) (SNIS),"Extensão da rede de distribuição de esgoto, em km (km) (SNIS)",Densidade demográfica (pessoas por km²) (Pessoas por km²) (IBGE),Lat,Long,AreaKm2,Desmatado,Incremento,Floresta,NaoFloresta,Hidrografia,PercDesmatado,Internações - Dengue,Internações Ano Seguinte - Dengue
Ji-Paraná,RO,2010,116610.0,100.0,0.0,16.91,-10.44844,-61.69061,6955,2601.2,0.8,4250.0,66.3,35.3,0.3740043134435658,514.0,192.0
Porto Velho,RO,2010,422016.0,98.5,30.0,12.57,-8.98448,-63.99115,34631,7797.0,135.0,25574.8,431.9,751.1,0.22514510120989864,228.0,78.0
Vilhena,RO,2010,76202.0,100.0,0.0,6.51,-12.123510000000001,-60.112109999999994,11584,1730.2,8.8,8162.7,1685.8,1.5,0.14936118784530386,112.0,46.0
Cruzeiro do Sul,AC,2010,78507.0,100.0,0.0,8.94,-7.955589999999999,-72.73617,9202,982.2,23.0,7973.3,20.7,0.0,0.10673766572484243,10.0,13.0
Rio Branco,AC,2010,268038.0,79.8,231.0,38.04,-9.99527,-68.15925,9113,2522.7,21.0,6584.8,0.0,0.1,0.2768243169099089,367.0,193.0
Careiro da Várzea,AM,2010,23930.0,100.0,0.0,9.11,-3.3047699999999995,-59.555969999999995,2641,514.5,19.9,519.1,707.8,628.0,0.1948125709958349,0.0,1.0
Coari,AM,2010,,,,1.31,-4.03545,-63.534659999999995,58828,767.2,6.8,49337.6,823.1,2761.8,0.013041408852927178,22.0,10.0
Humaitá,AM,2010,44227.0,100.0,0.0,1.34,-7.510839999999999,-62.5992,33428,674.4,7.9,28568.2,3116.3,784.2,0.0201747038410913,0.0,0.0
Iranduba,AM,2010,,,,18.4,-3.0859099999999997,-60.66479,2229,479.0,6.1,1305.4,132.9,303.8,0.2148945715567519,0.0,3.0
Itacoatiara,AM,2010,86839.0,100.0,0.0,9.77,-3.13511,-58.81276,8927,1720.0,19.2,2767.2,829.3,1665.6,0.19267391060826705,1.0,11.0
Manacapuru,AM,2010,85141.0,100.0,0.0,11.61,-3.27671,-60.71178000000001,7381,782.3,10.8,4179.5,805.6,1423.0,0.10598834846226796,10.0,11.0
Manaus,AM,2010,1418544.0,78.7,417.0,158.06,-2.5729,-60.37242,11473,1246.0,10.3,8219.9,3.0,1547.8,0.10860280658938376,550.0,1631.0
Manicoré,AM,2010,,,,0.97,-6.787089999999999,-61.110009999999996,48689,1562.2,63.3,42132.1,4146.5,826.8,0.032085275935016117,0.0,0.0
Maués,AM,2010,52236.0,100.0,0.0,1.31,-5.24148,-58.19461999999999,40090,1302.5,14.3,36560.7,872.3,1294.9,0.03248939885258169,19.0,20.0
Novo Airão,AM,2010,,,,0.39,-1.5162799999999999,-61.51599,38114,116.8,2.6,20333.9,211.9,1358.7,0.0030644907383113817,1.0,1.0
Parintins,AM,2010,102033.0,100.0,0.0,17.13,-2.78735,-56.68566,5958,962.1,7.2,1579.9,1133.2,2281.2,0.16148036253776435,2.0,0.0
Presidente Figueiredo,AM,2010,19375.0,71.3,20.58,1.07,-0.65847,-60.17004,25568,718.1,9.3,15625.3,1.1,3421.8,0.028085888610763454,5.0,18.0
Rio Preto da Eva,AM,2010,,,,4.42,-2.50853,-59.60122,5838,564.8,3.9,3982.7,0.0,10.3,0.09674546077423776,1.0,8.0
Tabatinga,AM,2010,52272.0,100.0,0.0,16.0,-4.02878,-69.69785999999999,3343,156.6,1.0,3103.0,1.3,52.0,0.046844151959317966,0.0,1.0
Tefé,AM,2010,61453.0,100.0,0.0,2.59,-4.41301,-65.57764,24186,634.1,9.0,20769.8,168.9,724.7,0.02621764657239725,7.0,23.0
Abaetetuba,PA,2010,141100.0,100.0,0.0,87.62,-1.7386599999999999,-48.85524,1617,690.2,3.8,492.9,13.6,413.6,0.4268398268398269,261.0,201.0
Acará,PA,2010,53569.0,100.0,0.0,12.33,-2.03379,-48.31904,4361,2306.8,30.8,1497.0,43.3,70.5,0.5289612474203165,23.0,9.0
Alenquer,PA,2010,52626.0,100.0,0.0,2.23,-0.30798000000000003,-55.15106,22286,1353.4,22.1,14567.2,2476.4,589.6,0.060728708606299926,0.0,7.0
Altamira,PA,2010,99075.0,100.0,0.0,0.62,-6.3166400000000005,-54.2628,159540,6726.0,196.1,146913.3,3760.6,1668.3,0.0421587062805566,414.0,524.0
Ananindeua,PA,2010,471980.0,100.0,0.0,2478.22,-1.34293,-48.39038,185,87.1,0.1,57.8,0.0,18.4,0.4708108108108108,709.0,750.0
Barcarena,PA,2010,,,,76.19,-1.44539,-48.637029999999996,1316,324.1,1.8,302.4,1.9,527.7,0.2462765957446809,55.0,51.0
Belém,PA,2010,1286090.0,92.3,613.0,1315.2,-1.27265,-48.50024000000001,1070,248.4,0.9,164.0,7.1,581.3,0.2321495327102804,482.0,264.0
Breves,PA,2010,92860.0,100.0,0.0,9.71,-1.15638,-50.43788,9572,537.9,2.1,4213.7,86.2,1022.9,0.05619515252820727,16.0,31.0
Cametá,PA,2010,120896.0,100.0,0.0,39.23,-2.2808200000000003,-49.51546,3090,1112.7,13.8,871.0,657.9,448.3,0.3600970873786408,208.0,172.0
Igarapé-Miri,PA,2010,58077.0,100.0,0.0,29.09,-2.07583,-49.087540000000004,2004,474.9,18.1,1004.0,203.3,321.8,0.2369760479041916,13.0,28.0
Ipixuna do Pará,PA,2010,,,,9.84,-2.93713,-47.96702,5245,2691.3,45.5,2266.7,6.7,25.9,0.5131172545281221,6.0,13.0
Itaituba,PA,2010,97493.0,100.0,0.0,1.57,-6.03172,-55.968959999999996,62095,4794.9,91.3,53333.9,460.8,810.3,0.07721877767936226,195.0,125.0
Itupiranga,PA,2010,51220.0,100.0,0.0,6.5,-5.07669,-49.89878,7901,4521.5,52.1,3225.9,5.6,111.9,0.5722693329958233,74.0,87.0
Juruti,PA,2010,47086.0,100.0,0.0,5.67,-2.64774,-56.236909999999995,8308,1152.3,7.4,5387.2,633.3,1109.0,0.13869764082811747,44.0,20.0
Marabá,PA,2010,233669.0,100.0,0.0,15.45,-5.52503,-49.944179999999996,15161,8250.5,79.8,6751.7,36.2,86.0,0.5441923355979157,10.0,39.0
Moju,PA,2010,70018.0,100.0,0.0,7.7,-2.53518,-49.05922,9129,4147.5,115.9,4525.4,190.4,55.6,0.4543213933618139,44.0,19.0
Monte Alegre,PA,2010,55462.0,100.0,0.0,3.06,-1.02109,-54.286809999999996,19516,4156.8,25.6,7139.1,1799.4,1139.7,0.21299446607911451,43.0,260.0
Monte Alegre,PA,2010,19418.0,93.9,3.06,98.07,-1.02109,-54.286809999999996,19516,4156.8,25.6,7139.1,1799.4,1139.7,0.21299446607911451,43.0,260.0
Novo Repartimento,PA,2010,62050.0,100.0,0.0,4.03,-4.52485,-50.19409,15432,7002.0,224.0,7256.8,1.0,1168.1,0.4537325038880249,21.0,66.0
Óbidos,PA,2010,49333.0,100.0,0.0,1.76,0.07317,-55.75937,28031,1814.4,44.8,17699.5,4595.5,1351.5,0.06472833648460634,0.0,0.0
Oriximiná,PA,2010,,,0.0,0.58,0.26778,-57.52249000000001,107782,1481.1,37.8,82658.1,3636.6,1768.6,0.013741626616689243,16.0,34.0
Paragominas,PA,2010,97819.0,100.0,0.0,5.06,-3.12356,-47.40354,19465,8605.0,68.3,10036.8,7.1,36.0,0.4420755201643977,14.0,24.0
Parauapebas,PA,2010,137780.0,89.5,31.0,22.35,-6.19825,-50.4301,6968,1302.7,4.2,5568.9,85.6,1.8,0.18695464982778412,47.0,61.0
Portel,PA,2010,52172.0,100.0,0.0,2.06,-2.62095,-50.99664,25425,1463.7,56.2,10819.6,385.9,845.9,0.05756932153392332,49.0,10.0
Santa Bárbara do Pará,PA,2010,16841.0,98.2,0.5,61.62,-1.19187,-48.2373,279,159.3,0.4,81.2,0.0,19.6,0.5709677419354839,0.0,6.0
Santarém,PA,2010,294580.0,100.0,0.0,16.46,-2.81346,-55.58935,22890,4586.2,32.1,13315.9,663.5,3887.8,0.20035823503713407,30.0,75.0
São Félix do Xingu,PA,2010,91340.0,100.0,0.0,1.08,-7.4611399999999986,-52.46225,84253,17004.3,353.7,59384.3,3788.0,939.0,0.2018242673851376,127.0,89.0
Tailândia,PA,2010,79297.0,100.0,0.0,17.9,-2.9033599999999997,-48.78385,4451,2165.6,49.7,1904.3,0.0,0.0,0.4865423500337003,113.0,82.0
Tomé-Açu,PA,2010,56518.0,100.0,0.0,10.98,-2.6602799999999998,-48.258179999999996,5169,2938.8,36.8,2161.5,0.1,0.4,0.5685432385374347,51.0,88.0
Tucuruí,PA,2010,97128.0,100.0,0.0,46.56,-3.79728,-49.8067,2095,753.9,37.4,857.7,4.7,478.1,0.35985680190930786,8.0,22.0
Vigia,PA,2010,47409.0,99.0,1.0,88.83,-0.9177700000000001,-48.118109999999994,536,216.3,0.3,112.7,16.4,161.4,0.4035447761194029,29.0,20.0
Gurupi,TO,2010,58904.0,76.7,123.0,41.8,-11.65795,-48.9217,1843,0.0,0.0,0.0,1843.3,0.0,0.0,6.0,11.0
Paraíso do Tocantins,TO,2010,40998.0,92.3,19.66,35.03,-10.21749,-48.865159999999996,1274,0.0,0.0,0.0,1273.8,0.0,0.0,31.0,18.0
Porto Nacional,TO,2010,29664.0,60.4,178.84,11.04,-10.54819,-48.54647,4472,0.0,0.0,0.0,4441.5,31.6,0.0,63.0,34.0
Palmas,TO,2010,116016.0,50.8,524.56,102.9,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,41.0,53.0
Palmas,TO,2010,20291.0,47.3,112.44,27.53,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,41.0,53.0
Balsas,MA,2010,83528.0,100.0,0.0,6.36,-8.28674,-46.26008,13259,0.0,0.0,0.0,13259.1,0.0,0.0,4.0,20.0
Barra do Corda,MA,2010,82830.0,100.0,0.0,15.96,-5.68391,-45.23172,7962,3095.6,97.7,2354.6,2499.9,4.6,0.3887967847274554,2.0,33.0
Coroatá,MA,2010,,,,27.27,-4.16542,-44.14074,2298,1051.3,0.0,1.3,0.0,0.0,0.4574847693646649,6.0,24.0
Grajaú,MA,2010,62093.0,100.0,0.0,7.01,-5.82835,-46.0307,7625,1331.8,90.0,1530.4,4762.1,0.0,0.1746622950819672,6.0,8.0
Itapecuru Mirim,MA,2010,62110.0,100.0,0.0,42.21,-3.36235,-44.27902,1494,568.3,23.1,607.7,308.4,3.3,0.38038821954484603,0.0,6.0
Paço do Lumiar,MA,2010,105121.0,100.0,0.0,839.23,-2.50434,-44.119479999999996,134,72.8,0.3,42.3,0.0,8.6,0.5432835820895522,31.0,42.0
Pinheiro,MA,2010,78162.0,100.0,0.0,51.66,-2.49468,-45.14562,1482,872.7,0.5,53.1,414.3,105.9,0.5888663967611336,7.0,12.0
Raposa,MA,2010,26327.0,100.0,0.0,396.49,-2.41702,-44.04998,64,14.5,0.0,36.4,0.7,7.7,0.2265625,1.0,1.0
São José de Ribamar,MA,2010,163045.0,100.0,0.0,422.64,-2.5952,-44.09279,390,99.6,0.2,81.7,0.0,172.2,0.2553846153846154,34.0,33.0
São Luís,MA,2010,550933.0,54.3,917.55,1215.63,-2.62711,-44.30617,839,369.2,1.3,160.9,0.0,291.1,0.4400476758045292,486.0,294.0
Viana,MA,2010,,,,42.36,-3.1301200000000002,-45.18793,1176,503.2,0.3,80.5,382.3,195.1,0.427891156462585,1.0,0.0
Viana,MA,2010,43282.0,66.6,36.0,208.15,-3.1301200000000002,-45.18793,1176,503.2,0.3,80.5,382.3,195.1,0.427891156462585,1.0,0.0
Santa Rita,MA,2010,115700.0,96.2,14.7,164.76,-3.15407,-44.33057,718,243.0,8.7,282.4,168.6,21.8,0.3384401114206128,2.0,7.0
São João Batista,MA,2010,26260.0,100.0,0.0,130.92,-3.01337,-44.77539,700,148.6,0.0,53.4,358.8,135.2,0.21228571428571427,1.0,10.0
Alvorada,TO,2010,162217.0,82.9,160.0,2743.94,-12.408439999999999,-49.11486,1216,0.0,0.0,0.0,1216.1,0.0,0.0,0.0,1.0
Cachoeirinha,TO,2010,77454.0,65.5,176.0,2687.04,-6.096769999999999,-47.85022,354,108.7,0.0,38.0,207.3,0.0,0.3070621468926554,1.0,0.0
Lajeado,TO,2010,71445.0,100.0,0.0,788.48,-9.83859,-48.28634,324,0.0,0.0,0.0,314.0,10.3,0.0,1.0,1.0
Alta Floresta,MT,2010,33761.0,68.7,70.16,5.49,-10.04165,-56.40435,8986,4913.5,2.9,3776.1,258.7,36.1,0.5467950144669486,11.0,2.0
Barão de Melgaço,MT,2010,,,,0.68,-16.75732,-56.01455,11187,365.6,3.6,2207.6,8493.6,109.1,0.032680790202914096,2.0,0.0
Barra do Garças,MT,2010,31087.0,55.0,90.0,6.23,-15.356079999999999,-52.65919,9146,1273.9,0.0,230.3,7626.4,12.2,0.1392849333041767,37.0,0.0
Cáceres,MT,2010,85053.0,96.7,12.0,3.58,-16.539920000000002,-57.79439,24399,1939.9,1.1,1547.9,19780.8,1091.6,0.07950735685888766,54.0,3.0
Chapada dos Guimarães,MT,2010,,,,2.7,-15.100060000000001,-55.49593,6250,389.8,0.3,142.8,5516.4,199.3,0.062367999999999986,22.0,6.0
Cuiabá,MT,2010,331198.0,60.1,648.29,167.33,-15.41888,-56.00402,3496,170.0,0.0,166.5,3159.1,0.0,0.048627002288329516,497.0,84.0
Jangada,MT,2010,7696.0,100.0,0.0,7.58,-15.32112,-56.57946999999999,1022,0.0,0.0,0.0,1022.5,0.0,0.0,1.0,2.0
Lucas do Rio Verde,MT,2010,33556.0,73.7,62.0,12.4,-13.047419999999999,-56.1822,3662,525.7,4.1,641.5,2494.8,0.0,0.1435554341889678,64.0,5.0
Nossa Senhora do Livramento,MT,2010,11609.0,100.0,0.0,2.35,-15.933029999999999,-56.3487,5200,109.2,0.1,79.6,5005.1,2.3,0.021,63.0,12.0
Nova Brasilândia,MT,2010,,,,1.4,-14.743070000000001,-55.22435,3268,1165.9,0.0,192.5,1881.9,27.7,0.35676254589963285,68.0,0.0
Planalto da Serra,MT,2010,,,,1.12,-14.54069,-54.66186999999999,2452,551.6,0.0,44.4,1855.8,0.0,0.22495921696574225,0.0,0.0
Poconé,MT,2010,31779.0,100.0,0.0,1.85,-16.79972,-56.96679,17283,78.8,0.3,793.8,15557.9,697.0,0.004559393623792166,20.0,10.0
Primavera do Leste,MT,2010,30504.0,58.6,85.0,9.5,-15.12711,-54.21448,5473,0.7,0.0,17.1,5455.2,0.0,0.00012790060295998535,57.0,2.0
Rondonópolis,MT,2010,130951.0,67.0,329.62,41.71,-16.570970000000006,-54.71462,4168,826.8,0.7,269.9,3065.7,5.6,0.19836852207293665,191.0,4.0
Rosário Oeste,MT,2010,,,,2.38,-14.8618,-56.251580000000004,7493,65.4,0.0,23.6,7395.0,9.0,0.008728146269851862,21.0,11.0
Santo Antônio do Leverger,MT,2010,,,,1.57,-16.48613,-55.26485,12262,1038.2,1.1,1102.3,10099.5,21.7,0.08466808024792041,19.0,6.0
Sorriso,MT,2010,66521.0,100.0,0.0,7.12,-12.69331,-55.777409999999996,9349,3971.3,0.5,1257.9,4119.1,0.0,0.4247833992940422,62.0,11.0
Tangará da Serra,MT,2010,66831.0,80.1,81.0,7.19,-14.4327,-58.38021,11333,2174.9,1.7,644.4,8512.8,0.9,0.19190858554663373,69.0,7.0
Várzea Grande,MT,2010,219397.0,86.9,88.71,240.98,-15.55785,-56.34461999999999,939,0.0,0.0,0.0,937.7,0.0,0.0,409.0,67.0
Ji-Paraná,RO,2011,117363.0,100.0,0.0,17.02,-10.44844,-61.69061,6955,2602.4,1.2,4230.0,66.3,35.3,0.3741768511861969,192.0,141.0
Porto Velho,RO,2011,423906.0,97.3,51.7,12.78,-8.98448,-63.99115,34631,8121.8,324.9,25298.1,431.9,751.1,0.23452398140394445,78.0,45.0
Vilhena,RO,2011,77937.0,100.0,0.0,6.66,-12.123510000000001,-60.112109999999994,11584,1738.2,8.0,8154.7,1685.8,1.5,0.1500517955801105,46.0,69.0
Cruzeiro do Sul,AC,2011,79174.0,100.0,0.0,9.02,-7.955589999999999,-72.73617,9202,995.0,12.8,7829.8,20.7,0.0,0.10812866768093893,13.0,1.0
Rio Branco,AC,2011,274299.0,80.1,231.0,38.74,-9.99527,-68.15925,9113,2566.5,43.8,6546.3,0.0,0.1,0.2816306375507517,193.0,52.0
Careiro da Várzea,AM,2011,24442.0,100.0,0.0,9.3,-3.3047699999999995,-59.555969999999995,2641,526.6,12.1,773.8,707.8,628.0,0.199394168875426,1.0,0.0
Coari,AM,2011,,,,1.32,-4.03545,-63.534659999999995,58828,771.0,3.8,52845.1,823.1,2761.8,0.013106003943700279,10.0,0.0
Humaitá,AM,2011,45105.0,100.0,0.0,1.36,-7.510839999999999,-62.5992,33428,685.6,11.2,28716.1,3116.3,784.2,0.02050975230345817,0.0,1.0
Iranduba,AM,2011,41374.0,100.0,0.0,18.66,-3.0859099999999997,-60.66479,2229,481.8,2.8,1307.7,132.9,303.8,0.2161507402422611,3.0,0.0
Itacoatiara,AM,2011,87970.0,100.0,0.0,9.89,-3.13511,-58.81276,8927,1737.6,17.6,4451.2,829.3,1665.6,0.1946454576005377,11.0,3.0
Manacapuru,AM,2011,86078.0,100.0,0.0,11.73,-3.27671,-60.71178000000001,7381,791.0,8.7,4328.4,805.6,1423.0,0.10716705053515783,11.0,7.0
Manaus,AM,2011,1340575.0,73.2,420.45,160.72,-2.5729,-60.37242,11473,1248.2,2.3,8673.3,3.0,1547.8,0.10879456114355444,1631.0,195.0
Manicoré,AM,2011,47707.0,100.0,0.0,0.99,-6.787089999999999,-61.110009999999996,48689,1617.9,55.6,39151.3,4146.5,826.8,0.033229271498695805,0.0,1.0
Maués,AM,2011,53173.0,100.0,0.0,1.33,-5.24148,-58.19461999999999,40090,1317.0,14.5,36421.7,872.3,1294.9,0.03285108505861811,20.0,0.0
Novo Airão,AM,2011,15113.0,100.0,0.0,0.4,-1.5162799999999999,-61.51599,38114,118.0,1.2,35481.2,211.9,1358.7,0.0030959752321981426,1.0,0.0
Parintins,AM,2011,,,,17.28,-2.78735,-56.68566,5958,966.9,4.8,1515.4,1133.2,2281.2,0.16228600201409868,0.0,0.0
Presidente Figueiredo,AM,2011,,,,1.1,-0.65847,-60.17004,25568,729.6,11.5,21392.9,1.1,3421.8,0.028535669586983725,18.0,3.0
Rio Preto da Eva,AM,2011,,,,4.53,-2.50853,-59.60122,5838,570.6,5.8,5251.5,0.0,10.3,0.09773895169578624,8.0,0.0
Tabatinga,AM,2011,53374.0,100.0,0.0,16.34,-4.02878,-69.69785999999999,3343,157.6,0.9,3097.5,1.3,52.0,0.04714328447502243,1.0,3.0
Tefé,AM,2011,,,,2.58,-4.41301,-65.57764,24186,637.7,3.6,21907.3,168.9,724.7,0.026366493012486558,23.0,2.0
Abaetetuba,PA,2011,142785.0,100.0,0.0,88.66,-1.7386599999999999,-48.85524,1617,691.0,0.8,466.1,13.6,413.6,0.42733457019171306,201.0,238.0
Acará,PA,2011,53680.0,100.0,0.0,12.36,-2.03379,-48.31904,4361,2321.9,15.1,1430.5,43.3,70.5,0.5324237560192616,9.0,11.0
Alenquer,PA,2011,53004.0,100.0,0.0,2.24,-0.30798000000000003,-55.15106,22286,1373.4,20.0,11854.8,2476.4,589.6,0.0616261329982949,7.0,1.0
Altamira,PA,2011,100736.0,100.0,0.0,0.63,-6.3166400000000005,-54.2628,159540,6964.3,238.3,145488.9,3760.6,1668.3,0.0436523755797919,524.0,447.0
Ananindeua,PA,2011,477999.0,100.0,0.0,2509.83,-1.34293,-48.39038,185,87.1,0.0,58.0,0.0,18.4,0.4708108108108108,750.0,459.0
Barcarena,PA,2011,,,,78.34,-1.44539,-48.637029999999996,1316,325.1,1.0,324.7,1.9,527.7,0.2470364741641337,51.0,90.0
Belém,PA,2011,1289188.0,91.9,381.0,1323.37,-1.27265,-48.50024000000001,1070,248.7,0.2,168.1,7.1,581.3,0.2324299065420561,264.0,185.0
Breves,PA,2011,93835.0,100.0,0.0,9.81,-1.15638,-50.43788,9572,538.5,0.7,4269.5,86.2,1022.9,0.05625783535311325,31.0,21.0
Cametá,PA,2011,122683.0,100.0,0.0,39.81,-2.2808200000000003,-49.51546,3090,1114.2,1.5,862.4,657.9,448.3,0.3605825242718447,172.0,84.0
Igarapé-Miri,PA,2011,58498.0,100.0,0.0,29.3,-2.07583,-49.087540000000004,2004,477.5,2.6,1001.2,203.3,321.8,0.2382734530938124,28.0,11.0
Ipixuna do Pará,PA,2011,,,,10.22,-2.93713,-47.96702,5245,2705.8,14.5,2271.8,6.7,25.9,0.5158817921830315,13.0,3.0
Itaituba,PA,2011,97704.0,100.0,0.0,1.57,-6.03172,-55.968959999999996,62095,4884.8,89.9,55043.5,460.8,810.3,0.07866655930429181,125.0,51.0
Itupiranga,PA,2011,51341.0,100.0,0.0,6.52,-5.07669,-49.89878,7901,4581.5,60.0,3158.0,5.6,111.9,0.5798633084419693,87.0,29.0
Juruti,PA,2011,48306.0,100.0,0.0,5.82,-2.64774,-56.236909999999995,8308,1158.8,6.5,5193.6,633.3,1109.0,0.13948001925854595,20.0,18.0
Marabá,PA,2011,238708.0,100.0,0.0,15.78,-5.52503,-49.944179999999996,15161,8315.4,64.8,6636.3,36.2,86.0,0.5484730558670272,39.0,13.0
Moju,PA,2011,71329.0,100.0,0.0,7.84,-2.53518,-49.05922,9129,4190.3,42.8,4451.9,190.4,55.6,0.4590097491510571,19.0,8.0
Monte Alegre,PA,2011,55636.0,100.0,0.0,3.06,-1.02109,-54.286809999999996,19516,4169.8,13.0,4198.4,1799.4,1139.7,0.2136605861856938,260.0,60.0
Monte Alegre,PA,2011,19558.0,93.9,3.05,98.74,-1.02109,-54.286809999999996,19516,4169.8,13.0,4198.4,1799.4,1139.7,0.2136605861856938,260.0,60.0
Novo Repartimento,PA,2011,63604.0,100.0,0.0,4.13,-4.52485,-50.19409,15432,7185.1,183.1,7074.0,1.0,1168.1,0.4655974598237429,66.0,5.0
Óbidos,PA,2011,49552.0,100.0,0.0,1.77,0.07317,-55.75937,28031,1830.3,15.9,16862.5,4595.5,1351.5,0.06529556562377367,0.0,1.0
Oriximiná,PA,2011,63905.0,100.0,0.0,0.59,0.26778,-57.52249000000001,107782,1493.5,12.4,96826.9,3636.6,1768.6,0.013856673656083576,34.0,72.0
Paragominas,PA,2011,98215.0,98.7,3.9,5.14,-3.12356,-47.40354,19465,8641.0,36.0,10301.9,7.1,36.0,0.4439249935782173,24.0,8.0
Parauapebas,PA,2011,143953.0,89.8,31.26,23.27,-6.19825,-50.4301,6968,1305.1,2.4,5575.1,85.6,1.8,0.1872990815154994,61.0,23.0
Portel,PA,2011,53257.0,100.0,0.0,2.1,-2.62095,-50.99664,25425,1532.0,68.3,19652.8,385.9,845.9,0.06025565388397248,10.0,6.0
Santa Bárbara do Pará,PA,2011,,,,63.22,-1.19187,-48.2373,279,159.4,0.1,72.4,0.0,19.6,0.571326164874552,6.0,4.0
Santarém,PA,2011,297040.0,100.0,0.0,16.6,-2.81346,-55.58935,22890,4608.6,22.5,12019.8,663.5,3887.8,0.20133682830930533,75.0,19.0
São Félix do Xingu,PA,2011,95694.0,100.0,0.0,1.14,-7.4611399999999986,-52.46225,84253,17144.8,140.4,62255.5,3788.0,939.0,0.2034918637912003,89.0,184.0
Tailândia,PA,2011,37434.0,45.4,0.5,18.61,-2.9033599999999997,-48.78385,4451,2184.9,19.2,2137.1,0.0,0.0,0.4908784542799371,82.0,10.0
Tomé-Açu,PA,2011,57228.0,100.0,0.0,11.12,-2.6602799999999998,-48.258179999999996,5169,2945.2,6.4,2082.8,0.1,0.4,0.5697813890501063,88.0,86.0
Tucuruí,PA,2011,98919.0,100.0,0.0,47.42,-3.79728,-49.8067,2095,763.0,9.1,848.6,4.7,478.1,0.364200477326969,22.0,20.0
Vigia,PA,2011,48482.0,100.0,0.0,89.93,-0.9177700000000001,-48.118109999999994,536,216.6,0.3,106.0,16.4,161.4,0.4041044776119403,20.0,29.0
Gurupi,TO,2011,59804.0,77.0,139.58,42.29,-11.65795,-48.9217,1843,0.0,0.0,0.0,1843.3,0.0,0.0,11.0,7.0
Paraíso do Tocantins,TO,2011,41635.0,92.4,19.63,35.53,-10.21749,-48.865159999999996,1274,0.0,0.0,0.0,1273.8,0.0,0.0,18.0,72.0
Porto Nacional,TO,2011,29983.0,60.6,178.84,11.12,-10.54819,-48.54647,4472,0.0,0.0,0.0,4441.5,31.6,0.0,34.0,21.0
Palmas,TO,2011,123000.0,52.3,548.47,106.05,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,53.0,72.0
Palmas,TO,2011,19658.0,45.2,112.95,27.93,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,53.0,72.0
Balsas,MA,2011,,,,6.49,-8.28674,-46.26008,13259,0.0,0.0,0.0,13259.1,0.0,0.0,20.0,31.0
Barra do Corda,MA,2011,83454.0,100.0,0.0,16.08,-5.68391,-45.23172,7962,3122.2,26.7,2061.5,2499.9,4.6,0.3921376538558151,33.0,11.0
Coroatá,MA,2011,,,,27.47,-4.16542,-44.14074,2298,1051.3,0.0,0.5,0.0,0.0,0.4574847693646649,24.0,17.0
Grajaú,MA,2011,63203.0,100.0,0.0,7.13,-5.82835,-46.0307,7625,1382.4,50.6,1479.7,4762.1,0.0,0.1812983606557377,8.0,10.0
Itapecuru Mirim,MA,2011,63024.0,100.0,0.0,42.83,-3.36235,-44.27902,1494,574.6,6.3,555.0,308.4,3.3,0.3846050870147256,6.0,4.0
Paço do Lumiar,MA,2011,107764.0,100.0,0.0,860.33,-2.50434,-44.119479999999996,134,73.7,0.9,41.2,0.0,8.6,0.55,42.0,14.0
Pinheiro,MA,2011,78876.0,100.0,0.0,52.13,-2.49468,-45.14562,1482,874.6,1.8,75.7,414.3,105.9,0.5901484480431849,12.0,5.0
Raposa,MA,2011,27037.0,100.0,0.0,407.18,-2.41702,-44.04998,64,14.5,0.0,37.1,0.7,7.7,0.2265625,1.0,1.0
São José de Ribamar,MA,2011,165418.0,100.0,0.0,428.79,-2.5952,-44.09279,390,100.1,0.5,73.4,0.0,172.2,0.25666666666666665,33.0,11.0
São Luís,MA,2011,559227.0,54.4,932.0,1230.71,-2.62711,-44.30617,839,370.6,1.5,137.3,0.0,291.1,0.4417163289630513,294.0,81.0
Viana,MA,2011,,,,42.69,-3.1301200000000002,-45.18793,1176,503.7,0.5,94.5,382.3,195.1,0.42831632653061225,0.0,0.0
Viana,MA,2011,43572.0,66.1,36.09,210.99,-3.1301200000000002,-45.18793,1176,503.7,0.5,94.5,382.3,195.1,0.42831632653061225,0.0,0.0
Santa Rita,MA,2011,116642.0,96.3,14.79,165.93,-3.15407,-44.33057,718,244.6,1.7,181.8,168.6,21.8,0.3406685236768802,7.0,19.0
São João Batista,MA,2011,27135.0,100.0,0.0,135.28,-3.01337,-44.77539,700,148.6,0.0,56.9,358.8,135.2,0.21228571428571427,10.0,7.0
Alvorada,TO,2011,162175.0,82.5,160.0,2756.55,-12.408439999999999,-49.11486,1216,0.0,0.0,0.0,1216.1,0.0,0.0,1.0,6.0
Cachoeirinha,TO,2011,70971.0,59.6,176.33,2705.73,-6.096769999999999,-47.85022,354,108.9,0.1,37.8,207.3,0.0,0.30762711864406783,0.0,0.0
Lajeado,TO,2011,72338.0,100.0,0.0,798.34,-9.83859,-48.28634,324,0.0,0.0,0.0,314.0,10.3,0.0,1.0,0.0
