 Morbidade Hospitalar do SUS - por local de residência - Amazonas
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"130290 Maués";-;-;-;-;-;-;346,74;12422,78;62181,81;75432,35;76545,49;83304,21;81767,20;80315,73;98611,68;74802,67;68984,57;26563,23;64814,00;58222,34;76653,40;83531,34;47254,50;61376,28;16189,03;66809,30;76023,30;76936,27;70457,24;76344,67;77080,69;56591,00;66015,29;67042,03;60678,82;83783,08;78229,65;59079,28;68431,15;66905,70;78828,26;164481,14;116961,20;99782,47;64550,91;95479,49;61111,88;80868,11;82676,38;90778,21;82717,61;89583,57;88798,28;87928,72;68423,80;101354,54;127688,32;79403,89;81964,62;91948,97;105280,43;95032,81;79408,03;120733,16;123236,95;113589,54;109473,50;102766,12;81630,08;71341,47;70761,74;93108,47;100522,23;81880,76;92424,43;100489,23;97212,21;97357,34;99276,63;99535,98;121130,80;96801,90;107517,38;130310,37;117275,74;110627,32;162242,48;100211,48;122488,42;144547,94;129215,29;154385,01;115192,95;112065,47;102928,60;120348,22;126258,45;160994,75;111162,45;129050,74;145245,24;122030,94;120461,56;138339,17;143871,03;116414,95;115802,00;134410,58;137389,11;137403,79;161798,66;166433,39;162295,16;176260,91;175140,93;101493,07;113016,63;144316,46;148110,07;155566,57;174795,97;221506,73;199916,48;186338,24;186626,13;175719,40;187480,84;185489,26;196105,78;216721,37;180778,47;188001,09;247953,97;182362,78;157534,46;195044,75;177353,32;159637,46;227951,48;149334,88;161592,30;155604,61;162296,49;194560,53;195369,96;221337,89;264292,10;198183,92;202600,22;165199,61;177870,72;180741,03;163965,34;179376,20;160479,10;160134,86;184301,25;194390,52;165279,67;158310,42;211882,02;217460,60;209748,28;170799,04;168561,59;4292,75;357,76;19686315,92
"130300 Nhamundá";-;-;-;-;-;-;-;-;19242,18;11183,51;18756,74;15980,59;17269,18;18407,12;17804,30;20377,38;498,85;517,71;3376,24;11914,75;5698,92;14241,94;10386,52;10997,70;11528,42;9274,73;13183,75;25626,05;13422,02;6312,09;19368,41;15027,24;12495,22;22349,26;9302,76;19243,86;14185,31;16676,28;9315,20;13599,58;8347,16;8116,51;13688,00;10985,86;16951,49;18564,66;18147,92;14105,47;14759,72;7773,63;5521,16;10415,26;14695,28;3071,31;13284,65;10845,96;2956,31;3541,79;5388,01;6818,64;11363,60;7040,26;15570,04;3316,81;23398,13;19205,54;16166,57;11664,33;10801,29;14294,49;3732,72;18006,05;18807,07;4298,92;18863,99;13452,97;26253,14;16234,41;17088,66;26483,86;18431,82;22110,24;18052,26;20676,77;40970,32;8653,06;21232,10;16782,25;20932,27;16107,50;7541,33;10939,61;13684,64;18865,53;20986,31;17955,76;15936,00;15161,65;15868,19;25204,92;24457,24;34338,58;21253,63;29104,09;26583,67;21426,74;22880,14;26676,98;34024,99;33053,73;32465,90;31806,90;27873,57;27293,18;28980,81;27707,48;25049,23;17307,06;23631,23;27937,15;20822,00;9677,31;13654,58;25447,32;32566,36;21540,19;54582,63;40784,17;24824,91;21966,24;18016,83;29640,74;36889,54;22824,32;25355,04;18745,24;20992,01;7632,58;27332,39;36034,19;24543,06;24260,28;20439,94;31213,03;25048,50;33663,47;36262,48;27302,67;40295,26;39578,00;17154,55;29454,61;25794,04;41414,45;22601,15;24556,43;20403,40;10422,23;47316,85;51980,42;76035,66;51979,24;61093,67;33451,43;37636,53;82842,86;41646,13;3329249,21
"130310 Nova Olinda do Norte";-;-;-;-;-;-;-;180,27;55676,21;42742,04;27389,10;41300,27;38878,95;35278,49;29929,65;37132,46;46413,60;42050,05;18819,65;47248,37;25499,79;43650,43;34574,57;48894,03;51152,67;56080,96;51189,55;42491,08;45402,77;52001,39;48308,48;50431,63;44324,53;45487,61;38252,75;45219,29;14886,78;49944,59;48528,75;46459,99;49821,19;42604,26;54317,91;30915,49;19238,82;32531,29;104203,51;44326,86;51637,47;44555,29;49043,66;45271,06;42302,12;41508,37;39206,26;94603,69;42246,78;38248,53;38443,67;32499,80;20992,86;9296,34;3224,75;2858,44;1448,53;22176,45;1714,94;332,62;-;11625,69;7068,19;29446,25;29724,24;8529,71;8590,21;26857,40;3960,01;33614,47;9075,05;42224,70;43214,24;46697,52;40776,81;50219,57;42106,88;48239,58;12768,17;3459,18;45920,63;35585,40;3248,43;21187,14;4946,35;6272,28;5751,64;2858,85;15752,34;7754,70;46272,64;30686,72;3809,50;15671,49;17566,76;5649,98;28999,57;28515,07;3251,33;14025,77;16167,74;29313,87;32697,25;25751,73;8643,62;12834,29;6205,56;18145,02;28758,41;17724,31;14873,09;8126,80;17002,56;27849,30;28221,96;35971,69;49843,85;34287,33;35592,92;33058,53;32637,23;40915,92;8663,37;53982,79;38641,84;67490,48;72790,41;55884,92;60612,02;81296,84;58498,42;95846,07;69373,15;115889,17;46511,58;72868,46;65482,95;54230,62;66230,72;128302,61;56352,81;75779,13;62694,24;74268,87;82623,82;91274,86;77345,77;51760,52;65759,69;133470,83;181229,78;153798,60;109995,10;132530,36;40867,40;78101,95;66398,51;35472,57;1729,81;6525990,19
"130320 Novo Airão";-;-;-;-;-;-;-;2167,05;17235,64;32642,60;14187,62;23780,97;18761,52;16868,24;13646,70;17464,90;2407,31;17121,70;13781,78;15263,80;2501,36;18568,30;12689,77;20159,38;15121,44;17582,33;12705,31;14473,64;16945,35;16492,75;10803,33;8418,23;13966,42;14061,37;20005,07;26720,80;16943,20;14711,01;14397,20;18457,92;15017,14;14410,32;20960,32;13257,73;2296,40;32750,33;14713,90;5322,87;16975,64;348,62;21124,48;18799,22;2201,42;13642,69;8403,33;3181,84;3425,38;4244,49;14996,68;16992,01;14117,65;14886,43;10853,80;19403,07;20668,52;15436,42;14432,85;16369,02;5184,07;9302,64;1149,62;1786,07;4250,77;10694,02;3578,65;22983,98;15311,65;13994,20;25399,81;10505,05;12930,48;16135,14;22852,85;20388,76;7484,09;19010,56;9609,34;79108,30;42503,23;10512,67;16581,97;8623,41;14276,98;13517,62;17152,62;14296,63;9785,44;20436,53;22622,11;16759,39;13950,57;16630,91;12371,95;31622,00;15342,94;8801,13;10473,84;19704,30;7798,51;27620,08;66537,34;30591,36;14577,65;19797,18;34116,66;14765,12;18095,36;29721,81;30348,84;25669,87;16786,30;20032,45;13791,71;40410,94;10564,25;22972,16;50609,80;28094,09;26092,95;37464,32;50332,82;40673,09;50118,79;96171,91;44119,93;31214,39;48169,30;36877,93;50771,16;38036,92;16151,72;36126,39;63668,49;42552,80;46782,32;27903,54;39795,77;87623,36;37212,34;66370,83;64921,95;66153,22;48597,26;37440,06;32418,68;38969,06;34522,61;53306,17;46671,11;66593,22;71867,58;56266,89;44832,30;54538,58;76719,11;82159,40;25033,18;3966055,80
"130330 Novo Aripuanã";-;-;-;-;-;-;-;-;50504,77;46790,81;36624,68;52310,35;49257,45;42545,27;44676,52;46357,43;48797,73;46982,23;1087,22;31993,32;2802,13;5077,58;48990,24;52507,93;47168,57;3507,33;9304,69;12193,27;82,46;-;8983,88;33226,12;44394,41;46295,06;40710,92;33791,54;45681,40;47502,22;48638,22;10197,56;44283,71;45384,77;46932,15;41325,28;42045,59;37950,65;21431,04;3334,96;2327,66;11416,75;10982,26;40038,45;38946,17;16212,40;43163,28;39672,58;14652,46;37158,88;15734,13;7466,65;36349,07;42171,78;33907,32;2032,61;2435,44;1232,04;18255,19;38835,40;1550,11;2358,95;2616,04;15268,70;20605,61;22076,77;37860,53;37428,58;11349,50;4090,44;5819,84;33010,73;19443,89;22134,38;20047,85;240,68;22652,56;15968,72;15119,87;15678,77;16597,50;42946,40;39403,83;33305,80;39591,67;39882,90;34706,49;40372,09;42133,33;46583,93;42317,28;59169,60;47917,10;52610,87;11924,10;31377,35;29617,71;34752,96;2961,78;13355,24;6928,58;4425,68;5026,79;10273,36;3048,93;14391,75;2633,35;10725,20;9451,09;8615,36;29652,21;21939,67;49394,80;67850,35;27789,99;16746,21;29018,29;521,59;21481,33;6524,67;20096,75;7398,89;10864,32;3097,84;5683,68;7691,42;4023,98;11517,58;42836,29;19446,91;62603,31;26508,21;24053,18;38329,10;25103,77;31627,05;78033,84;47882,48;37816,38;31394,75;15696,83;20189,00;18156,56;35095,23;59310,48;47930,60;25657,71;26577,58;25571,03;23916,86;7670,07;14678,31;4035,89;25971,45;10437,73;56003,45;23810,78;1715,72;-;4126386,64
"130340 Parintins";-;-;-;-;-;-;6395,65;25185,09;179448,46;177452,53;176379,09;204604,17;201110,65;193962,48;189314,62;184861,93;215285,78;200215,26;197164,40;227155,22;243992,20;227738,08;181685,96;229536,62;220360,10;218517,29;191344,78;222242,48;227240,10;223475,29;209573,50;210030,89;186698,19;180153,70;187145,15;208911,96;196357,16;197223,91;176960,79;200129,48;235765,52;170194,01;180089,23;185853,81;167640,54;194331,79;171757,25;211206,35;169464,54;228621,73;196303,75;152154,93;188746,78;167572,77;213369,51;165662,07;145100,97;190617,14;179877,04;187888,70;178348,87;186697,30;195038,30;183645,86;200654,18;211871,62;195198,09;138444,87;158658,47;194516,02;178611,70;224399,96;219123,31;247695,52;215863,27;235928,33;224384,99;190890,47;211922,19;191563,75;224106,42;179502,90;205041,88;218803,11;204001,15;257601,70;200382,23;212244,66;223613,57;227158,23;223457,81;261975,69;223475,73;251198,95;205024,33;220268,44;264238,04;206997,03;205591,80;225273,88;210804,73;245430,33;215420,64;209708,95;209077,77;217932,06;199319,34;212525,08;198534,69;234491,61;227749,35;210043,73;195519,78;214072,48;318843,00;188987,38;245733,78;315501,20;244483,15;256234,80;234009,89;270877,72;236129,10;264806,56;321249,82;264345,29;332891,26;304312,10;270615,83;318794,59;237896,45;265189,79;255938,71;276718,35;258959,09;315006,83;333144,72;271691,54;271421,07;263902,27;279339,59;300833,03;275235,47;365221,54;239087,52;259185,93;278404,32;279201,80;274233,78;258803,78;291651,51;271866,85;219256,86;261174,53;268330,37;204230,79;320400,88;579459,56;581328,63;469356,83;520510,57;451120,03;508455,47;334848,64;437408,79;788273,35;126718,64;38225739,90
"130350 Pauini";-;-;-;-;-;-;-;-;1916,92;1192,61;11026,56;3711,81;7148,15;30290,43;17800,83;25245,16;25926,60;16309,83;11485,53;3991,94;15709,71;26728,74;21047,60;23551,41;34877,40;45766,83;23620,85;21021,58;26486,41;16018,71;11516,14;24179,10;25035,94;28349,06;55083,58;19980,84;20953,69;31539,20;25743,44;25647,89;19748,20;23898,23;21737,18;21120,69;22756,10;21060,12;22295,86;57589,83;21064,42;35445,23;24211,20;23054,31;29732,15;39055,57;31502,60;26249,26;18905,31;37458,15;20986,26;32167,74;28941,15;40560,00;19359,71;13758,79;20982,64;27409,27;29899,95;18389,60;15218,44;22945,67;17862,60;27014,38;26127,02;29724,40;21475,25;21685,66;37819,21;19951,73;32647,76;21641,67;14768,27;10167,90;3672,75;38403,47;55155,22;35006,63;27608,97;44275,51;31820,61;29709,01;23602,00;36664,76;41815,39;42149,44;35232,96;35468,88;21759,34;35341,36;16031,60;28610,15;29876,83;47471,44;42948,01;38557,65;28635,12;134333,65;24987,38;30111,20;47489,17;141848,87;25498,82;7454,79;13539,24;5755,24;3110,12;1838,50;12719,26;21314,80;10081,33;20711,98;6719,94;17781,35;9022,36;23688,50;8925,61;19340,01;19414,22;12312,48;17978,67;3744,23;27603,98;21131,17;21815,34;30309,46;35869,31;53129,85;15477,75;45721,46;29465,10;25772,94;23917,63;17798,37;12007,16;30254,95;27883,84;36842,07;36811,19;26433,16;24377,40;31097,17;33757,29;38493,49;25030,93;55325,42;21212,71;34593,48;18107,96;33089,67;10662,66;13283,11;23338,88;40657,82;27087,85;54134,47;29233,76;44094,79;-;4232656,38
"130353 Presidente Figueiredo";-;-;-;-;-;-;-;-;4888,40;36859,80;40324,95;44382,58;46130,88;62741,32;30778,71;64362,17;56882,17;60184,48;52287,41;52090,20;52765,88;48718,15;40899,51;60731,79;57379,95;54219,66;59979,98;38289,58;64872,86;48765,81;48940,85;53700,39;55033,39;57550,75;55543,30;56443,21;63411,08;68850,24;82313,07;52816,87;59900,49;45330,87;42474,56;46420,33;46073,01;42103,75;42964,59;67911,59;69934,85;71174,55;57524,89;57051,63;64716,89;64193,92;48813,83;58807,58;33554,51;29425,71;39470,90;44484,88;50048,29;65375,10;62660,18;80272,63;107016,24;53489,96;51682,39;46811,44;44006,95;57657,44;52450,01;52841,84;62145,80;42012,50;55489,90;60733,67;53658,80;50109,13;50063,53;46177,03;51365,64;64250,94;43378,92;65853,16;60308,66;58988,72;56502,41;59153,21;83068,40;66334,24;60239,45;56046,56;48598,98;56892,93;46398,19;49096,82;68855,83;84892,63;33877,45;57560,43;46446,12;60949,78;54689,73;51010,18;69063,54;58233,80;46405,08;47464,84;87920,91;121047,92;87249,47;74456,83;97697,27;148286,52;184217,64;63045,28;64033,67;126949,31;80713,54;136000,24;79527,04;110395,97;99323,29;85455,07;101232,66;102575,04;103663,62;70600,53;79900,95;115543,72;50366,04;74068,38;112182,99;121851,88;73672,31;88071,16;139435,48;119026,50;132115,68;123954,03;106387,81;102906,18;132451,06;118699,98;78112,39;153254,38;132015,57;125436,72;147515,76;96054,79;106358,60;97458,75;80981,41;69302,37;72910,54;105419,22;87640,98;182769,33;92820,60;111667,04;192164,84;153137,83;183066,25;239677,57;75979,40;31326,76;53974,45;11840173,71
"130356 Rio Preto da Eva";436,38;-;-;-;-;-;412,42;17279,01;47973,27;43201,97;36590,65;50434,01;23454,80;35775,23;29365,08;37777,45;42573,43;47352,92;26992,09;45421,44;21396,94;13383,69;28700,25;52309,61;28738,44;11258,01;18166,15;12893,42;8767,88;9803,63;13892,70;36113,43;32436,81;35036,33;28445,84;29559,32;35865,38;8615,24;27784,39;13946,51;28227,66;15669,19;20222,35;31017,17;23426,57;31474,04;19629,22;34081,24;27105,00;30684,64;26678,94;29256,19;28766,86;23262,20;29022,76;22740,93;3769,45;1972,93;18686,28;21614,66;23022,51;24426,74;17257,14;27877,73;13430,51;15663,75;52010,75;13955,75;12024,25;12422,27;16674,26;11050,32;4556,00;13496,71;16736,67;20847,19;31908,99;24971,28;21023,96;20880,04;23723,04;31928,98;69429,00;40066,00;34951,62;58558,28;49620,73;45482,74;40126,29;27158,47;36708,89;37660,57;32309,89;31696,04;18469,31;47432,71;28345,95;133020,83;46057,54;51011,77;53566,54;68001,31;42473,11;54038,55;50744,18;38599,67;58533,07;54957,39;50350,63;79780,53;80565,37;39458,21;54839,91;48312,23;51164,46;51284,72;109448,68;44843,58;50724,18;63882,77;88624,41;71680,86;84277,33;106648,85;134434,10;85495,93;42198,95;58789,19;68460,41;59939,97;78682,55;76300,18;96595,46;108607,15;83088,71;91307,30;69525,34;107754,38;155710,25;83223,12;103338,04;107937,15;69539,91;112849,76;116345,56;105350,67;121840,22;125586,75;102865,19;98216,31;81900,33;103546,26;112890,30;86293,50;87005,30;70210,77;82673,80;98502,76;102378,20;90993,09;194772,77;134201,76;126801,76;172247,67;160476,42;126968,61;60763,09;8550867,35
"130360 Santa Isabel do Rio Negro";-;-;-;-;-;-;-;-;1219,87;18225,60;9917,86;9479,15;8439,17;11151,49;16764,91;11401,21;11247,22;13753,52;961,59;7271,21;7938,42;20777,39;9225,90;12573,74;11085,41;13623,35;13645,23;11002,68;10063,46;13773,41;12764,06;14668,20;15817,21;14372,22;10681,39;14821,35;13724,99;2043,75;15156,41;14416,21;13857,01;-;13175,88;10797,78;-;1281,88;14008,65;15111,85;13362,19;14606,45;14827,16;14222,02;22362,74;18216,81;14183,39;-;-;-;18882,08;-;-;1554,73;20290,24;-;-;-;13408,88;9982,20;11602,72;-;68,42;1056,53;4742,94;329,26;755,11;364,13;-;816,07;-;-;1028,58;3414,17;211,62;3872,02;3329,37;-;1383,36;5842,22;677,19;1009,91;6572,13;641,99;4126,01;1435,53;4124,00;2446,27;10518,19;12498,45;23123,06;11893,98;2526,59;3021,45;2074,01;2120,71;2843,49;1674,11;1507,82;5140,50;6147,79;4694,08;7800,76;15812,55;7780,73;4255,22;-;4621,54;739,94;3113,37;4217,33;946,65;17115,72;1486,60;17705,93;3841,50;14749,64;17335,85;19806,72;10190,54;13337,59;44213,60;20231,45;17173,82;17400,80;41422,49;11392,92;30068,20;25980,55;14781,86;22672,11;11528,38;15881,19;26703,67;12188,88;15278,48;13603,93;40685,54;15576,22;17389,70;19793,02;18171,14;26959,26;25615,77;26865,55;29988,69;19228,84;15618,67;15450,62;1173,62;39887,08;119487,40;25399,97;12311,94;10073,77;68552,45;24618,83;-;-;1844001,89
"130370 Santo Antônio do Içá";-;-;-;-;-;-;-;23165,36;35966,66;45661,63;26854,45;23496,88;-;-;39828,93;21216,91;28925,11;-;107040,49;646,75;82857,23;443,40;443,40;36851,14;-;31024,95;28067,32;34769,83;30345,94;55506,43;12608,86;36204,18;32550,12;22926,12;23777,44;23985,64;-;11402,77;9815,94;15831,70;12298,65;15634,91;45875,38;17106,85;39268,04;7788,63;443,40;13376,06;21586,62;13970,15;5053,32;20256,85;10686,73;10118,10;17171,05;14931,72;9506,68;18456,27;16241,30;3837,77;17951,99;44423,77;28963,30;36514,29;25378,15;28118,68;33814,17;31928,11;18327,39;26470,74;15458,04;6026,39;727,37;19314,99;8917,67;22475,88;52598,17;32921,56;31550,44;35555,97;30113,55;22623,73;1498,56;1359,85;518,34;1195,34;3851,11;937,91;774,40;2676,22;17220,30;1596,23;40305,89;1984,37;3467,64;5355,73;16733,73;26120,21;23417,78;19963,89;14877,34;18102,97;43686,78;54511,40;36091,80;62076,44;39879,70;30417,46;17932,77;14765,52;28852,11;42491,30;45400,73;47953,95;58321,83;38461,99;36241,63;47520,83;32672,89;41308,88;48759,85;45896,55;47687,18;53952,99;43230,75;41552,41;56486,73;40559,85;64452,17;38364,26;29532,74;51227,52;56003,78;69520,32;53837,37;49157,95;56176,21;10149,61;35164,00;61684,03;43161,76;41211,94;54000,19;53112,19;49210,29;58131,00;47060,79;44470,33;56960,83;46832,38;51783,71;51510,42;51851,86;54923,75;54600,66;42621,31;39043,71;174294,74;60826,22;48091,14;51669,36;56132,37;57190,70;66512,73;60216,21;3451,33;554,68;5019367,10
"130380 São Gabriel da Cachoeira";-;-;-;-;-;-;2838,46;38653,65;32381,43;53720,65;46773,07;66074,70;77903,15;62048,87;88995,53;53554,78;37585,73;25944,27;7218,41;48414,43;45923,49;48761,83;43847,46;46058,80;50073,74;36370,02;24124,68;50627,94;52150,30;32755,10;32938,60;31114,16;30525,69;44366,97;12448,00;34815,42;45790,40;64739,18;42925,24;55294,70;48846,95;54141,92;50393,79;47052,62;42970,42;53940,07;41960,56;41931,72;51403,46;64055,00;75249,76;13914,67;40556,66;42537,17;69516,63;37242,33;34544,58;33268,35;55344,67;72029,16;30639,00;35788,36;31385,26;4934,15;21561,47;8274,72;11646,92;7921,43;1491,75;6685,05;18346,40;33533,49;33697,60;19807,41;23902,97;28259,76;27207,20;27685,63;38824,56;21702,05;28164,41;32904,99;37564,30;1977,50;46873,22;37066,07;7788,64;24119,73;14252,17;22822,87;12638,70;23791,21;2252,03;10591,44;24657,41;19049,16;3678,80;39347,15;42801,60;19906,04;14384,50;19153,07;42102,77;25213,44;15501,75;8824,00;15291,18;20051,19;14595,68;62491,64;61300,59;57164,69;87258,62;58430,06;22218,54;30976,75;60837,00;74140,22;87078,66;86723,89;94406,30;56859,39;98096,98;55409,36;68442,76;91615,68;63523,27;56602,16;63240,25;52355,68;73779,18;42051,53;39675,00;75358,08;25796,22;61783,86;43645,03;34932,94;36356,62;39699,71;81506,99;50630,48;39749,21;44286,24;46030,34;103268,21;85913,97;57690,03;54808,09;68655,05;80193,48;68174,56;62574,46;31103,00;76886,41;68591,05;42677,10;119866,64;131132,31;128452,32;112455,65;102257,72;95873,39;103228,47;54799,62;76312,45;2937,30;7351624,74
"130390 São Paulo de Olivença";-;-;-;-;-;-;-;44,22;28782,00;25495,24;38856,76;45838,99;22844,41;43300,18;39434,32;32367,32;36031,24;44404,11;34605,51;34463,56;42203,21;32073,10;14838,21;23431,56;30198,17;27138,68;57458,31;39746,15;24645,93;19364,90;1439,44;23600,21;25664,64;52668,99;30367,29;39771,33;64870,00;35753,06;35780,73;38965,94;75286,33;41391,91;44557,03;39109,02;64081,36;34030,78;25753,56;34745,84;42247,22;39077,59;51387,70;26137,90;39252,51;32550,01;24566,24;20661,93;7737,16;28455,33;36082,64;41195,14;-;46492,87;22519,24;40875,27;30142,25;258,68;26140,74;41516,73;23414,69;42111,68;-;-;-;-;-;1248,49;46806,45;36675,22;25346,71;58000,00;3638,89;485,56;1334,34;2683,32;37978,23;40158,43;16559,19;77080,28;16089,13;1271,15;8407,10;17823,10;6023,60;31940,81;43594,89;30651,79;23890,73;28377,71;29733,20;35642,80;16752,02;71446,41;18732,39;55803,86;30606,99;28859,77;30727,41;38944,77;28343,06;40251,62;34610,32;17392,11;28585,51;30818,76;34160,72;26434,82;13130,90;12535,25;27262,08;20909,30;25596,96;42670,71;45339,94;10938,47;52397,51;23849,71;30663,71;25634,04;36322,31;22353,43;36234,86;34788,99;36399,43;40077,87;40815,67;22431,15;57924,58;49022,33;39039,47;50661,66;40456,34;48780,62;60134,22;53900,14;56632,50;59185,45;61343,91;57648,75;61119,42;63444,25;64295,73;61639,49;43903,26;24780,03;39934,09;18298,82;27753,01;59058,58;58033,91;84619,43;69099,15;68235,29;78210,40;72028,92;110179,31;66028,94;70524,06;5638407,07
"130395 São Sebastião do Uatumã";-;-;-;-;-;-;-;1398,89;11723,29;10718,52;8764,90;12067,30;11442,13;6813,39;10277,50;11281,00;12510,55;18369,48;15256,49;13626,29;14987,82;17566,88;15125,91;20681,51;13932,95;18314,58;14108,65;11795,33;9964,02;13882,25;13519,33;12486,63;10823,25;14213,62;11782,42;6491,11;8602,75;1172,38;33007,46;1938,64;9835,04;14882,24;17221,10;17227,04;13336,83;7186,79;14380,17;6983,59;14633,82;14693,96;5936,48;14128,20;5580,74;8451,26;10733,60;11197,22;8179,29;13667,02;3730,33;10905,31;6161,48;8069,00;12709,70;687,42;10099,96;7916,48;35110,67;22447,64;10282,48;2332,40;17021,57;-;5489,44;8474,76;7422,52;459,40;3212,21;4122,73;4448,17;1738,21;16268,29;11430,93;2145,90;1218,30;2078,46;2657,18;11375,68;132751,83;19190,13;10761,50;7790,18;16251,75;11336,15;-;1426,75;718,28;15956,42;21273,87;22640,13;8764,39;11150,88;13449,55;4586,93;3581,01;909,77;-;4031,69;1779,13;3100,12;3078,18;13470,33;1252,11;868,64;3501,90;4820,98;2176,01;4777,57;14308,94;7395,14;9328,29;6132,05;12067,96;4198,34;29447,98;25363,14;14479,18;18012,00;14071,16;15609,87;16060,39;18373,14;16200,88;15015,08;22592,98;11374,72;12800,63;16128,77;27693,12;19935,26;17462,12;22263,50;30410,03;19646,44;11472,71;14465,16;10979,34;25813,15;16675,60;18973,88;15178,07;15160,25;15335,48;15991,94;18228,51;19193,40;28984,33;11938,18;26163,57;19706,24;63880,49;36480,51;27641,91;12141,89;18098,96;44254,46;21041,06;44233,88;2180718,49
"130400 Silves";-;-;-;-;-;-;-;-;1140,66;1260,40;13265,69;13155,87;13016,64;15992,48;12032,80;20035,20;3774,99;13115,78;10272,42;10126,73;6401,19;2206,92;13122,92;8972,17;10336,26;12402,60;9011,13;8686,22;4285,09;9840,55;7992,69;3628,47;7260,75;8771,52;10847,90;10272,03;11866,15;14064,38;13071,60;9994,30;6055,97;3777,65;11761,39;9800,94;17412,30;8412,72;6115,37;10400,39;4863,03;11201,52;11770,23;10148,89;10595,18;4580,72;2795,63;9258,15;5086,16;-;7293,08;10003,11;2978,89;1441,44;9455,72;6160,70;8924,27;33714,61;6626,46;6205,83;6059,16;5782,87;6699,53;-;109,24;-;219,12;-;-;6206,25;6162,35;12306,51;7710,36;15721,63;15375,96;14139,76;13142,18;14813,93;12681,45;6037,72;4589,17;13916,56;26617,20;13417,18;15402,47;12785,28;18699,22;20935,59;12135,32;22499,22;28963,01;18821,49;16963,76;38395,82;20728,67;19683,26;23826,90;13660,27;17398,41;16728,65;14644,18;19579,86;15434,55;18780,05;15866,44;25051,26;15218,61;10586,97;18069,64;17772,18;14574,31;15909,47;9009,25;12820,02;19191,52;20861,48;14197,39;13226,78;10719,96;21700,55;54078,01;1410,85;1067,07;1055,40;3929,42;9713,68;5044,77;13332,43;7566,17;17346,32;12394,36;16700,65;36486,88;22292,07;23719,44;13888,91;9015,61;28380,25;14899,98;15063,74;25411,00;43900,86;16763,34;18710,74;22995,19;26485,55;11400,07;7284,53;3353,82;6943,83;13213,57;20390,92;14439,69;39895,96;29718,87;52191,31;59255,23;13790,31;-;2123145,59
