 Morbidade Hospitalar do SUS - por local de residência - Maranhão
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2000/Mai";"2000/Set";"2000/Out";"2005/Fev";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Mai";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"210405 Estreito";-;-;-;-;-;-;-;-;-;-;1887,90;3743,38;14806,00;28993,34;41040,17;49837,82;59707,12;126088,69;82910,08;89195,95;79401,29;112175,34;86860,65;102949,65;81623,47;59373,76;108237,20;100456,61;90937,99;114792,76;147502,30;148734,78;107179,61;107031,53;121861,93;153044,20;162918,11;191612,78;117185,95;92399,13;121783,21;144320,67;105028,50;127687,38;138625,13;149350,40;113810,63;94431,34;93411,54;38457,77;130480,93;120352,12;138593,76;214234,85;77813,09;135854,23;162479,18;128866,69;120006,49;143925,30;77257,75;142804,23;112177,72;155865,39;115891,12;141320,31;107029,78;129288,27;125530,88;117761,17;105672,99;118264,60;127778,05;108108,71;175225,65;123844,56;177849,67;185659,63;168809,41;120345,88;155550,25;192817,09;178995,88;142446,51;162176,34;202373,95;166636,85;159871,64;195575,48;150825,24;171004,42;222497,42;177073,79;131551,55;181699,90;115838,68;199329,27;177188,09;121871,94;187759,58;214897,49;218568,00;170727,87;193249,73;103758,10;162842,71;109601,66;115743,83;152256,95;124519,02;108815,78;95941,59;84072,07;151869,29;139865,84;132664,54;84087,34;156587,14;143902,37;145769,71;112688,30;93269,88;174128,21;130020,26;191412,95;154125,18;143154,59;137525,21;178922,04;170323,19;176923,36;165146,24;132340,91;179280,00;188064,32;147654,89;188522,14;175845,65;99144,74;126838,63;142261,64;186543,54;153230,06;151607,32;157959,18;142364,63;132309,07;115936,48;181652,22;156833,49;137014,87;136719,14;158870,32;143217,00;150260,59;143119,49;145372,81;138969,94;109198,45;145872,31;118430,00;140540,86;116008,63;108895,55;165326,66;197490,88;213005,15;185393,09;193981,38;141444,60;81735,21;18657,93;21798866,55
"210407 Feira Nova do Maranhão";-;-;-;-;-;-;-;-;-;961,85;3189,95;1963,23;3578,11;19189,49;13760,38;5676,99;9739,10;9148,49;7817,93;9820,49;22408,81;5780,68;6276,02;10124,03;5704,22;18579,66;15558,87;10804,86;14414,47;17134,73;21144,72;10740,94;13359,86;11628,46;22835,85;20582,15;11535,63;22484,05;16318,52;14418,35;28328,69;25480,18;14958,56;14365,97;2374,33;8010,94;8223,24;12627,38;14040,87;22508,23;24111,66;23272,81;21329,69;27166,01;20049,31;15591,99;6037,24;2958,11;2295,08;22872,62;17688,20;21383,76;12778,20;22305,55;12930,78;22950,46;14980,17;23221,67;21726,67;25625,32;23574,00;25305,79;9918,14;20786,68;38702,39;22851,40;28817,12;25790,40;23714,28;25699,16;23777,34;37065,54;36333,93;27357,02;28708,28;26385,13;28128,46;26029,92;23594,42;48444,77;23120,51;26963,84;27982,34;45047,63;42143,08;22001,53;47972,89;38492,53;28109,66;21092,65;38821,81;38396,15;26516,72;20823,70;19903,45;28890,53;16414,02;24874,30;9214,98;22124,53;12515,12;30438,42;51918,43;30321,68;37493,71;29881,25;19806,98;17347,18;26269,24;16287,68;25491,61;8398,67;23284,06;13888,91;21742,63;25322,72;15853,27;22539,75;13936,93;14660,44;21780,82;36446,50;20402,65;47671,44;23425,50;36846,35;53821,40;55041,67;35627,81;30285,03;33550,92;36523,04;31107,07;33566,16;32833,46;23133,64;30787,91;26304,05;35807,41;33563,13;27318,36;16302,05;46124,76;34952,88;37251,23;24588,39;31371,80;33813,99;25578,94;38299,39;32374,33;23973,78;27195,21;23421,00;70033,80;46741,46;47966,70;35224,67;37239,59;35568,74;35362,32;27424,71;3902818,34
"210408 Fernando Falcão";-;-;-;-;-;-;-;-;-;204,51;690,89;-;-;2032,43;3969,47;7020,16;4028,67;14392,83;7845,47;5377,46;5630,05;5742,67;6690,66;6324,56;22501,75;5571,05;6539,00;3795,05;4101,19;9102,52;5652,30;3548,98;3654,22;9749,82;3420,21;7145,82;5615,09;3017,74;6014,94;5577,10;10062,55;5373,09;5265,95;11821,58;9942,34;10398,20;3886,91;7978,73;8996,70;12507,94;10080,96;5496,36;8537,06;10909,08;14527,37;7072,36;12158,25;13313,42;9232,14;14884,59;6176,54;8091,22;8764,14;9203,13;12289,96;6213,99;11041,64;7832,71;8533,94;11141,62;6051,51;9821,31;11562,99;7233,38;9889,62;16942,82;12482,20;16451,78;9969,79;15604,63;7652,43;9951,54;11128,42;15871,98;9702,23;11291,43;13294,60;14409,66;12827,08;30646,76;12694,07;9973,56;7839,19;17777,07;17554,62;15522,14;23117,43;11171,83;16537,23;12544,27;22686,28;27287,09;19037,26;23627,27;39975,96;35459,25;24598,34;24457,31;24060,68;15884,87;37083,01;27090,01;48521,09;31580,13;32285,82;34902,69;32228,40;21408,98;23582,81;14662,06;15176,64;12174,14;20400,71;29251,52;56603,47;36217,87;16237,49;26509,15;15903,96;45709,55;31612,61;28830,41;19873,95;30221,46;25673,71;26804,32;21942,91;27927,48;35429,19;24417,54;30431,40;29013,65;45997,40;43922,41;31868,42;24636,55;37778,67;20849,48;18477,37;32732,63;16544,76;16937,06;24496,30;23914,83;41615,05;23899,72;25743,33;20441,35;63457,40;20334,64;26991,45;20267,08;41121,07;31333,37;14169,68;44035,13;16823,03;14658,47;14037,07;10988,46;8050,06;5876,10;2802989,43
"210409 Formosa da Serra Negra";-;-;-;-;-;-;-;-;-;-;8427,91;787,19;1883,87;547,30;98067,04;10361,83;9823,98;4153,76;4816,38;9519,50;22923,80;22107,42;14870,19;1371,38;5749,33;9089,31;24166,02;28126,12;20926,69;28594,91;28368,08;37116,54;28184,00;36880,80;35816,80;34362,84;44281,73;34176,06;36660,76;36526,75;54053,62;50235,91;37929,52;40292,94;31079,24;48669,56;38108,32;46168,19;45851,12;37626,02;48073,27;37084,74;27438,19;37124,80;48307,41;47162,01;27856,59;41954,94;39424,45;44097,56;36922,88;23756,51;42020,71;27602,62;35842,89;114076,28;63911,06;60531,78;35397,33;44262,38;50204,11;40516,79;64402,72;51602,60;46251,85;46048,88;59112,74;58505,76;61417,44;49310,48;73764,82;76932,10;40927,57;38344,28;53272,05;27656,42;64722,35;22434,91;62737,73;65963,10;22222,21;67284,98;44845,63;54406,03;41225,54;36594,80;36448,46;62205,43;37463,09;35276,52;29588,16;60665,27;43931,95;41844,18;44171,43;51942,09;57935,51;53027,75;58905,28;43304,93;32306,11;34693,53;36054,55;10230,47;56405,02;36878,52;32207,95;19995,58;53707,68;21754,05;24633,41;50223,55;43747,59;36116,04;56898,78;53582,38;54432,46;38824,81;13736,08;21990,08;16731,35;44632,62;57112,67;67708,14;67201,67;49020,01;40603,70;40790,24;53650,52;65652,17;73934,92;70499,57;56173,95;49714,87;55096,28;50061,53;61004,69;70858,66;62527,90;55179,36;60632,10;63002,74;56034,79;53062,91;41272,62;56297,55;62081,60;70511,81;47389,61;49212,58;39478,29;60008,23;41671,63;96134,60;130339,12;73547,61;96438,80;75210,22;85174,89;98019,98;48054,29;16075,84;7225194,34
"210410 Fortaleza dos Nogueiras";-;-;-;-;-;-;-;-;-;-;-;171,07;1568,26;4401,32;6484,00;22076,39;24608,27;25414,85;15612,94;8967,68;12793,38;8932,62;12616,33;16467,71;9958,52;9421,89;45915,17;29904,81;7495,01;30657,43;41919,65;41476,13;34158,08;33579,09;31891,35;28327,60;28860,42;30351,44;26216,49;30778,37;29932,84;33380,98;29607,25;41008,44;32722,17;29877,57;30798,25;38924,77;27250,44;30958,18;29347,49;31089,20;48110,70;25142,72;48265,37;28729,32;39676,00;36041,63;22548,90;63699,59;29145,69;28942,20;53873,92;31236,74;3662,06;16661,02;8579,49;36750,99;21123,33;19022,65;136667,07;68203,25;40823,03;34321,75;38425,29;31723,15;31996,86;46066,10;32551,80;55565,72;31040,92;33806,74;26603,39;33415,10;34332,33;27090,19;49878,12;78426,70;70934,36;74359,76;48138,02;44173,44;42623,83;28975,51;42589,17;39835,99;53755,13;39655,19;40386,47;25753,43;54423,98;37056,00;33872,42;33159,95;49892,99;29702,30;37941,77;59806,72;53406,11;33397,30;32321,39;58947,34;52382,37;34087,03;42688,44;27940,56;46894,93;52282,47;57284,21;60495,47;47923,58;34357,36;36048,22;38549,64;41773,34;44459,74;46543,54;43353,91;56646,00;73033,48;17812,71;35388,73;33181,78;34786,19;57940,41;65620,93;86466,94;63781,16;68012,19;34392,54;62784,93;35650,88;98852,57;50613,36;57771,54;36198,84;47762,80;60058,69;75685,62;60297,16;66164,88;86940,70;58927,02;41272,14;33120,61;83736,96;58551,89;39119,34;43841,54;45959,68;65496,44;47442,43;39988,93;35865,44;37107,28;30227,68;42738,41;65685,20;38544,34;52352,84;54163,65;28997,26;6479231,17
"210420 Fortuna";-;-;-;-;-;403,09;-;-;-;-;811,86;-;5965,03;11050,44;39900,04;46987,45;36352,26;29562,76;31732,15;55670,17;34417,18;19965,28;26936,69;33001,22;31981,16;19458,17;33861,82;31651,84;52920,27;24247,16;36864,33;29470,74;51463,28;26623,62;24142,10;56759,20;49345,19;38406,79;29119,61;32083,29;67599,32;28679,30;33263,17;36247,38;31089,39;39660,24;33773,20;33440,15;32785,79;39922,54;42354,39;60545,07;40811,44;48318,54;48218,17;31623,99;52363,43;32518,17;33984,37;39453,25;37575,55;60576,45;60943,14;47281,84;48312,43;39125,79;55627,84;46836,72;38356,38;30390,20;32648,86;36277,54;35541,50;27126,63;44647,69;28719,38;42630,10;34521,49;76491,33;130706,13;72579,67;43722,03;30801,14;90249,10;37501,83;53850,44;53393,67;49852,19;46887,04;38196,17;54711,28;57794,58;42747,26;47708,68;41359,57;55241,38;51909,47;39385,44;42799,11;53342,41;61986,55;35596,98;55601,23;46960,17;59958,11;51341,98;70674,99;42326,65;34901,37;71934,30;60198,99;59028,74;40610,73;56618,04;47896,60;47443,20;16958,95;26040,42;25723,75;28103,91;27567,66;28823,98;51675,70;57994,12;77637,17;51884,34;55138,57;66198,03;76686,55;49839,88;52293,64;59813,08;49420,53;106544,38;45418,70;48037,90;94612,82;59569,46;72227,95;67442,79;60526,37;79407,80;45408,21;69878,04;51305,31;70575,90;50674,30;55050,00;55787,99;71676,89;75252,74;60932,54;59219,01;67609,93;75612,24;76167,88;71845,00;71565,20;89359,00;66664,62;65180,06;62246,82;72137,05;65525,58;90961,66;98595,09;102146,41;98751,47;133443,16;130959,55;30261,71;23713,81;8143349,19
"210430 Godofredo Viana";-;-;-;-;-;-;-;-;-;-;-;-;1009,13;5279,84;2841,78;2288,11;524,28;8602,41;-;2866,66;5337,38;1999,07;7349,51;-;-;-;971,56;2270,11;1075,23;1083,34;17421,78;4660,59;115,49;1297,55;1504,68;1171,57;9138,86;6355,55;7637,91;-;21265,77;2306,00;2793,46;4482,53;7177,37;4704,25;2040,05;8443,43;306,80;6041,57;2839,83;2322,51;1860,78;11610,72;3675,11;4795,82;9056,77;16817,66;3672,71;16095,47;9482,53;11807,78;7286,39;5709,80;15444,72;39134,53;23881,18;17874,37;3537,55;9457,80;17834,46;52393,59;10348,78;7530,08;5599,36;6361,99;21076,49;23342,18;17616,24;13651,66;4226,08;27812,14;12186,55;10891,25;5619,50;22575,88;11110,98;24654,38;5693,66;13787,49;10126,90;15344,23;11662,53;30082,59;14584,98;12651,38;7712,12;5880,29;5101,58;13848,01;13488,52;19225,19;12383,16;9870,44;13362,34;15955,99;12500,40;22828,84;33504,22;21662,22;29684,25;23318,24;32170,29;42970,50;34445,69;17142,62;16248,25;19641,71;14103,01;20715,64;21319,49;14212,71;25651,46;18515,08;10187,50;15258,16;82491,62;20354,49;19638,14;33177,91;53698,42;29335,49;18247,99;15348,12;21096,98;15894,11;24236,33;53268,30;20251,12;31455,33;41730,58;24445,87;58397,92;50829,90;29396,10;39118,70;54745,95;27737,49;36139,82;15742,91;12654,08;18022,43;14457,84;21020,68;7114,50;23521,88;11137,41;18171,48;9350,48;9095,64;15055,48;11688,02;18845,99;13011,64;33723,15;26028,93;29295,27;30319,73;15345,58;9792,76;8614,77;19845,95;2533294,20
"210440 Gonçalves Dias";-;-;-;-;-;-;-;-;-;-;-;963,40;1752,53;13141,13;53232,51;44599,77;50197,96;33884,12;39729,03;25287,54;24945,07;25009,19;27056,84;31145,64;31375,65;39492,02;57201,54;45656,65;56358,87;42791,43;43956,60;42671,40;39005,24;43606,43;44751,77;43633,64;55703,70;48768,58;62971,08;45015,20;50756,95;54735,27;46217,29;44257,83;62101,67;55881,53;69917,12;60493,04;64722,34;60054,99;63346,37;60625,59;71733,38;63974,62;86447,66;45228,94;42881,09;63985,73;72471,61;50153,36;74733,49;80081,41;34939,77;73921,24;66210,86;65136,08;73683,18;87770,99;74253,51;102028,54;52464,29;60941,25;91605,12;29229,91;98715,26;67949,10;111207,62;137930,06;57877,67;71457,01;116360,72;59039,79;93082,61;70620,44;70521,31;73322,49;74992,38;71241,17;89388,59;68180,81;58594,38;77496,97;75086,16;57779,66;75890,35;69287,14;83255,53;82101,70;71782,63;82727,44;63276,73;104550,38;76150,35;88307,04;75009,70;89262,13;74784,52;54494,51;80197,55;67572,91;70900,31;81148,92;81284,23;79308,53;90530,50;75922,43;58255,06;81181,76;80303,07;82564,14;60619,73;46015,84;57990,28;80565,19;46794,15;22645,73;86482,84;78258,09;52335,39;62716,05;58772,00;72815,48;94327,54;126162,72;45907,11;26866,82;47350,09;64979,81;47906,25;45778,42;77938,23;58081,81;72117,49;69925,99;108061,72;82425,43;76568,99;70077,96;91416,14;101643,11;101389,85;101040,93;60848,35;111309,13;94687,00;66004,05;53212,79;112267,67;104042,93;67060,38;62904,00;55459,34;66004,35;66196,27;56202,98;60629,36;68236,95;90801,00;80739,56;70973,54;23678,36;13014,67;10512034,17
"210450 Governador Archer";-;-;-;-;-;-;-;-;-;-;-;295,36;-;22515,91;26446,70;22133,71;15137,38;15257,74;36952,93;17658,69;17923,77;55278,11;24388,27;29385,86;29916,02;36587,47;26393,16;22881,01;27355,39;26734,47;32112,09;37903,79;26988,56;23007,96;38856,96;35616,77;26721,54;27357,60;28350,24;18915,84;30322,12;31845,46;49640,31;28347,95;35112,85;26558,35;33170,63;30393,55;25574,84;37518,63;39375,19;38447,08;27628,21;54390,63;10917,56;6446,53;10662,58;96119,29;20260,10;20985,29;30493,29;29827,25;36094,91;33369,98;23338,41;64557,84;32801,66;18350,17;42983,07;20749,65;11512,48;65428,99;29739,94;20464,37;51507,03;26646,23;91739,59;31703,01;40739,89;24605,09;40066,16;42398,52;41503,03;57464,52;46705,16;28474,21;39107,81;26254,36;46884,70;43399,47;46953,65;24950,37;60059,52;36517,70;52386,83;47346,87;34117,65;39178,68;34370,14;36700,07;46214,65;45280,34;49128,86;31178,45;37831,79;86408,06;38919,43;32930,00;64560,86;45867,18;26950,71;27009,40;45768,69;37926,70;61784,67;48422,40;45299,03;71119,28;35032,33;38113,51;43221,39;16184,46;56774,90;29829,88;49829,18;37981,96;32383,08;47322,86;33872,46;24948,91;68274,47;33517,82;43423,25;43828,18;51573,38;20739,70;38369,69;45316,66;50076,52;40308,38;48484,82;60773,82;29307,85;36036,81;31925,58;32271,06;47674,49;59516,17;26397,54;59387,20;54874,85;43475,90;27299,59;26760,32;49973,45;48501,02;49083,72;41190,51;40209,92;30035,59;42091,36;27680,43;53068,39;41635,26;40793,79;36413,82;61327,94;37369,71;40171,72;21458,09;15216,20;10016,36;5948229,47
"210455 Governador Edison Lobão";-;-;-;-;-;-;-;-;-;2898,35;2243,02;5097,41;8285,04;9921,57;32332,15;41917,77;33891,62;38983,34;21551,36;23169,23;16628,05;35266,32;34304,59;24470,25;28104,46;8639,23;23444,90;44670,04;54039,20;30993,72;28829,29;39427,30;43403,33;39523,05;32975,45;41229,33;60587,19;42837,81;42478,78;40474,04;62080,54;47657,19;52593,91;47259,25;57065,41;51658,73;59348,56;51581,63;46345,88;36235,29;44879,32;40206,98;32160,13;58558,86;25250,25;26370,61;46032,38;59452,56;39945,40;59509,67;48393,45;83790,37;60678,82;42464,73;41166,11;28656,63;63190,96;29397,16;45059,98;95714,56;46498,74;49875,24;55584,62;33093,92;76259,83;81463,24;132858,30;78532,62;74451,34;37736,69;51441,48;78119,83;44415,39;54960,45;63652,76;52016,62;64660,64;39244,11;67208,69;45584,77;44453,06;64252,84;73314,78;71801,10;51304,88;106482,41;68686,67;73696,37;64133,21;34829,38;75256,65;51055,95;67254,71;82906,81;44401,42;46996,40;71338,54;76900,62;54285,98;59230,76;77108,94;68680,90;88059,43;117661,47;51862,58;81168,28;68412,29;90587,90;52625,40;82971,30;60252,67;53974,28;79683,99;31969,94;57216,09;81090,89;143935,18;78307,72;64454,88;112124,28;81454,16;76400,75;63267,22;61378,11;85728,70;97329,82;82339,77;74061,64;70936,71;89770,16;87510,66;117602,88;74151,80;79877,44;92251,34;123475,83;78108,34;86541,86;100205,52;104519,02;105794,32;156770,85;77128,10;119407,89;55786,90;84000,72;44466,07;84501,63;98978,08;78682,91;115032,51;80294,53;64312,06;85610,02;72435,20;75629,95;98468,89;90305,70;58975,95;51840,42;51516,86;20367,14;9964931,17
"210460 Governador Eugênio Barros";-;-;-;-;-;-;-;-;-;2736,70;3920,78;8634,35;12159,11;23978,48;40285,53;25261,66;32951,68;21141,41;31012,82;31482,44;23949,89;26726,86;32194,61;63154,69;41666,28;26894,70;42219,81;36055,81;42868,09;36912,08;41529,66;38955,23;41119,39;24931,87;37748,61;43500,37;31106,91;33465,72;30661,77;30363,03;38164,07;43224,86;58655,88;54821,90;39754,56;39243,87;34872,65;42358,60;49864,36;38836,25;47664,79;46377,84;45237,00;88681,31;33271,05;30965,16;38292,46;47679,61;46458,01;39720,59;59303,50;46600,53;40719,24;60321,22;48645,74;49821,68;61265,96;59695,39;51496,39;43288,41;35327,92;41774,74;63427,68;34208,98;26738,28;74138,73;90013,44;38141,57;52280,64;60504,37;42094,00;48221,27;48959,41;41191,13;51606,34;53654,51;45449,72;84731,05;41403,60;38646,95;37591,77;24978,17;40850,83;43943,92;56912,82;41867,80;54460,39;37730,77;29870,93;31354,58;44732,73;61558,60;42050,84;49626,83;65789,62;49146,90;55565,64;46386,66;45484,40;53406,49;128905,92;56604,50;86054,80;92310,16;73385,89;45956,92;26115,83;15509,65;105022,73;47924,92;38715,37;84055,69;82602,15;80973,02;94028,63;83938,07;73494,91;81833,85;90587,41;91212,25;33752,90;116603,51;61863,86;62177,99;62677,89;91539,73;62335,40;64116,99;95509,77;67127,80;112957,65;63836,21;54772,01;65782,84;49546,31;87710,33;88133,91;62670,76;63051,55;59967,73;63341,50;71431,31;54381,79;60296,15;75252,05;66439,50;55588,36;74337,58;72366,81;72895,98;41485,61;41660,09;35897,14;35923,78;40988,98;40899,43;37996,19;51334,37;149926,14;87650,54;37119,89;22618,39;8505917,63
"210462 Governador Luiz Rocha";-;-;-;-;-;-;-;-;-;-;-;4717,34;3041,48;11479,25;26178,71;15423,10;20832,73;21498,17;14925,43;23593,28;13787,32;16672,70;18748,53;16179,99;14994,91;13853,40;22015,46;20906,67;29572,14;13159,41;22502,50;24197,51;25718,05;19109,12;29816,81;19281,10;45646,63;15393,18;22731,43;29082,08;52599,06;32080,84;27234,25;20478,84;34712,83;36058,20;30077,93;22556,69;14784,80;18258,69;22516,75;20733,47;30908,37;7756,23;27489,03;35331,41;20444,90;45579,21;19451,32;31010,70;17792,05;29474,87;23158,74;10378,94;25357,53;26979,84;34219,50;53075,45;24343,37;32609,19;22416,94;15743,12;8554,33;25950,82;42224,91;16364,21;52194,19;21940,27;41585,64;13557,91;27164,06;23394,18;25107,72;25960,70;23309,58;25146,77;29825,40;26156,23;26970,62;32540,63;13778,54;22449,98;20704,20;25744,66;19918,12;26441,62;42107,61;35958,43;24590,80;25456,45;32612,42;29102,91;20188,83;36632,32;27252,06;27990,04;33893,73;28332,70;33663,54;34294,85;29851,72;29762,21;7641,16;25573,31;41662,13;41454,95;37067,15;35813,51;14935,33;18419,79;18920,84;2903,94;4545,92;11583,94;58852,72;31247,37;45641,11;22799,71;22971,17;16504,40;25258,27;39855,11;39682,16;27764,04;43139,12;30578,92;34244,62;23792,94;28264,90;33501,77;37262,29;26295,18;36339,43;28391,86;26992,38;23042,04;23146,79;27387,65;42686,95;28921,56;36582,65;23240,91;41771,15;31978,89;29229,51;37970,26;29084,40;21334,65;35875,15;29519,41;35094,07;35510,43;26254,78;40599,27;40510,43;22534,21;47845,87;30168,80;30058,61;62390,83;15339,90;17474,25;4354802,26
"210465 Governador Newton Bello";-;-;-;-;-;-;-;-;-;-;-;2705,89;1460,25;829,69;750,04;3018,07;2402,34;1642,27;2228,35;3034,38;3914,73;2437,38;3771,33;4453,52;5648,59;7970,43;2999,36;3104,93;7943,31;10037,54;17179,67;11700,25;7457,71;13277,73;15056,94;15207,06;42909,79;19551,37;13757,48;11930,65;13000,51;12209,42;12775,72;12756,63;10218,45;11714,60;13126,90;32510,86;8969,89;23233,94;9096,61;6942,23;10979,26;16849,97;12831,63;8701,40;10480,47;11355,94;8351,70;11055,46;17061,40;11991,00;11680,38;15614,59;9187,47;9773,53;12888,61;13386,19;22760,79;9086,72;12547,49;13543,73;7964,75;9750,10;25100,69;8216,55;9326,76;9872,03;29879,74;10513,97;16437,44;9116,74;9468,46;10145,96;32998,26;12499,91;10878,22;8590,58;18589,39;18760,80;15961,36;26444,08;34000,84;23829,91;91280,03;46156,71;26254,31;14303,46;124966,32;16288,08;8783,17;16314,53;14764,20;16197,38;11397,85;12399,48;40780,91;27273,56;31365,73;45421,32;12251,40;11414,72;21453,33;26290,39;17231,45;14336,62;20434,81;15931,90;10430,44;15533,62;15941,03;55228,00;32888,86;26141,87;14139,62;16928,63;29596,40;16571,54;15961,86;26704,57;13686,31;18974,79;15568,28;29840,75;48768,18;48529,61;28772,65;66558,72;50225,55;51036,24;41737,25;45916,92;42524,62;61984,78;99501,34;61785,53;103555,15;52368,04;38232,51;41018,20;55433,04;37676,94;38212,37;48438,12;36563,95;51900,36;64765,47;36066,76;56415,38;49523,08;30505,72;42912,11;53550,62;71498,09;56637,52;39688,21;52491,38;99357,29;44943,31;41346,81;35114,28;17143,77;3993539,18
"210467 Governador Nunes Freire";-;-;-;-;-;-;-;-;-;-;-;6115,91;53458,88;88348,37;135522,95;109968,99;114068,22;140096,58;113915,95;125048,10;114830,15;149274,49;125671,86;113461,93;102576,37;68719,18;95666,17;83753,25;106241,42;104438,05;92717,85;121448,88;113523,82;109901,28;91058,62;104055,92;110262,32;117317,54;92835,27;76168,90;110800,38;175896,91;113606,89;133152,64;131416,84;186067,19;138851,77;144470,22;107885,10;123151,08;107522,09;126444,52;143081,32;111364,78;151510,11;123090,07;117728,79;112119,41;101032,09;109707,72;107672,93;99220,85;100957,08;96638,30;120794,56;89072,88;119965,39;122417,62;140598,99;151987,68;132887,66;118757,60;115038,42;64842,59;96124,90;111817,38;140063,32;171470,91;185587,54;116600,99;103235,32;84208,17;92110,17;117584,12;120019,89;110259,08;120969,65;124875,15;146344,22;130946,73;142684,09;105046,01;141699,83;103028,26;136142,45;142281,81;149354,73;142567,09;108587,86;125912,33;119243,35;109672,71;108372,28;109787,67;98733,09;101870,27;125069,85;95186,36;99800,13;103590,25;65547,01;80796,09;129958,08;106370,14;103876,63;98767,42;100032,60;121161,39;79183,76;70455,82;63274,50;88696,08;88553,42;91186,79;107746,24;74678,96;98742,31;162975,72;89994,46;90796,08;101860,80;114591,37;101874,15;70238,46;212027,63;78875,13;132436,75;117186,53;142473,24;93476,11;87538,32;109761,17;107433,75;115604,29;115365,14;99304,50;97443,80;101794,68;133278,69;108668,22;101320,76;138772,54;82716,26;83975,37;116679,71;103081,98;80636,61;88870,99;125031,27;134841,62;110893,15;60551,67;129254,50;137228,92;169105,51;78460,22;81157,86;112539,72;103908,34;126844,88;100905,40;78908,24;17970779,40
