 Morbidade Hospitalar do SUS - por local de residência - Tocantins
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2006/Dez";"2007/Fev";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"170200 Araguaçu";-;578,69;-;-;-;493,69;626,06;807,52;11981,84;51610,61;48719,16;45978,97;48978,57;37625,49;58381,76;27026,47;37630,49;42850,51;44968,33;22621,37;42090,10;32564,68;40449,53;37220,01;47223,21;58887,06;44010,37;29345,32;61931,56;43230,05;65562,44;53816,93;40986,34;41021,04;38741,86;44912,02;58201,97;60033,33;49573,20;51134,16;52520,48;58513,30;65270,32;71355,25;54970,35;53855,06;60341,84;48584,07;46343,60;60700,51;31639,57;65123,21;56269,62;47780,57;66811,29;54825,53;47945,66;61159,92;54410,00;67419,54;52344,25;71612,87;56774,57;50544,11;56157,08;55567,98;30524,53;44889,93;41724,19;37008,28;54045,22;93951,78;79236,55;54986,99;64473,58;54789,78;39484,33;61641,00;77169,05;66676,43;67495,87;85321,82;45838,50;70647,53;84257,97;64269,63;61138,34;56673,62;39296,91;59283,20;50665,84;58722,19;47798,88;72627,96;60880,16;61834,93;48010,94;42005,91;34251,30;50121,71;47108,07;56803,21;32197,35;41014,41;26113,41;31681,50;52252,33;90467,25;43971,49;37048,01;60245,22;27342,87;47343,53;17896,77;28733,31;32903,60;62555,91;52610,67;31562,38;36313,52;50230,10;47991,07;47560,35;23683,36;57275,61;53383,22;70652,38;28489,32;54307,33;59126,18;21709,73;31572,34;44102,62;45184,18;49416,45;34044,67;38128,43;30003,42;40099,56;39094,84;47084,14;12133,32;25368,19;37969,82;55623,34;47707,66;72308,75;53478,20;45894,38;37897,98;59737,61;37099,68;46816,39;75732,92;33973,16;34540,56;24971,37;20410,63;39225,10;68105,29;38183,53;43685,11;64027,35;1830,16;1503,04;3873,53;-;7603801,29
"170210 Araguaína";1122,46;-;-;-;-;4184,65;17848,25;157114,49;465970,47;961613,34;823658,70;857386,83;896449,00;926763,73;976861,98;857965,00;876894,83;782684,05;983636,03;927977,33;968577,87;1022597,13;938848,21;1202261,53;1209719,60;1208198,98;1072444,96;1219548,38;1306027,45;1103925,86;1310203,29;1158357,01;1017132,65;1058631,42;914701,29;1140810,42;1170523,00;1081774,05;890329,81;1049477,20;987004,94;996213,99;1110037,29;1024904,31;1050593,46;1123123,66;1065517,07;1102829,34;896715,72;1220482,12;1053708,77;989224,16;1185189,82;1060506,22;1003611,69;972091,23;1054730,55;1039553,28;995046,75;1077383,64;1120237,28;1188777,15;1055289,42;1181835,35;1179943,62;1042941,72;1241582,97;1027069,52;1149462,49;1132735,83;1009262,99;1223681,82;1315184,55;1204644,52;1133014,17;977367,39;1010877,93;1292260,25;1138908,02;1084324,73;1001216,78;1064983,55;1022577,39;1144200,80;1169662,22;1254414,38;1185464,93;1311396,45;1123440,89;1254529,97;1237337,73;1058628,35;1163379,61;1143273,77;1113006,56;1277834,39;1328260,99;1125039,20;1209403,70;1152118,91;1170617,02;1088990,61;1076406,05;1185050,53;1094845,97;1206512,58;1216218,04;1023590,41;1185149,06;1162957,48;1240922,79;1100912,03;994261,70;1016629,72;1038900,96;976522,38;1164835,93;1085132,61;1115848,09;1264332,50;1161584,92;985047,92;1127845,94;1042374,37;958764,56;920572,21;954480,05;818189,01;1025145,31;1066192,48;989400,64;1040744,87;1066794,07;1332259,23;964910,42;1092869,75;1119681,36;949534,30;1056528,46;1042240,15;1056012,30;1112802,36;1139402,17;1188405,07;1188038,77;984749,51;1122570,93;1243404,96;1070220,25;1140229,55;1342360,36;1328110,72;1076928,38;1186193,72;1194294,24;1191579,82;839580,19;1550445,67;1476331,49;1562103,40;1785262,53;1155380,10;737042,18;212497,80;334171,53;177268,94;96961,51;171236406,48
"170215 Araguanã";-;-;-;-;-;-;624,91;2309,31;7478,10;39727,48;13503,93;9363,73;9457,92;17376,55;15816,89;7131,98;11848,98;14993,71;10812,69;35963,71;10444,27;19103,08;6418,06;14233,09;10355,98;20552,76;12822,31;13314,14;59028,72;20143,75;19114,45;16048,43;16181,76;13579,93;15325,38;23170,44;8422,57;19708,03;13183,03;10736,31;9090,22;17302,76;11787,28;23210,03;6673,57;28982,30;22167,89;23295,43;6518,09;11120,75;36966,29;13452,31;18814,22;10478,96;4999,35;13936,81;11712,87;13830,07;19441,75;32160,75;22655,36;26958,15;25518,74;19371,31;11313,59;20684,83;39098,88;11292,86;17578,49;16265,61;14104,00;22905,66;34677,60;23882,88;18274,45;18447,22;18747,15;17367,35;40648,56;16568,06;42763,37;15969,52;13990,38;5513,38;13081,14;10658,86;10197,63;13424,63;11638,82;16022,59;14831,66;23803,66;18849,43;19618,96;12388,81;23381,19;31895,26;41543,91;38864,23;13251,16;10310,05;7217,72;15988,68;17121,12;11662,70;15502,40;21372,75;8934,99;27200,10;11423,05;13069,67;25487,84;30519,10;26193,18;11405,05;16553,16;6821,15;19313,78;14671,74;23455,18;24851,88;38056,35;14846,26;42884,51;26396,38;18042,01;33866,55;15261,61;10058,74;63352,71;27036,65;15051,05;19118,43;19375,14;14977,98;31395,58;20477,34;23100,48;51270,17;15633,20;25820,28;34149,41;36890,12;31160,00;29109,11;16818,53;96119,82;26683,71;42945,26;29806,71;41317,96;21838,83;13458,44;25869,50;30310,17;17080,91;6370,91;33860,02;82782,65;15082,18;25069,05;24471,08;16294,04;3744,68;95,21;447,45;722,13;3289882,01
"170220 Araguatins";-;-;-;-;-;-;1835,12;6746,66;75635,97;107321,62;61021,52;116340,24;75173,18;99924,34;92153,24;88347,83;91893,33;93473,82;115501,51;111608,42;87833,83;105134,77;145189,91;97329,13;89932,53;92152,00;90983,37;83404,64;86605,32;91526,61;97057,65;93585,07;106466,01;88771,13;83175,67;103220,19;107953,05;126837,93;113689,34;107980,56;102820,18;82767,76;103733,01;75200,34;78705,09;99282,78;104989,82;109435,03;121969,02;142335,64;82484,91;116467,28;122686,33;106146,78;101328,54;90007,84;93366,24;124039,24;139016,77;102706,81;88282,65;116110,25;62011,68;77656,49;134819,99;81824,60;99138,15;96192,43;78513,70;114273,48;91126,48;124477,18;98526,58;129494,95;163427,26;172506,51;174959,05;254080,25;173573,23;195017,88;152527,46;165890,24;130751,79;147036,34;94038,37;114557,71;107641,01;148868,82;148910,01;135819,72;137426,98;109003,37;132280,25;128960,00;100565,56;78293,81;150917,12;104928,09;86272,71;130888,16;119535,51;112701,47;122973,64;108719,87;76515,97;101209,74;100077,55;79573,56;93107,04;119526,25;122818,07;95898,18;70517,44;92946,57;71237,08;97516,59;104951,93;79855,11;95569,09;115599,18;109421,57;71229,36;67790,90;60953,09;90250,75;72607,08;61669,42;73938,76;90406,66;62903,85;76668,28;119036,25;97964,61;69732,88;107353,49;67843,53;89394,28;186605,78;122211,84;81689,62;111883,92;110378,17;145452,78;77999,00;79674,73;72633,69;76089,48;73790,24;100604,89;89154,79;80151,13;115288,48;83166,21;130647,24;117486,55;87693,92;76699,57;115674,13;107206,28;122832,62;57873,79;23421,59;19824,38;2605,83;1695,18;7539,35;3004,69;16117879,70
"170230 Arapoema";-;-;-;-;-;-;-;6010,95;25852,62;37522,05;38838,70;25400,92;31507,83;40716,28;57279,90;32476,93;35089,26;45011,09;37166,85;31924,24;43768,58;46180,52;49464,56;71739,63;73136,83;145145,52;47032,81;44744,17;40079,82;46281,73;42437,73;45272,89;51525,23;59204,20;45109,65;52027,44;43029,68;33700,72;43161,06;69278,20;59826,06;39691,05;24955,16;33078,68;81446,70;42030,18;40050,93;34417,81;22355,61;35570,81;56033,79;22540,70;28778,55;42591,75;33274,62;50082,94;68524,65;45916,31;56694,28;43081,61;45641,00;43904,82;48352,68;43940,75;50793,08;32545,60;33987,50;33428,30;76559,21;43038,04;23659,96;44595,20;46172,71;48211,15;40720,58;38970,65;44096,39;39039,29;49944,07;48457,67;28808,59;21025,32;30640,01;54703,77;53406,74;41232,23;26100,33;67274,64;31380,46;29067,81;56449,19;50145,60;30022,78;25039,57;21218,96;23179,83;32320,23;23946,33;34689,92;36535,63;24871,03;41641,64;35737,54;50291,98;31030,89;27752,84;28434,12;23560,93;36009,70;22388,88;35804,81;26133,49;57986,42;30909,33;30551,46;18219,39;40267,68;57611,22;18634,73;36328,16;31858,85;66008,42;59948,72;52357,91;33215,36;39452,05;37778,80;30911,45;40873,80;50892,97;85294,73;43528,29;30120,73;54681,27;57399,15;32681,24;35732,80;37891,22;44311,29;49825,50;54493,57;59761,87;42776,92;42148,19;63119,54;54944,93;25547,86;32412,97;23729,99;34878,35;33849,33;51606,93;30497,80;66279,44;57064,22;11878,67;28934,14;28983,41;22538,22;21112,55;40374,78;19086,27;13351,83;-;634,03;921,51;-;6441165,48
"170240 Arraias";-;-;-;-;-;545,73;4688,58;4751,57;27848,38;30254,74;38286,60;29115,90;36913,84;40940,39;41037,17;34972,83;36090,57;50773,91;86300,32;53243,14;46094,36;28403,83;44133,08;43861,50;45421,49;51460,68;46869,74;59217,80;38323,99;31397,76;58730,74;60699,23;86199,90;67243,53;54540,96;68590,84;51087,38;49303,99;53973,77;23843,79;54450,71;44269,53;30098,99;29728,75;27583,30;31177,63;50332,82;41827,30;41528,21;43652,63;56021,82;47331,99;37035,37;40266,80;44934,00;36268,69;36549,64;37082,89;51387,84;84676,19;25827,38;23837,66;23955,64;13314,43;46454,31;35337,42;41843,26;24584,59;32639,36;42002,74;35417,45;28108,04;29220,05;40626,13;43959,80;25646,73;33107,35;25292,28;34310,31;39666,31;41054,71;22408,24;20925,21;38762,74;52714,88;24642,00;16028,32;19103,24;25184,38;22982,55;37927,80;19010,70;8955,97;24910,81;20670,82;42069,31;33508,87;15178,83;26431,74;24203,82;16367,25;16306,10;39295,92;37419,34;33615,55;42318,74;18209,19;43253,65;28795,74;28664,70;20182,82;22598,04;49788,02;27894,70;13393,39;12326,73;10198,02;13689,39;7514,78;42090,64;21705,68;20489,91;10886,25;26191,43;7973,52;13625,15;8802,59;9138,42;33778,72;11973,89;21300,23;12538,78;15035,10;24672,02;10276,41;7026,84;30699,11;31131,21;19148,18;26171,77;34148,90;29387,01;9333,65;18848,01;30326,76;36431,47;57506,08;24798,46;59645,45;31895,81;35962,93;27741,51;37116,66;44129,75;18958,02;38959,58;11228,95;17139,46;19455,12;25557,77;12890,53;24107,26;8727,57;2959,30;13938,19;5066,51;842,33;5136784,27
"170255 Augustinópolis";-;-;-;-;-;-;-;16133,66;52923,94;59246,39;75357,79;55555,91;77251,67;97232,06;80611,50;91515,69;94597,99;92451,83;77472,09;66268,25;96377,77;104101,87;96001,49;143888,07;87996,77;123478,15;78701,80;104370,05;93327,39;91919,36;110929,15;123860,11;102167,69;92043,86;99196,18;120106,48;104687,14;110982,76;102753,73;105609,17;97639,45;99535,76;76256,78;87273,55;110768,89;138241,62;115553,67;152173,34;107346,59;98436,58;109463,67;114792,52;127617,70;125982,51;99711,78;120692,75;87064,82;117906,62;112833,53;146787,56;104491,37;109422,63;89189,25;112861,95;129963,02;130577,66;92077,72;98179,67;99905,49;164800,83;122580,05;167410,13;143271,88;135781,60;136658,83;138783,32;128784,87;103385,79;90102,01;100832,24;71165,87;96092,54;77266,16;72130,70;62066,46;90900,16;90166,96;102308,84;88607,54;114934,48;102118,91;113328,20;56247,26;93730,17;89218,38;86048,87;156297,42;109465,36;79065,80;104684,71;117483,81;87253,60;75390,39;84731,97;85816,52;92634,49;70561,40;74560,02;112925,70;67342,38;98321,78;64696,48;101638,84;69816,42;58172,42;89011,03;40227,42;59187,67;47977,01;70937,16;53861,00;75292,61;80005,33;56552,84;60010,82;137968,50;68302,35;33793,08;37035,79;82361,43;42728,11;62736,63;64562,63;84687,36;75127,75;45589,99;64099,87;72351,61;73653,07;36906,12;56700,06;64984,39;31569,15;64122,18;52211,46;83251,04;47205,25;66574,57;63455,21;48418,53;62447,49;73896,05;98241,11;80590,31;92305,52;54421,64;30051,54;80002,58;48612,04;104208,47;33044,11;28283,66;29329,97;7848,94;4314,02;1117,73;-;13813622,97
"170270 Aurora do Tocantins";-;-;-;-;-;-;-;-;-;3162,77;8643,87;5866,60;1427,23;3561,43;5036,76;4180,28;8899,58;1674,39;1444,61;4385,52;2993,16;7671,73;5797,46;3207,52;14524,75;9100,08;1687,49;9891,25;2747,08;5430,24;7062,57;3157,72;3070,13;7375,70;4408,11;18275,20;12511,92;4657,21;2929,95;5091,45;7761,17;1878,00;6064,40;65583,40;10620,80;12873,95;4829,55;8786,23;11055,70;8624,20;15583,25;9215,53;5641,77;3785,38;3156,78;6425,14;9586,75;37222,24;3689,07;4778,99;2755,13;5761,73;5390,59;19369,03;9283,54;9591,54;14192,26;2223,40;2261,71;2040,72;3320,04;2050,14;2406,23;3389,88;4434,01;2834,82;6564,10;2765,57;5553,51;6206,68;10010,66;22283,65;6428,48;6031,60;5889,28;1539,42;14582,05;6881,80;4087,70;5534,49;1949,17;2893,61;2273,48;8500,99;2122,94;3208,35;3643,04;3918,21;2229,97;3138,20;8947,58;8202,23;1519,78;1898,13;1950,01;1287,44;8545,55;4994,11;11986,06;37861,40;20659,57;47728,27;6825,63;12416,77;1298,89;386,69;2745,74;1320,78;2108,95;3640,35;3095,95;1603,67;1448,68;10980,47;11605,18;6623,55;451,40;12057,77;1064,02;6838,51;3373,80;4226,55;5921,89;39497,28;2007,77;14076,98;6051,74;2181,62;8270,03;5177,30;5369,84;12970,79;2455,72;19253,80;17782,89;20880,55;15351,34;11075,28;11403,50;2394,33;18407,32;2711,52;4146,04;3970,46;7132,31;3650,26;3002,15;1229,17;5629,02;9438,41;1964,84;-;3887,23;2178,88;674,23;14374,36;-;1180790,11
"170290 Axixá do Tocantins";-;-;-;-;-;217,67;-;4296,01;20175,48;30801,83;30934,79;33547,52;26886,69;36615,64;30958,28;33673,45;31157,16;35181,62;32631,89;36542,08;48605,60;43914,65;50680,60;44843,93;35106,63;38172,69;40196,51;31752,96;41553,30;39283,76;32800,35;40072,28;42107,13;35212,75;48494,50;58238,06;44354,79;60348,73;38580,63;49306,27;44174,94;41150,44;31338,80;35489,97;43438,78;60500,29;58030,18;57426,50;62173,05;49105,97;52931,03;33869,08;59691,37;50656,76;53068,13;53455,39;48457,68;37349,64;42459,96;51870,70;72216,15;48102,50;47290,63;55212,16;52977,23;37551,88;57268,81;36635,71;46385,81;49620,50;51997,82;89933,99;42100,14;43881,66;34934,70;58595,78;46302,55;48688,82;63007,30;43453,40;33669,24;33593,36;43303,64;42595,96;61822,80;44040,20;42660,30;56592,41;35654,97;26378,50;37377,51;38951,30;23875,86;37192,62;24961,99;36221,72;48554,86;31148,99;33623,42;55668,39;48092,51;46318,23;43821,97;51246,86;54001,93;73408,63;26370,03;25120,84;22083,08;41607,86;45359,34;39233,77;22310,75;17323,20;33979,91;28869,62;25803,53;25128,85;32307,23;11702,96;18033,04;17228,24;21129,78;26114,45;48149,32;27047,21;25041,96;19774,65;44165,53;28234,08;19113,70;20122,59;47502,67;51020,63;21228,62;29344,37;29158,72;42069,10;42336,93;35317,68;62543,04;53726,15;28834,29;16710,25;49686,15;30927,21;18139,10;49808,94;74068,11;30907,69;26536,67;30477,06;24691,22;52825,48;35797,86;21840,10;17057,31;56229,28;23020,52;18466,62;23435,77;9935,45;31522,16;18429,95;17311,08;1411,17;1204,55;6179698,02
"170300 Babaçulândia";-;-;-;-;-;327,67;-;6480,90;16751,30;54788,48;33130,75;19425,49;34767,29;34828,37;18029,72;30020,88;26283,30;32115,82;52095,92;20786,31;39004,74;29404,40;23504,91;35555,35;28076,88;23572,43;27043,00;28613,17;65731,47;47542,67;45764,81;22801,08;24444,59;18621,08;29661,80;25402,66;25955,26;44071,33;31466,54;21947,09;23820,80;35105,78;29241,78;18882,45;19735,53;35867,43;18878,01;21645,64;48309,87;28984,68;76583,73;47283,33;21005,03;22823,55;11779,14;31988,63;23153,78;29446,09;27120,53;32875,36;28256,05;78191,85;53049,74;28888,57;19211,85;21536,79;31211,11;31996,15;28003,93;42640,25;59119,23;56925,05;35036,04;25907,43;19777,06;24937,80;21597,30;17358,85;39577,98;28847,28;49125,79;34902,69;9005,05;33922,37;40097,80;31656,88;24961,21;35173,10;46642,06;30282,09;69852,49;26016,64;29523,09;11333,59;26909,14;29231,70;41730,18;18431,61;19347,35;32383,68;30347,79;65492,36;26813,08;14389,84;59453,22;32215,02;29781,29;66090,79;25943,34;40968,48;33780,43;34159,24;27514,12;29768,12;19236,34;34163,40;33636,51;14069,23;16989,05;20930,56;24161,66;33003,53;33593,81;18782,41;18259,98;50241,82;16420,29;27075,30;24467,41;46582,96;28472,00;46222,52;21620,25;20841,16;11660,35;38448,23;23262,56;36219,13;12200,45;32485,90;39804,09;48396,81;22117,16;33257,50;38416,23;16023,30;45305,74;56877,23;47713,56;51645,80;31708,06;16516,60;32701,27;22606,63;18770,57;15548,00;22429,54;10957,64;23324,95;40423,61;69246,56;37276,00;45989,47;17648,67;255,61;55,27;1640,72;4981567,94
"170305 Bandeirantes do Tocantins";-;-;-;-;-;700,51;-;1788,97;5535,26;17259,76;17144,26;9883,71;9468,20;3593,71;15667,72;3070,16;20048,84;5733,49;14865,50;12436,88;12267,19;2929,45;29678,69;11697,22;10617,65;3987,24;12187,29;525,94;15893,60;7969,23;13476,81;14528,94;11167,59;3139,23;4070,61;15694,54;9261,00;8546,87;17543,48;6208,12;6523,77;9069,95;9228,27;11222,85;6099,62;18423,65;27891,77;9198,83;10192,96;11964,12;9723,30;13772,82;21974,86;8750,15;9828,67;10693,59;6744,94;3937,25;6783,44;23690,11;9518,39;20809,39;16736,98;13808,92;14384,27;14561,29;7985,36;9291,22;7036,15;8073,87;10365,42;10213,15;13313,05;8910,90;13236,58;17821,92;15643,73;7977,70;10293,89;8706,11;3973,33;5912,04;8327,84;10673,79;35605,41;5705,18;13737,85;5930,26;5508,34;3179,65;7851,29;3260,45;23801,10;24043,13;4461,03;8858,94;13542,25;5041,51;27186,52;11960,61;5080,53;4909,81;6266,10;8436,67;5193,71;3751,06;9079,94;11086,26;10580,65;12460,80;5256,95;2778,06;10865,61;8448,17;17752,62;9180,28;1552,67;8185,04;13408,53;21847,44;11194,78;21622,14;11063,54;19004,67;14575,80;18285,81;12691,08;15357,98;9710,03;12938,89;5072,55;13821,67;28747,91;17114,66;15681,54;26600,65;24052,95;38480,46;8837,99;7656,45;26310,14;35527,72;33598,37;28444,58;9634,08;24251,22;18873,02;7270,15;16866,21;18740,60;39404,10;39117,30;53260,97;3527,66;10545,77;56358,71;12233,08;23228,71;31083,51;28544,22;9954,71;6973,96;5575,39;-;1289,90;199,33;-;2100997,25
"170307 Barra do Ouro";-;-;-;-;-;-;-;892,36;2707,11;7956,13;12596,36;11902,41;20121,98;10052,38;8124,59;17325,42;12490,14;22514,40;6827,05;12971,28;9000,22;19671,10;9632,22;7043,41;10897,10;10135,89;9931,31;15329,43;8492,04;7396,09;17519,07;6851,68;9155,76;19782,31;6364,48;16113,23;12697,92;34786,74;9753,06;19095,83;18615,58;29599,77;16695,46;17966,28;12692,79;13795,34;17700,01;15081,29;24343,37;21763,77;8690,01;28271,28;13012,60;12989,31;12769,57;9817,88;12552,78;17501,22;12210,71;25534,16;6908,05;15672,29;9480,09;18176,79;11820,57;7253,52;20838,53;7126,28;22402,66;12353,13;17307,89;17795,31;22270,79;23587,31;20157,94;28468,84;22621,04;31483,10;20457,60;17174,91;24260,06;61332,08;28220,42;43146,18;22517,01;12254,72;19145,02;20490,12;11642,04;19268,90;16536,99;17533,75;9604,18;8037,43;18607,98;10661,96;9050,82;33345,88;20975,27;31110,03;29196,72;32362,17;10945,03;25271,31;7845,83;22499,62;25202,87;16428,72;23133,28;13681,88;16552,36;33234,80;45595,30;32812,33;29285,25;22812,72;10172,49;11863,37;4644,02;14681,29;17201,71;41629,82;33990,60;12620,75;9700,59;11224,54;27392,76;28757,81;43328,63;18910,49;10948,37;13471,00;32672,88;11764,99;25948,91;30659,58;18616,80;34734,78;11927,49;20878,52;18371,80;14505,76;58038,52;43362,20;12450,44;18127,15;11127,90;15869,98;14997,12;8893,91;9761,55;27240,27;69326,89;15878,52;32533,03;24737,86;19513,19;8842,83;47705,39;18339,31;21830,68;44802,48;9349,26;-;-;663,55;-;2989703,13
"170310 Barrolândia";-;-;34446,08;-;-;633,36;17881,15;5731,04;7703,06;39189,72;53046,85;27376,90;20507,58;15801,53;15788,69;16033,51;58664,14;31054,88;35877,34;24463,27;12543,74;10570,08;15505,43;26417,22;38297,97;20994,69;16706,63;16375,81;10826,42;10409,49;27242,69;25362,31;21678,31;12162,79;15433,09;22345,35;21261,06;33012,94;38226,93;25417,97;25801,22;12823,23;32094,49;12346,37;29524,77;39446,31;6935,07;17221,12;14442,12;22031,94;32132,97;18629,37;17754,37;26191,89;32341,16;33061,11;14867,15;11208,65;34751,15;46535,97;52501,21;27625,64;19969,64;32213,43;17577,36;9601,92;33325,70;31829,74;33374,82;41749,20;19020,62;42316,52;12023,60;24151,77;26923,44;22988,16;51431,81;31316,17;16493,51;19341,73;44075,08;30436,23;46954,65;19358,71;50427,26;37339,66;27571,51;28588,47;21833,48;46526,33;17762,58;27850,14;13985,08;26662,23;21178,07;15621,46;15646,58;7285,04;14732,11;38425,19;12352,81;37211,16;21441,96;9324,82;18683,70;4478,76;6714,96;13574,39;39504,18;49908,41;32378,76;26102,24;23454,14;30743,18;18863,22;35166,14;62003,61;41587,33;12685,31;37835,99;24259,24;19828,14;15235,69;26565,90;25560,75;16792,68;60625,12;10096,54;8494,56;10879,90;9929,14;16202,78;13670,36;75265,79;36747,29;39665,07;40289,00;35817,19;27656,74;17728,66;14654,67;5863,76;4531,01;12227,57;20749,67;54391,47;20368,68;68352,47;33756,97;27625,56;39742,73;16933,63;19372,21;29066,42;46874,65;24984,42;16065,74;27989,65;12218,64;13630,58;7622,47;31205,87;4524,24;903,91;-;-;966,67;4043115,57
"170320 Bernardo Sayão";-;-;-;-;-;660,51;2817,55;1213,64;13741,95;13530,00;11929,26;4092,83;16168,65;18115,54;22794,00;13995,79;10191,22;5080,91;11697,55;19523,13;20570,93;44936,14;20079,04;25466,26;32995,20;14757,03;11592,69;12732,80;12939,17;18817,77;17590,83;9442,22;9150,71;16122,78;10749,60;18771,97;35208,49;22028,02;21829,88;8616,74;10794,63;23927,58;11888,46;22723,91;23799,36;13284,12;20235,21;17503,00;18832,55;16980,61;22144,25;15579,83;16932,22;13175,75;29641,17;9989,43;20615,82;22855,20;8112,51;23293,96;11298,64;21871,64;19105,50;8711,28;18034,76;15139,22;9973,59;13956,41;21434,31;18798,08;21467,97;15633,30;31479,17;20203,11;21993,12;28096,12;11741,08;14318,06;23825,83;9203,45;11967,62;21754,13;10216,63;21655,25;28352,84;10546,28;9565,79;35845,70;16232,86;14485,03;27114,30;16120,14;27468,89;16580,03;15006,88;124776,76;13320,26;30582,06;9172,64;16712,97;31819,33;33701,70;8594,49;10894,33;8246,44;4965,38;13398,43;10936,58;53321,19;38236,10;7772,92;37950,73;9014,81;6053,02;37780,73;30734,96;46031,03;12859,99;9042,50;19514,28;8478,38;20857,56;14914,68;6012,05;12075,56;12765,78;13574,59;8711,60;17941,65;14362,50;18511,78;16786,35;51974,84;35998,10;15479,37;38779,44;28864,21;9041,21;18060,43;44273,00;20915,74;31214,43;14686,21;23192,50;18497,00;21272,19;14304,34;12272,33;17104,14;29939,52;17995,27;12449,72;18583,41;32351,78;16199,99;8452,73;29053,60;14329,52;17391,38;36477,86;10139,67;13251,77;4859,82;1500,00;506,63;1839,54;-;3023135,18
"170330 Bom Jesus do Tocantins";-;-;-;-;-;-;-;2791,59;3919,63;16603,47;24277,23;18470,72;9172,03;16152,94;18699,38;9336,70;11190,25;13258,68;13734,36;11378,11;13466,80;12645,64;17444,29;11817,82;13392,40;12317,53;10404,10;25143,90;15265,64;10174,05;21480,92;10755,30;28021,54;15296,41;26588,38;12360,23;10884,42;15305,34;17396,55;18173,13;18194,21;17980,20;16021,75;17492,48;16005,75;13889,29;20257,54;22051,04;13521,16;15957,96;28227,90;14993,20;20196,52;16216,33;15404,21;10675,25;10631,70;14119,31;10760,83;21526,22;27828,09;16309,94;16491,98;14597,79;12659,94;13592,17;18899,42;27025,65;10589,17;21371,30;11807,65;21017,67;17257,35;18889,53;21402,39;19463,82;31890,38;45690,79;12686,02;18135,45;13506,12;14330,91;17199,94;25003,88;30243,08;14505,55;19436,56;21243,96;17715,97;22532,37;13307,43;12280,05;40678,48;20244,77;11224,95;16695,08;22399,30;4844,69;29301,10;10910,34;18957,76;14193,52;8621,56;22742,95;3278,28;5952,89;9823,44;13985,59;8930,06;13033,54;25406,14;9937,19;9630,03;2400,41;9884,52;17491,21;15991,78;11416,50;5717,77;14500,47;11491,87;8201,75;7448,54;6833,60;6222,28;25659,21;27602,84;4027,01;15325,65;7590,30;5731,87;9615,84;12451,70;7537,39;4954,61;2656,74;2507,83;26197,00;11599,43;9484,00;11748,73;39403,37;8462,47;10462,87;16328,02;8167,92;26361,95;7705,70;5934,12;23180,01;7640,37;20344,62;13282,55;7743,60;10202,70;21372,71;8276,24;7943,65;2335,49;8913,22;13766,61;4301,07;4843,74;-;-;-;-;2340410,16
