 Morbidade Hospitalar do SUS - por local de residência - Pará
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2000/Fev";"2006/Fev";"2007/Jan";"2007/Fev";"2007/Mai";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"150085 Anapu";-;-;-;-;-;-;-;-;-;5195,56;11503,01;25941,52;40956,34;31160,21;47287,60;39497,46;44936,79;60403,14;48971,75;38042,10;47766,07;52925,59;33005,87;52278,82;33581,65;26989,01;41668,77;58990,71;39093,76;64355,57;82392,76;117081,70;84079,49;71834,12;62554,08;94744,46;83237,73;69206,39;57062,28;64246,70;61322,46;98706,76;66359,80;72610,23;86686,40;62249,91;59092,69;60219,77;73108,34;122736,03;81567,61;61815,92;61537,41;66692,10;64255,79;72673,64;74760,77;60557,04;78791,63;132413,62;78092,07;88608,64;80095,25;78808,98;84908,77;58937,07;46511,81;43854,22;88756,67;81457,55;75179,71;66910,67;81344,06;88898,01;68212,25;88836,74;102081,04;95630,13;103832,25;82148,52;87218,99;97263,76;120399,90;74448,72;112674,66;98339,14;114800,65;92157,19;91514,92;116611,99;61944,40;81296,11;96666,09;96973,49;87958,98;109715,86;77200,54;64129,59;79677,52;89225,56;112610,06;106588,12;77376,67;93099,06;86193,98;144024,97;77313,31;113300,29;107732,73;65330,06;77701,40;72632,18;66827,32;67240,45;117815,51;99052,72;90809,52;75450,55;106184,38;94219,66;102740,89;106826,70;113219,97;105808,32;112476,81;70373,51;36778,15;130619,07;110249,17;123753,95;114214,26;188533,69;124190,78;105588,79;237576,44;166813,55;129130,05;184515,04;122596,38;165642,46;124006,13;160437,35;208518,87;135363,69;129017,55;137629,00;177959,07;200522,87;203863,54;213659,47;241025,62;176996,38;271313,12;226326,16;226159,35;159622,18;168120,14;248402,75;213869,16;236813,52;268204,47;117293,07;222255,54;195802,33;159829,82;166372,43;181770,15;215560,68;137086,10;26000,20;16535423,03
"150090 Augusto Corrêa";-;-;-;-;-;-;-;-;-;2160,23;3328,26;40468,84;169247,40;149149,89;154513,93;184036,89;186528,11;231326,49;159493,64;135350,47;184570,89;144432,23;163534,66;157729,80;170123,96;154498,92;158443,37;209048,98;191781,50;190995,75;166755,49;221846,00;154421,05;159381,84;126573,19;158696,14;195895,29;147839,44;197974,30;205100,54;154343,71;148464,13;212676,95;185036,62;143698,52;126932,82;123937,00;182026,93;171089,78;147790,97;176179,36;175060,21;171607,31;174215,47;182566,74;183331,20;179833,81;187987,37;182918,16;209994,76;180488,41;174142,34;262838,84;233212,49;241487,39;196111,92;156134,05;99925,82;252882,37;270680,44;264735,99;225280,06;189878,75;135812,64;170875,09;250215,93;287258,23;251343,82;203039,85;200162,41;242844,16;244948,69;302561,55;210014,96;219476,77;220031,49;222334,61;248839,11;244367,77;223499,10;211894,54;273383,23;221422,75;242972,67;332291,68;245486,29;273962,00;248846,34;399771,29;267945,16;270900,68;273951,15;219283,26;198914,18;246577,76;293553,82;284861,21;246514,16;353963,25;270585,11;221353,25;318268,82;276474,08;314721,61;310462,93;318561,07;379815,31;257336,80;254175,32;277423,16;273160,59;260428,44;265812,96;238932,92;281204,16;170790,96;215467,77;274815,24;289449,30;309184,51;326432,98;353721,34;370065,69;339681,79;276971,46;296396,23;313594,86;270059,40;280342,42;333941,15;284985,23;289366,46;299238,03;381031,48;312243,58;251440,32;314747,89;264001,98;279518,70;247373,50;271887,30;281325,93;292617,40;273539,48;293461,70;325239,82;349328,50;311309,94;312965,61;271099,19;390015,13;381659,07;365475,17;290907,81;303330,77;292369,24;298828,31;442131,67;302584,31;175987,51;38116502,44
"150095 Aurora do Pará";-;-;-;-;-;-;-;644,51;-;927,32;21060,32;17224,54;22611,65;20390,19;35059,04;116412,86;67002,80;77191,76;75207,18;75508,63;116618,09;91509,86;84851,03;82939,61;130357,22;60113,37;72293,37;103588,20;102691,94;117454,85;84933,56;92880,29;115209,88;92271,25;123214,87;95325,57;110322,12;109548,86;123765,24;86332,08;96917,35;91910,88;87706,84;90219,12;95932,86;97597,26;101157,87;107206,81;99311,83;66744,07;96231,30;99839,26;37898,56;37352,05;150478,14;61186,61;166511,54;69743,34;49688,40;67263,17;99253,14;59333,03;86233,33;77453,67;97649,88;100252,34;83348,71;101688,41;72679,27;65724,75;92152,65;121111,07;76128,40;71182,72;65469,69;80530,44;120963,75;56433,79;58031,29;92735,19;76361,14;64924,40;85619,54;60383,91;108643,10;71805,35;84020,10;90086,06;81405,36;149758,16;88685,05;55281,60;81838,49;77380,67;80072,36;83407,13;80655,66;59628,44;79310,38;109946,73;100665,01;98838,03;209458,87;70114,25;71118,82;114112,30;80760,57;84261,55;84403,16;109495,05;116005,52;80664,67;98612,28;152645,45;89523,44;83252,91;123298,27;82049,68;173775,59;86325,35;87810,92;76848,19;160265,52;102188,55;126758,32;76849,94;112939,13;117529,29;90708,65;99928,41;116361,08;83601,03;62150,49;57773,49;71135,51;109001,88;110474,06;83293,58;77626,38;89652,50;81749,11;94184,69;106647,77;106247,28;103272,45;71673,74;130151,02;97750,03;109535,55;99245,13;91473,86;93217,65;80174,44;92506,04;70138,11;87842,88;121911,52;166512,27;143461,58;84101,95;114786,15;76875,61;154520,15;89773,77;84536,84;132123,64;110914,42;95256,63;112658,66;8540,81;14677989,91
"150100 Aveiro";-;-;-;-;-;-;-;-;-;570,21;2927,92;859,56;1692,83;5023,86;3817,84;8427,69;2077,50;3188,77;4286,87;5178,00;2173,93;5182,34;6280,52;4714,50;5283,88;6053,38;12675,73;8953,49;4086,24;12751,95;5086,38;10629,70;4577,64;3747,06;13534,07;5549,93;6445,59;8101,49;3509,34;11346,63;23462,77;11582,53;7175,79;6835,26;7158,29;12309,98;10471,37;18162,31;10823,41;14099,84;5263,40;7515,04;15146,07;9850,08;6656,64;7657,44;18127,19;6815,13;6673,40;3409,17;6099,24;3750,23;5944,40;3124,26;10666,75;4069,19;7811,53;16664,29;4864,49;10515,29;7492,94;6344,32;10977,45;19315,13;11365,31;7045,98;6424,62;25437,06;7533,26;11015,05;8938,47;10818,74;8849,57;37240,35;10933,54;5266,30;4639,45;5885,81;6507,08;6356,76;16171,30;17664,58;4262,94;4341,83;26138,76;17642,27;10907,06;9971,93;9785,23;4522,97;7968,88;23390,70;4447,95;10662,81;11922,22;8180,29;20332,88;15664,88;5891,22;7037,01;7613,31;17134,56;11804,04;5792,36;3281,02;8815,72;12643,48;12600,21;6191,37;6376,44;3962,81;3682,74;8033,32;8061,67;6257,45;9810,21;13624,19;9133,40;5599,49;8246,87;9156,98;7217,02;7469,57;4273,08;9222,94;15560,41;8603,75;9291,01;9173,34;16694,21;12889,61;8663,76;10299,01;14041,92;17644,15;5940,89;14330,12;16444,71;12214,85;13992,50;13829,19;22341,67;10244,08;11869,76;10310,56;20557,85;12006,51;11038,91;6640,27;10215,30;41158,16;8343,01;26659,37;40541,38;31220,00;10135,20;8324,36;30843,76;21518,46;7307,43;1663628,24
"150110 Bagre";-;-;-;-;-;-;-;-;-;809,82;4330,82;1777,39;16610,76;21326,21;8009,28;9498,48;13142,64;23551,70;15041,42;18435,55;8914,05;5479,63;20415,14;20665,79;22040,43;11127,71;12158,70;32101,94;19911,31;21198,71;20366,94;46583,12;31940,36;13262,77;74344,80;19229,67;19673,30;12462,35;22823,71;18088,88;14621,01;13565,79;21795,49;17374,94;24559,00;17389,74;10625,17;18590,23;10208,45;18563,93;24925,36;8090,36;21194,06;19734,64;15355,49;48770,72;20933,27;34826,70;23231,60;32328,14;38755,51;22451,19;23805,50;24813,45;36155,61;21356,65;22659,95;19579,04;18521,30;20822,32;25839,35;19738,75;17941,10;22345,63;16419,78;29318,88;28218,30;32730,63;22787,36;18289,45;17187,67;39305,30;49920,69;15723,46;18359,64;26764,78;23127,51;19690,29;44861,68;21984,16;23975,01;45206,18;25041,30;38565,72;34331,20;22847,05;30476,51;29986,35;54095,24;43440,99;30854,38;28450,61;27654,11;31002,56;40420,77;26692,41;35973,12;30531,86;21395,81;40845,70;29937,39;51193,95;37950,97;21731,02;31562,63;29907,62;24512,28;44850,90;52759,36;35586,47;34888,05;32260,04;28944,30;25146,49;44989,79;45002,22;39874,11;32580,90;28976,34;116427,57;24962,61;26910,19;26135,67;102736,37;19368,80;36586,59;33595,84;51766,39;51399,50;32055,69;44750,05;17373,60;53180,87;35056,35;36795,58;47732,34;57016,14;25694,24;22991,85;23474,26;46921,70;32381,14;46918,19;45525,16;68856,02;46472,88;62372,47;41446,55;47412,93;60338,59;61850,00;138884,99;88377,33;68294,05;33669,52;89242,09;54880,17;42324,58;54978,29;16839,76;5129921,02
"150120 Baião";-;-;-;-;-;-;-;-;-;557,59;5094,65;30109,32;36026,51;32265,80;46093,72;42894,00;65639,93;48784,27;60651,74;61870,96;67011,30;88124,40;67501,99;57069,60;60445,01;46476,47;64966,45;69370,07;63585,12;62049,45;72899,53;88058,67;79290,03;73788,13;86588,14;58724,20;63073,79;71119,30;91790,12;62396,37;67618,63;71753,69;50429,19;73764,06;95923,97;62663,50;66717,17;48930,87;74773,24;46109,58;72772,21;77108,47;86326,22;104135,78;104087,38;103708,30;116716,34;110696,76;70588,37;72669,88;139919,03;62125,19;105882,73;80558,36;83632,33;70554,84;71557,99;50788,92;50533,18;43250,19;16293,36;17817,71;51410,00;47518,41;45716,03;71817,56;110288,08;57396,47;53825,59;48564,26;53119,01;60654,31;61235,64;67067,25;59098,85;77599,51;108632,09;69159,48;68469,96;85100,75;179399,35;140834,95;98447,56;114669,88;105343,36;92991,15;85021,51;71076,26;72336,77;82119,52;98207,59;126557,94;82274,82;85867,56;102667,01;123919,42;70655,91;84651,65;70430,26;92113,90;88725,30;84161,73;83009,26;82456,12;100584,38;99619,04;131224,30;104005,15;88506,73;79084,44;112511,60;90658,82;81956,85;125816,57;170076,71;151866,39;134160,01;134076,25;126483,71;243017,32;207865,23;157893,67;142078,73;108090,71;120970,02;170498,85;141413,72;121881,61;115161,86;120091,01;106299,74;122701,82;117884,30;116577,84;109810,31;117475,70;103925,66;150479,46;101245,35;113010,51;107754,77;228523,20;136197,20;154725,61;133148,14;126538,24;92750,34;106860,46;90022,49;75337,77;121058,93;112318,05;99113,42;114739,03;137043,84;121125,55;101197,56;74353,80;69240,39;21295,07;14471684,33
"150125 Bannach";-;-;-;-;-;-;-;-;-;1781,27;-;3526,75;7822,32;2492,37;7042,23;6732,38;3135,65;12534,79;11080,57;4701,26;13574,96;11743,61;12738,31;7899,98;2644,56;3851,05;9016,75;16589,90;15609,54;18626,96;11679,24;7142,38;4329,46;4199,02;4976,49;8630,45;11594,15;13579,96;17815,51;24047,54;30899,07;28535,34;32952,80;27353,66;23394,00;23836,55;25586,18;27894,56;29025,66;17993,18;26474,46;34328,63;25066,46;14361,40;30442,89;22467,14;23207,54;12373,18;14201,93;18979,99;23287,58;29134,02;29172,16;29202,06;20473,17;32393,22;31921,96;32779,51;29169,99;19673,21;45052,43;17535,49;30780,09;19590,99;22427,30;17378,61;35542,80;22488,65;9268,13;23317,25;9176,29;9509,92;11821,35;10421,63;15015,25;8645,89;8815,61;33811,73;56922,93;9194,92;7066,75;15050,27;26384,32;11666,36;12434,66;10916,65;11790,76;12908,21;13834,50;12541,92;10267,09;11016,68;12918,10;10678,00;9597,45;19727,87;19762,99;10143,66;7029,30;7591,79;13533,94;23107,52;9644,64;30777,98;7518,43;33154,16;17348,89;18847,54;8344,98;9693,72;10263,01;14308,97;27680,83;9097,97;21836,74;9547,33;9367,29;9566,16;9099,84;7511,65;12494,27;5842,68;16198,34;6202,66;18269,64;19957,67;17215,51;45244,17;38565,89;47695,99;29054,59;10103,82;13187,32;14819,48;4704,72;14617,12;22817,53;10322,38;9434,08;14463,57;10840,78;23027,88;12537,17;13256,01;35424,52;21633,62;9785,81;5886,64;20635,63;36116,15;36415,23;3670,13;27652,30;26813,82;8615,92;13848,11;12764,20;15332,94;13965,70;9038,49;2746489,57
"150130 Barcarena";-;-;-;-;-;-;-;-;1523,02;10295,90;29268,54;72256,13;266670,50;233828,98;236953,21;290441,07;292780,82;259537,08;290718,38;307810,85;323769,62;310668,36;299915,08;258716,47;342301,74;291987,00;295039,29;316534,95;345744,54;364981,48;339462,91;363386,63;345839,31;301349,93;312793,48;360852,21;292711,51;278681,67;375883,52;314233,25;329022,47;259761,76;235665,58;263455,51;280376,13;286335,05;233874,10;251375,02;255367,13;235496,60;314066,00;263937,76;282398,40;328749,56;276839,44;352235,39;289830,29;321427,45;321811,21;345765,57;327573,01;394388,16;294103,53;326414,95;341350,97;387478,14;349510,17;359494,23;398089,47;368999,27;394809,00;339252,34;344909,87;383212,74;363277,75;409967,13;472842,65;350769,62;352577,13;359843,03;314970,77;394428,38;335598,11;324922,52;420779,13;299899,20;403141,31;328301,06;336449,42;312834,38;300654,95;378439,75;405283,87;457464,39;379088,62;371614,06;380755,08;329588,88;533299,83;360860,99;448644,20;461523,31;397248,53;403720,22;404153,23;481099,29;456300,27;424281,74;429233,01;361647,27;464899,20;514798,86;463025,98;502514,15;487355,31;383181,76;486198,99;401641,02;383155,63;489779,42;420107,00;390056,11;517459,34;459443,56;502275,24;473048,55;544890,41;598306,44;534387,14;444809,91;497027,65;558768,85;575552,49;538638,24;482003,88;608493,75;574477,22;457387,63;463198,44;465896,02;626005,61;542362,81;489508,64;395714,39;527457,00;402954,66;491945,94;395617,93;430223,90;481141,74;502050,44;647526,30;613708,74;638782,49;568181,54;634589,72;869024,91;666412,27;602455,27;460285,71;789171,72;708819,04;575625,45;766375,21;767848,65;637506,54;629650,77;711468,10;536288,70;314594,37;65515893,53
"150140 Belém";-;-;808,85;-;-;-;4144,26;37323,08;37189,52;296629,96;925237,61;3096472,49;5297059,49;4844273,01;5072834,89;5422281,26;5596297,83;5570070,65;5174066,96;5415652,77;5464854,01;5574423,98;5597768,07;5793848,54;5955470,56;5442395,00;6576545,37;6470552,62;6123926,48;6247436,91;6076404,81;6606415,01;6520814,93;6443454,11;6067798,60;5646631,26;5734453,57;5786902,94;6154940,10;6516540,54;6647687,83;5905748,60;5624811,00;6342875,55;6271360,25;6149004,51;6328324,92;6150076,57;6342046,51;5634157,28;6137892,12;5603003,41;6298971,82;5454083,95;5705263,76;6076997,62;5731814,76;5883347,38;6126114,47;5600101,91;5998394,54;5415116,94;5998988,65;6060873,21;6396884,96;5421953,74;5509791,72;5908709,14;5530145,31;6537099,11;5747818,50;5454569,07;6588390,50;5500679,35;6536712,31;6265656,00;6685107,24;6269658,71;5756318,62;6277345,87;5868861,53;6385970,58;6004352,98;5294319,89;6842881,88;6243900,02;6273364,11;6466173,75;6700989,56;6329156,82;6528844,83;6595063,80;6496275,63;6432342,15;6678110,15;6554519,19;6361883,36;6158265,88;7314010,83;6649605,28;7082978,68;6533121,45;7267364,44;6663895,10;6927733,61;6587882,19;6488313,96;6309880,55;6158610,85;6323265,26;7023898,85;6811479,03;6866699,87;7062489,48;6829424,08;7588727,72;7562638,75;7043215,62;7066300,59;6796584,08;7290409,68;6538506,24;7824644,73;6745669,27;7372858,35;7372638,93;7262285,39;7578316,45;6960886,16;7359834,26;7413008,05;7271416,63;7635705,51;6511481,61;7498998,41;8078042,48;8312130,80;7755764,42;7929563,00;8138363,01;7952398,07;8592474,49;7650705,87;7209825,65;8076076,87;7170845,06;7314093,36;6649440,67;6254108,60;5949891,59;8591309,92;8846967,71;8549784,41;8063465,35;7871520,33;7845615,13;8233105,43;7561219,34;7526803,70;7475181,22;10974881,11;9136702,51;8948701,81;9205806,41;8731589,48;8849117,66;8638624,65;8027912,88;5579149,64;1966995,17;1054934051,60
"150145 Belterra";-;-;436,74;-;-;-;-;-;-;-;481,70;5250,94;15161,00;24276,17;33254,21;39116,05;33910,14;35996,59;27963,15;14452,75;22398,23;12884,61;29294,77;31265,50;34273,87;33120,59;38508,04;34060,20;35239,18;38925,39;43763,12;45254,89;50392,65;51774,09;42289,77;38743,57;53890,53;51281,67;43986,81;29984,99;53559,13;31447,19;86138,59;83444,67;52788,78;46612,26;51579,38;62159,70;57954,88;74333,70;54195,18;55062,35;43213,65;42784,31;72106,24;69120,55;59139,23;31870,71;38388,25;33393,35;65676,78;59930,75;69769,96;36059,60;39807,67;31937,47;35030,79;23399,25;40979,31;39928,14;32646,03;35807,54;77404,97;50927,74;46066,58;55879,67;71925,45;74700,61;56735,19;52727,03;40924,43;29170,10;41045,69;49319,79;44766,12;43353,16;41943,39;38937,13;37649,50;48094,54;36889,89;49115,16;34823,82;61489,00;58646,68;71809,63;85484,64;57459,16;40398,27;38849,46;35299,58;34631,64;30749,66;37054,83;34084,33;80046,07;38193,46;24461,41;40381,85;29074,00;42602,43;39435,35;23501,48;36252,51;41197,62;48746,01;34541,16;35040,51;56851,77;26364,02;40646,87;33340,20;63420,83;32391,65;34233,05;37638,07;88130,97;36191,43;34749,93;45062,09;46593,96;36605,54;69618,66;63027,38;71231,84;45572,83;37831,65;31271,08;43649,07;66529,59;64022,87;72716,09;80546,60;55804,59;36010,55;47700,86;36676,34;46332,03;77000,37;112614,69;37873,02;86076,38;37639,97;60612,58;48591,12;43458,50;55336,25;49540,92;30058,67;25837,54;99349,59;59380,21;123531,57;59701,27;67663,41;48790,35;54818,42;37148,89;33964,00;11944,39;7465422,52
"150150 Benevides";-;1260,10;-;-;-;-;-;-;3672,26;12667,13;50319,35;120110,34;224565,24;201200,51;279033,85;248919,40;233721,29;269459,55;250392,35;209118,22;294132,46;276368,48;242118,13;257495,81;311004,47;188438,59;317447,55;265336,97;264115,43;231884,29;272320,39;303563,72;215614,99;289597,84;319744,80;191229,90;305008,79;323921,35;294855,10;263313,56;222887,26;219762,71;207330,10;247680,77;295698,84;235084,62;275947,89;278106,95;207107,84;270658,02;260518,16;194852,85;280121,47;276981,06;276104,41;261027,06;267615,44;281987,50;192380,32;246455,10;227090,63;196002,64;303534,70;222372,47;187230,59;235372,77;238965,16;173012,30;257845,76;307219,96;267885,74;158521,50;252781,68;254928,57;236426,80;219484,30;252139,02;201028,39;232073,83;218761,37;195360,39;178086,52;190411,70;214212,01;255169,76;280688,56;223792,57;173627,77;244198,22;219520,70;195055,73;325613,92;243670,71;259721,14;310911,27;250939,28;246180,04;261964,88;221578,04;278639,77;247706,79;307578,58;233771,78;264713,86;359508,79;230102,20;188741,22;242532,39;293364,03;220829,46;315496,93;209398,12;236909,74;282968,02;307219,38;293190,65;301924,70;298804,56;259922,60;223146,86;268280,49;213786,44;440496,82;233092,85;219817,77;224390,08;229475,64;309450,61;203036,14;255595,89;303254,98;229053,11;293475,29;182903,16;249657,24;267995,98;313694,34;246828,88;233203,43;271378,94;174912,12;234596,58;284968,94;268574,39;297928,11;245445,30;205706,57;259839,31;238809,37;195649,67;353292,17;272044,79;333502,25;317382,20;262029,24;286524,16;225340,27;252281,06;261795,81;203627,29;359734,78;309964,81;322772,55;294931,03;288908,19;271078,62;271067,49;246234,72;141248,27;75269,30;40204439,84
"150157 Bom Jesus do Tocantins";-;-;-;-;-;-;-;-;-;1628,96;16940,94;38511,90;59801,51;43719,82;52625,96;41039,23;52004,26;43450,74;49462,18;54123,57;49873,95;49583,04;53224,01;35449,10;56870,98;76847,16;63953,58;52680,05;52838,53;48998,49;58072,63;38638,93;54321,73;57482,59;42103,35;67113,85;43306,11;66517,65;46059,57;54834,73;54603,74;38732,14;35056,60;58326,28;77087,47;39819,10;47807,65;59919,77;46106,10;66323,24;53829,26;49303,93;57189,44;57187,20;52516,88;46119,51;59589,65;120086,14;55848,39;74277,19;66378,27;52588,53;87341,59;74237,79;75583,80;57039,26;85832,52;19692,56;92516,96;51841,62;45078,11;43806,77;64305,26;69361,02;80186,98;170891,64;65672,49;66861,61;57421,84;39633,72;50059,12;49304,60;60695,12;47673,88;44518,18;43056,04;60219,41;60491,97;54172,22;73770,21;39164,55;64379,22;42693,04;47454,53;39479,17;65186,17;53820,24;42766,14;50052,35;45611,28;41848,05;49407,19;61368,34;58383,53;73178,44;62027,17;44200,32;43867,07;52485,77;70180,43;87024,54;58616,58;59034,66;58610,30;38616,16;41684,22;73753,18;45428,10;43020,77;19327,68;51812,74;50501,21;96949,70;62995,46;68687,23;58976,44;54778,16;50908,90;58714,03;40801,74;49516,31;80680,03;35423,67;44301,09;15750,24;61509,09;69900,13;30080,62;41424,43;63383,67;65174,82;33022,77;82553,42;72736,53;54294,93;67284,79;59890,14;70669,29;50028,73;77462,93;81111,62;45413,42;56219,65;62916,08;55506,37;75256,29;101122,34;64714,13;62677,10;30545,31;52454,99;67527,02;89413,04;104734,39;124807,93;70313,52;67384,15;33473,05;9025,74;3966,30;9133506,74
"150160 Bonito";-;-;-;-;-;-;-;-;-;6377,28;8425,65;12581,90;27443,87;29945,67;43887,50;52193,28;38167,45;50759,89;34254,56;54741,86;46842,92;25730,69;26252,21;25778,54;21072,06;33068,33;22487,42;22621,01;41522,74;35849,26;59808,00;39623,54;42454,24;38887,70;37311,50;29193,83;24107,31;18247,20;24486,32;30414,23;38392,99;35210,34;18980,57;25000,22;30958,46;22492,42;32886,67;22229,24;31646,49;38948,08;46879,31;72591,19;44055,56;33131,89;46498,99;38549,40;26964,49;50031,24;32235,91;37099,77;62085,46;80275,31;50644,03;54009,39;24356,93;41218,83;51530,98;41825,48;26968,97;37898,28;24637,79;30524,94;36792,71;26878,21;43329,35;41841,16;38738,96;56911,66;26592,15;35759,99;15128,45;48737,84;40021,36;14164,03;27463,99;34749,93;61277,25;41523,75;38681,90;63504,83;39825,44;46483,46;38739,84;32003,11;21274,08;18513,99;46264,63;22229,78;17291,01;45244,96;34778,46;33441,76;57715,48;26566,20;34647,83;48316,24;32742,26;34341,46;63306,21;32279,45;84387,72;37984,17;59873,84;35669,05;33781,55;59024,95;65433,90;49196,71;47953,43;27134,87;55419,28;54812,07;54537,77;26901,92;35848,87;28544,63;34785,27;41214,23;44344,60;71298,43;66338,43;69805,05;49469,70;54679,49;49236,79;48839,79;44432,60;85238,81;33230,55;38195,56;56868,46;35971,92;45717,44;35279,90;64299,69;81222,08;34211,44;33639,77;55504,92;52050,24;64359,36;58215,73;56229,91;59016,25;55412,92;74752,50;77470,71;68008,13;36964,44;36732,60;20902,00;66634,01;35026,89;34029,16;23131,79;42982,07;24810,27;66513,79;28029,89;5587,69;6590590,75
"150170 Bragança";-;-;-;-;-;-;-;347,82;1112,34;23731,61;38989,87;164091,07;617760,57;519064,10;592312,47;633092,63;726585,22;657698,05;660558,23;558205,69;637349,93;551908,01;612622,79;577255,93;779285,72;523902,58;724996,24;747140,36;712529,65;639722,94;695589,77;739806,19;675312,83;632614,77;598055,90;490495,31;665880,66;547711,79;676291,89;573697,53;602537,12;605909,75;615050,71;621785,36;590437,43;470439,29;513118,77;581390,68;613032,93;568266,04;620496,29;615255,27;699117,63;706467,97;656759,43;676350,68;606823,99;632487,52;744675,20;627516,90;663534,38;590292,85;817761,50;769079,52;693447,45;669175,31;503381,79;643289,56;722513,82;768332,97;748374,65;689938,28;730411,06;488250,48;565730,44;724785,94;901766,03;740677,82;763190,95;731887,53;714367,34;699493,84;681692,49;724936,01;733134,08;749799,86;744520,27;1021892,94;948000,87;713822,74;666245,25;633728,37;711131,35;665643,81;694444,25;619528,03;672106,04;606520,69;1060948,51;878416,95;840298,31;744179,86;672444,89;662004,84;765681,13;898118,97;681790,94;682846,01;751586,72;756242,54;894915,59;757958,95;849741,09;780143,29;737348,59;928373,89;923850,53;934570,66;852901,23;819346,62;913390,88;906985,96;939547,04;855260,21;870791,04;894648,10;964241,85;1026870,34;907657,89;857401,48;920037,44;779176,98;869049,83;819735,76;859262,49;898512,60;964550,12;907080,19;782456,37;928979,83;862191,93;712170,11;886232,80;908163,06;852792,90;772065,66;904776,80;819038,01;892211,90;771140,74;866988,65;821256,44;835936,87;893533,53;747090,90;716012,01;872185,00;911451,12;755402,25;568439,58;1969453,34;1347746,26;988690,83;755394,27;787017,97;763317,59;901695,63;998917,74;930021,82;555738,61;119396890,81
