DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2014
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"270870 São Miguel dos Milagres";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270880 São Sebastião";-;-;1;-;-;1;2;2;3;-;-;2;-;11
"270890 Satuba";-;-;-;1;-;9;11;12;4;3;-;-;-;40
"270910 Taquarana";-;1;-;-;3;1;2;5;-;3;-;-;-;15
"270915 Teotônio Vilela";-;-;-;-;-;-;1;1;1;-;-;-;-;3
"270930 União dos Palmares";-;-;1;1;2;1;4;2;3;-;-;-;-;14
"270940 Viçosa";-;-;-;4;13;3;3;1;1;1;3;-;-;29
"270000 Município ignorado - AL";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"280020 Aquidabã";-;3;-;-;-;3;1;1;2;1;-;-;-;11
"280030 Aracaju";-;20;20;64;97;144;59;85;52;56;39;36;51;723
"280040 Arauá";-;1;-;3;3;-;3;1;1;4;-;1;-;17
"280050 Areia Branca";-;-;-;-;-;1;-;1;-;-;-;-;1;3
"280060 Barra dos Coqueiros";-;1;1;-;4;6;16;24;8;1;2;8;7;78
"280067 Boquim";-;-;-;-;5;3;1;1;-;-;-;-;-;10
"280070 Brejo Grande";-;-;-;-;-;1;-;1;-;1;-;1;-;4
"280100 Campo do Brito";-;-;-;-;-;-;-;4;-;-;-;-;-;4
"280120 Canindé de São Francisco";-;-;-;-;1;-;1;2;2;4;1;-;-;11
"280130 Capela";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"280140 Carira";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"280150 Carmópolis";-;-;-;-;3;8;7;1;1;-;-;-;1;21
"280160 Cedro de São João";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"280170 Cristinápolis";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280210 Estância";-;-;1;2;6;3;10;3;1;1;1;-;-;28
"280240 Gararu";-;2;-;1;4;1;-;2;1;-;-;2;2;15
"280250 General Maynard";-;-;-;-;-;-;1;2;-;-;1;-;-;4
"280270 Ilha das Flores";-;-;-;-;4;10;-;-;-;-;-;-;-;14
"280290 Itabaiana";-;-;-;-;2;-;1;2;-;-;-;-;-;5
"280300 Itabaianinha";-;1;1;2;19;76;19;5;1;-;1;-;-;125
"280320 Itaporanga d'Ajuda";-;-;-;-;-;1;-;-;2;-;-;-;-;3
"280330 Japaratuba";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280350 Lagarto";-;4;-;1;-;7;-;2;1;1;-;-;-;16
"280390 Malhador";-;1;3;1;2;1;3;2;1;1;-;-;-;15
"280440 Neópolis";-;-;-;-;1;1;-;6;3;3;3;1;1;19
"280450 Nossa Senhora da Glória";-;-;-;1;2;2;-;-;-;1;-;-;-;6
"280460 Nossa Senhora das Dores";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"280480 Nossa Senhora do Socorro";-;1;1;-;-;3;2;6;1;-;1;-;-;15
"280490 Pacatuba";-;-;-;-;-;2;-;-;-;-;3;3;2;10
"280500 Pedra Mole";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"280510 Pedrinhas";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"280520 Pinhão";-;-;-;-;-;3;-;-;-;-;-;-;-;3
"280530 Pirambu";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"280540 Poço Redondo";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"280570 Propriá";-;-;-;-;-;-;-;2;2;-;1;-;-;5
"280600 Ribeirópolis";-;-;-;1;1;1;1;-;-;-;-;-;-;4
"280620 Salgado";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"280630 Santa Luzia do Itanhy";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280650 Santa Rosa de Lima";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"280640 Santana do São Francisco";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"280660 Santo Amaro das Brotas";-;-;-;-;2;-;-;1;-;-;-;-;-;3
"280670 São Cristóvão";-;1;-;-;1;1;1;4;2;-;1;-;1;12
"280680 São Domingos";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"280710 Simão Dias";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"280720 Siriri";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"280730 Telha";-;-;-;-;-;-;-;-;-;-;5;-;-;5
"280740 Tobias Barreto";-;-;-;-;1;1;-;1;1;-;3;54;5;66
"280750 Tomar do Geru";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"280760 Umbaúba";-;-;-;1;2;1;-;1;-;-;-;-;-;5
"290035 Adustina";-;-;1;-;-;-;-;-;5;23;20;3;-;52
"290070 Alagoinhas";-;1;1;1;2;9;5;7;1;3;-;2;-;32
"290080 Alcobaça";-;-;1;8;1;-;-;-;8;-;-;-;-;18
"290100 Amargosa";-;-;-;2;3;-;1;-;-;-;-;-;-;6
"290115 América Dourada";-;2;1;-;1;-;-;-;-;-;-;-;1;5
"290130 Andaraí";-;-;-;-;3;8;-;-;-;-;-;-;-;11
"290135 Andorinha";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"290150 Anguera";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"290160 Antas";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290180 Antônio Gonçalves";-;-;-;-;-;-;-;-;1;1;1;-;-;3
"290210 Araci";-;-;-;-;-;-;-;1;-;-;1;1;-;3
"290225 Arataca";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"290250 Baianópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"290260 Baixa Grande";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"290270 Barra";-;2;1;1;-;1;-;1;2;8;5;1;1;23
"290280 Barra da Estiva";-;-;-;-;30;262;69;7;3;-;-;-;-;371
"290300 Barra do Mendes";-;-;1;2;5;2;-;-;-;-;-;-;3;13
"290320 Barreiras";-;-;-;-;1;1;-;-;2;1;-;-;-;5
"290330 Barro Preto";-;-;21;-;-;-;-;-;-;-;-;-;-;21
"290340 Belmonte";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"290360 Biritinga";-;-;-;-;1;4;-;-;-;-;-;-;-;5
"290390 Bom Jesus da Lapa";-;1;6;1;1;1;1;1;2;-;-;1;-;15
"290410 Boquira";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"290430 Brejões";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"290450 Brotas de Macaúbas";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"290460 Brumado";-;-;1;3;-;-;-;3;1;-;1;3;2;14
"290470 Buerarema";-;-;-;1;1;-;-;-;1;-;-;-;-;3
"290475 Buritirama";-;-;-;-;-;2;3;10;3;-;2;-;-;20
"290480 Caatiba";-;2;-;1;-;-;-;-;-;1;-;-;-;4
"290485 Cabaceiras do Paraguaçu";-;1;-;-;4;-;-;3;4;-;-;-;-;12
"290490 Cachoeira";-;-;1;3;5;1;-;-;-;-;-;-;-;10
"290510 Caém";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"290520 Caetité";-;2;1;2;1;1;1;1;-;-;1;1;-;11
"290550 Caldeirão Grande";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"290560 Camacan";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"290570 Camaçari";-;2;1;7;15;10;7;6;2;1;-;2;1;54
"290590 Campo Alegre de Lourdes";-;-;-;1;-;3;1;-;2;-;-;-;-;7
"290600 Campo Formoso";-;-;-;2;-;1;-;2;-;-;-;1;-;6
"290620 Canarana";-;1;1;1;-;-;-;-;-;-;-;-;-;3
"290630 Canavieiras";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"290640 Candeal";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"290650 Candeias";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"290670 Cândido Sales";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"290680 Cansanção";-;1;1;1;-;-;-;1;-;-;-;-;-;4
"290682 Canudos";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"290690 Caravelas";-;-;-;-;-;2;-;1;1;-;-;-;-;4
"290710 Carinhanha";-;-;-;2;2;-;-;-;-;-;-;-;-;4
"290720 Casa Nova";-;-;1;20;64;65;16;-;2;-;1;-;-;169
"290750 Catu";-;-;2;-;2;2;2;-;-;-;-;1;-;9
"290770 Chorrochó";-;-;1;-;-;-;-;1;10;7;-;-;-;19
"290780 Cícero Dantas";-;1;1;1;-;-;-;-;5;4;-;1;1;14
"290800 Coaraci";-;-;1;-;3;-;-;-;-;-;-;-;-;4
"290810 Cocos";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"290820 Conceição da Feira";-;-;-;-;5;2;-;-;1;-;-;-;-;8
"290830 Conceição do Almeida";-;-;2;-;1;1;-;-;-;-;-;-;-;4
"290840 Conceição do Coité";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"290850 Conceição do Jacuípe";-;4;6;4;12;10;1;1;-;-;-;-;1;39
"290860 Conde";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"290870 Condeúba";-;-;1;-;-;-;-;-;-;-;-;1;-;2
"290880 Contendas do Sincorá";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290890 Coração de Maria";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290910 Coribe";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"290920 Coronel João Sá";-;-;1;-;-;2;4;-;-;1;-;-;-;8
"290930 Correntina";-;6;9;5;11;27;35;4;1;1;1;-;4;104
"290960 Crisópolis";-;-;-;-;1;6;6;1;-;-;-;-;1;15
"290980 Cruz das Almas";-;2;2;3;13;8;3;2;-;-;-;-;1;34
"290990 Curaçá";-;-;-;-;2;-;3;1;-;-;-;-;-;6
"291005 Dias d'Ávila";-;1;-;-;4;2;1;-;-;-;-;1;-;9
"291010 Dom Basílio";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"291072 Eunápolis";-;-;5;2;5;3;1;-;-;-;5;1;-;22
"291075 Fátima";-;-;-;-;-;-;-;-;-;-;-;11;5;16
"291077 Feira da Mata";-;1;-;-;-;1;2;-;-;-;-;-;-;4
"291080 Feira de Santana";-;19;33;3;2;-;1;-;6;4;2;1;1;72
"291085 Filadélfia";-;-;-;-;4;-;-;-;-;-;3;1;1;9
"291110 Formosa do Rio Preto";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"291120 Gandu";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"291140 Glória";-;-;-;-;-;-;-;-;-;1;-;3;-;4
"291160 Governador Mangabeira";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"291170 Guanambi";-;-;2;1;-;1;1;-;-;-;-;-;-;5
"291185 Heliópolis";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"291190 Iaçu";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"291210 Ibicaraí";-;-;1;-;3;2;-;-;-;-;-;-;-;6
"291220 Ibicoara";-;-;-;1;-;-;-;-;-;1;-;-;-;2
"291250 Ibipitanga";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"291270 Ibirapitanga";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"291290 Ibirataia";-;3;3;9;20;5;2;3;2;2;3;2;1;55
"291300 Ibitiara";-;1;3;-;4;1;-;1;-;-;-;-;-;10
"291320 Ibotirama";-;1;-;-;-;-;-;-;1;-;-;-;-;2
"291330 Ichu";-;-;11;8;-;-;-;-;-;-;-;-;1;20
"291340 Igaporã";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291345 Igrapiúna";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"291360 Ilhéus";-;21;26;43;62;85;74;35;17;27;57;35;28;510
"291370 Inhambupe";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"291400 Ipirá";-;-;-;1;1;-;-;-;-;-;1;-;-;3
"291430 Iramaia";-;-;-;2;-;-;-;1;-;-;-;-;-;3
"291440 Iraquara";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"291450 Irará";-;1;-;3;9;3;1;2;-;-;-;-;-;19
"291460 Irecê";-;1;-;-;2;1;2;-;-;1;-;2;-;9
"291465 Itabela";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291470 Itaberaba";-;-;-;2;3;-;-;-;-;-;-;-;-;5
"291480 Itabuna";-;62;82;77;247;147;96;51;47;33;54;34;39;969
"291490 Itacaré";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"291510 Itagi";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"291520 Itagibá";-;1;-;2;1;-;-;-;-;-;-;-;-;4
"291535 Itaguaçu da Bahia";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"291550 Itajuípe";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"291560 Itamaraju";-;2;-;1;-;-;-;-;-;1;-;-;-;4
"291600 Itanhém";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"291610 Itaparica";-;-;-;-;5;-;-;-;-;-;-;-;-;5
"291620 Itapé";-;-;-;-;2;-;-;1;-;-;-;-;-;3
"291630 Itapebi";-;-;-;2;2;1;-;-;1;-;1;-;-;7
"291640 Itapetinga";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"291650 Itapicuru";-;1;-;-;-;-;-;-;-;-;-;-;1;2
"291660 Itapitanga";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"291670 Itaquara";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"291685 Itatim";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"291700 Itiúba";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"291710 Itororó";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291720 Ituaçu";-;-;12;3;8;5;3;2;-;-;-;-;-;33
"291730 Ituberá";-;1;-;-;-;1;-;-;-;1;-;-;-;3
"291733 Iuiú";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"291735 Jaborandi";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291750 Jacobina";-;2;3;-;2;1;-;-;1;-;-;2;-;11
"291760 Jaguaquara";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"291780 Jaguaripe";-;1;2;3;-;-;-;-;-;-;-;-;-;6
"291800 Jequié";-;22;5;-;3;15;11;18;20;8;12;5;6;125
"291820 Jiquiriçá";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"291840 Juazeiro";-;9;34;92;166;130;58;20;16;10;12;18;17;582
"291845 Jucuruçu";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"291850 Jussara";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"291855 Jussari";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"291870 Lafaiete Coutinho";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"291875 Lagoa Real";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"291890 Lajedão";-;3;-;1;1;6;-;1;2;-;-;2;-;16
"291910 Lamarão";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"291920 Lauro de Freitas";-;1;-;3;7;4;4;3;2;1;-;-;-;25
"291930 Lençóis";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"291950 Livramento de Nossa Senhora";-;-;-;-;1;1;1;2;-;-;-;-;-;5
"291955 Luís Eduardo Magalhães";-;1;3;5;28;19;4;1;1;-;1;-;-;63
"291980 Macaúbas";-;-;1;-;7;31;3;3;5;1;2;-;-;53
"291992 Madre de Deus";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"292050 Maracás";-;-;-;-;-;5;-;-;-;-;-;-;-;5
"292060 Maragogipe";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"292070 Maraú";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"292100 Mata de São João";-;-;-;-;1;3;2;-;-;-;-;-;-;6
"292105 Matina";-;-;-;-;2;1;-;4;1;-;-;-;-;8
"292110 Medeiros Neto";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"292120 Miguel Calmon";-;-;2;2;1;3;-;-;-;1;-;-;-;9
"292145 Mirante";-;10;2;2;-;-;-;1;-;-;-;-;-;15
"292150 Monte Santo";-;-;1;-;-;-;-;-;1;-;-;-;-;2
"292160 Morpará";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"292170 Morro do Chapéu";-;-;-;1;1;-;-;3;9;3;1;1;-;19
"292200 Mucuri";-;5;10;15;13;16;9;2;16;2;-;4;1;93
"292205 Mulungu do Morro";-;1;-;1;-;-;-;-;-;1;1;-;1;5
"292210 Mundo Novo";-;-;-;6;11;-;-;-;-;-;-;-;-;17
"292220 Muniz Ferreira";-;-;-;-;-;5;7;6;-;1;1;-;-;20
"292225 Muquém de São Francisco";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"292230 Muritiba";-;-;4;9;47;21;3;1;-;1;-;-;-;86
"292240 Mutuípe";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"292260 Nilo Peçanha";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"292265 Nordestina";-;2;1;10;-;-;1;-;-;-;-;-;-;14
"292273 Nova Fátima";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"292275 Nova Ibiá";-;-;-;4;-;-;-;-;-;-;-;-;-;4
"292300 Nova Viçosa";-;-;-;2;2;1;-;1;-;-;-;-;1;7
"292335 Ourolândia";-;-;-;12;-;-;-;-;-;-;-;-;-;12
"292350 Palmeiras";-;-;9;9;5;3;1;-;-;-;-;-;-;27
"292380 Paripiranga";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"292400 Paulo Afonso";-;-;-;-;2;-;-;3;-;-;1;-;-;6
"292405 Pé de Serra";-;2;8;1;-;15;2;-;-;2;2;-;-;32
"292460 Pindobaçu";-;1;-;1;-;-;-;-;2;1;1;-;-;6
"292465 Pintadas";-;69;8;-;-;-;-;-;-;-;-;-;4;81
"292470 Piripá";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"292480 Piritiba";-;-;-;-;1;-;9;4;-;-;-;-;-;14
"292510 Poções";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"292520 Pojuca";-;-;-;2;1;1;2;-;-;-;-;-;-;6
"292525 Ponto Novo";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"292530 Porto Seguro";-;1;4;1;-;-;2;4;-;1;1;3;-;17
"292550 Prado";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"292560 Presidente Dutra";-;1;-;1;-;-;-;-;-;-;-;-;2;4
"292580 Queimadas";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"292590 Quijingue";-;2;-;-;-;1;-;-;-;-;-;-;-;3
"292600 Remanso";-;2;2;1;4;11;53;31;9;4;3;2;1;123
"292610 Retirolândia";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"292630 Riachão do Jacuípe";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"292640 Riacho de Santana";-;-;-;-;2;1;5;2;-;3;-;-;-;13
"292660 Ribeira do Pombal";-;-;5;5;-;-;-;1;-;1;1;-;-;13
"292670 Rio de Contas";-;-;-;1;-;-;-;-;-;-;1;2;-;4
"292680 Rio do Antônio";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"292700 Rio Real";-;-;-;-;1;1;2;-;1;1;-;1;-;7
"292720 Ruy Barbosa";-;-;1;1;-;-;-;-;1;-;-;4;-;7
"292740 Salvador";-;79;87;155;314;238;117;78;51;34;25;36;37;1251
"292810 Santa Maria da Vitória";-;4;-;1;-;-;-;3;-;-;-;-;-;8
"292800 Santaluz";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"292820 Santana";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"292870 Santo Antônio de Jesus";-;-;1;-;5;4;2;1;-;-;1;-;-;14
"292890 São Desidério";-;-;-;3;7;5;-;-;-;-;-;-;-;15
"292895 São Domingos";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"292910 São Felipe";-;2;2;-;-;-;-;1;-;-;-;-;-;5
"292900 São Félix";-;-;-;-;-;-;-;-;-;2;3;-;-;5
"292905 São Félix do Coribe";-;-;1;-;1;-;-;-;-;1;-;-;-;3
"292920 São Francisco do Conde";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"292925 São Gabriel";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"292930 São Gonçalo dos Campos";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"292935 São José da Vitória";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"292937 São José do Jacuípe";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"292950 São Sebastião do Passé";-;-;1;2;5;3;-;1;-;-;-;-;-;12
"292980 Saúde";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"292990 Seabra";-;-;-;2;11;11;1;2;1;2;-;-;-;30
"293000 Sebastião Laranjeiras";-;1;-;-;-;1;-;-;-;-;-;1;-;3
"293010 Senhor do Bonfim";-;1;2;1;-;-;-;-;-;-;-;-;-;4
"293020 Sento Sé";-;1;-;17;28;6;3;3;2;1;-;-;1;62
"293030 Serra Dourada";-;-;-;1;2;1;-;1;-;-;-;-;-;5
"293050 Serrinha";-;26;22;6;5;1;-;-;-;-;-;-;9;69
"293060 Serrolândia";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"293070 Simões Filho";-;-;4;1;1;1;-;-;-;-;-;-;-;7
"293076 Sítio do Quinto";-;-;-;-;4;2;-;-;1;-;-;-;-;7
"293077 Sobradinho";-;-;-;-;-;1;1;-;-;-;-;1;-;3
"293100 Tanhaçu";-;2;3;2;10;7;1;-;-;-;-;-;-;25
"293105 Tanque Novo";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"293135 Teixeira de Freitas";-;2;3;2;1;2;3;1;-;-;1;-;-;15
"293150 Teofilândia";-;-;1;-;6;12;-;-;-;-;-;-;1;20
"293160 Teolândia";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"293170 Terra Nova";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"293190 Tucano";-;1;-;3;5;-;5;4;-;-;-;-;1;19
"293200 Uauá";-;-;-;-;-;5;1;-;-;-;-;-;1;7
"293210 Ubaíra";-;-;-;-;2;-;-;-;-;-;1;-;-;3
"293220 Ubaitaba";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"293230 Ubatã";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"293240 Uibaí";-;-;-;-;1;1;-;1;3;-;-;-;-;6
"293245 Umburanas";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"293250 Una";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"293270 Uruçuca";-;-;-;-;1;2;2;-;-;-;-;-;-;5
"293280 Utinga";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"293290 Valença";-;-;-;-;-;1;-;-;1;-;-;1;-;3
"293305 Várzea da Roça";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"293310 Várzea do Poço";-;3;-;1;-;-;-;-;-;-;-;-;-;4
"293317 Varzedo";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"293320 Vera Cruz";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"293330 Vitória da Conquista";-;-;5;4;20;28;24;3;1;5;6;-;5;101
"293340 Wagner";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"293345 Wanderley";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"293350 Wenceslau Guimarães";-;-;1;-;2;-;-;-;-;-;-;-;-;3
"293360 Xique-Xique";-;-;1;-;-;2;-;1;-;-;-;-;-;4
"290000 Município ignorado - BA";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"310020 Abaeté";-;1;-;1;4;10;5;-;-;-;1;-;-;22
"310030 Abre Campo";-;1;-;-;1;1;-;-;-;-;-;-;-;3
"310050 Açucena";-;2;1;-;-;2;-;-;-;-;-;-;2;7
"310060 Água Boa";-;5;10;7;-;-;-;-;-;-;-;-;-;22
"310080 Aguanil";-;-;1;1;5;3;-;-;-;-;-;-;-;10
"310090 Águas Formosas";-;-;-;-;-;1;-;-;-;-;-;-;1;2
"310100 Águas Vermelhas";-;-;-;-;1;4;-;2;-;-;-;-;-;7
"310110 Aimorés";-;2;4;5;-;-;-;-;-;-;2;-;-;13
"310150 Além Paraíba";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"310160 Alfenas";-;-;5;16;93;89;41;5;-;2;-;-;2;253
"310170 Almenara";-;2;4;2;5;7;1;2;1;-;-;-;-;24
"310180 Alpercata";-;-;1;3;3;-;-;-;-;-;-;-;-;7
"310190 Alpinópolis";-;-;-;7;7;2;5;2;2;-;-;-;-;25
"310200 Alterosa";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"310220 Alvarenga";-;2;-;-;1;-;-;-;-;-;-;-;-;3
"310230 Alvinópolis";-;-;-;-;-;-;-;-;-;1;3;4;1;9
"310260 Andradas";-;-;-;-;-;3;3;-;1;-;-;-;-;7
"310300 Antônio Dias";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"310310 Antônio Prado de Minas";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"310340 Araçuaí";-;19;8;12;8;9;5;1;1;1;-;-;6;70
"310350 Araguari";-;3;6;10;31;40;17;9;3;-;1;7;1;128
"310380 Arapuá";-;-;-;-;5;11;2;3;-;-;-;-;-;21
"310390 Araújos";-;-;2;-;1;-;-;-;-;-;-;-;-;3
"310400 Araxá";-;2;5;6;27;36;37;2;1;-;-;3;2;121
"310410 Arceburgo";-;-;-;-;2;2;-;-;-;-;-;-;1;5
"310420 Arcos";-;1;8;25;42;45;23;11;2;3;1;2;2;165
"310430 Areado";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"310450 Arinos";-;-;-;-;9;18;7;8;6;4;3;-;-;55
"310470 Ataléia";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"310480 Augusto de Lima";-;1;-;2;5;-;-;-;-;-;-;-;1;9
"310490 Baependi";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"310500 Baldim";-;1;-;-;-;-;-;-;1;-;-;3;2;7
"310510 Bambuí";-;5;3;3;14;5;1;-;1;1;-;-;6;39
"310520 Bandeira";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"310560 Barbacena";-;-;5;-;1;1;1;-;-;-;-;-;1;9
"310590 Barroso";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"310600 Bela Vista de Minas";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"310620 Belo Horizonte";-;113;244;449;551;342;188;68;17;21;18;26;39;2076
"310630 Belo Oriente";-;1;-;-;1;1;-;-;-;-;1;1;1;6
"310650 Berilo";-;-;-;-;2;2;-;-;-;-;-;-;-;4
"310660 Bertópolis";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"310670 Betim";-;2;1;13;22;28;8;-;-;-;-;1;3;78
"310690 Bicas";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"310700 Biquinhas";-;1;6;8;-;1;-;-;-;-;-;-;1;17
"310710 Boa Esperança";-;-;-;-;8;7;4;1;1;1;4;1;1;28
"310730 Bocaiúva";-;-;-;3;2;5;1;-;-;1;-;1;-;13
"310740 Bom Despacho";-;8;14;14;21;54;40;15;9;4;9;9;3;200
"310770 Bom Jesus do Amparo";-;-;-;3;5;12;4;-;-;-;-;-;-;24
"310800 Bom Sucesso";-;-;-;2;5;4;-;-;-;-;-;-;1;12
"310820 Bonfinópolis de Minas";-;-;-;-;8;14;6;1;-;1;1;-;1;32
"310855 Brasilândia de Minas";-;87;14;4;-;-;-;-;-;-;1;1;2;109
