DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2015
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"314760 Passa Quatro";-;-;-;2;12;11;1;-;-;-;-;-;-;26
"314770 Passa Tempo";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"314790 Passos";-;67;126;195;355;289;86;15;13;15;21;23;35;1240
"314795 Patis";-;-;-;1;-;-;-;-;-;-;-;1;-;2
"314800 Patos de Minas";-;19;41;136;293;274;83;9;6;9;6;3;1;880
"314810 Patrocínio";-;1;9;47;194;402;140;11;5;1;-;6;25;841
"314820 Patrocínio do Muriaé";-;-;2;10;23;9;2;1;1;-;-;1;4;53
"314860 Peçanha";-;1;1;2;19;18;-;-;-;-;-;-;-;41
"314870 Pedra Azul";-;2;1;-;8;5;3;-;-;-;-;49;45;113
"314880 Pedra do Anta";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"314890 Pedra do Indaiá";-;-;1;15;16;6;2;-;-;-;-;1;2;43
"314910 Pedralva";-;-;-;4;11;5;2;-;-;-;-;-;-;22
"314915 Pedras de Maria da Cruz";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"314920 Pedrinópolis";-;-;1;-;-;2;2;-;-;-;-;1;-;6
"314930 Pedro Leopoldo";-;-;1;5;10;-;-;-;-;-;-;-;-;16
"314940 Pedro Teixeira";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"314950 Pequeri";-;-;-;1;2;1;-;-;-;-;-;-;-;4
"314960 Pequi";-;-;1;-;3;1;3;-;-;1;-;61;83;153
"314970 Perdigão";-;10;11;118;253;164;58;4;-;-;-;-;-;618
"314980 Perdizes";-;-;-;2;26;31;4;3;-;-;-;-;-;66
"314990 Perdões";-;5;14;35;51;63;6;4;-;-;-;-;1;179
"314995 Periquito";-;-;-;-;2;3;-;1;1;-;1;-;-;8
"315000 Pescador";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"315015 Piedade de Caratinga";-;-;-;1;-;2;1;-;-;-;-;-;-;4
"315020 Piedade de Ponte Nova";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"315050 Pimenta";-;-;7;24;25;11;3;1;-;-;-;-;-;71
"315053 Pingo-d'Água";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"315057 Pintópolis";-;-;-;1;4;-;1;-;-;-;-;-;-;6
"315060 Piracema";-;1;-;-;6;6;-;-;-;-;-;-;-;13
"315070 Pirajuba";-;-;1;5;31;41;39;19;3;3;1;2;-;145
"315080 Piranga";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"315090 Piranguçu";-;-;-;1;3;-;1;-;-;-;-;-;-;5
"315100 Piranguinho";-;-;1;-;2;1;-;-;-;-;-;-;1;5
"315110 Pirapetinga";-;-;-;-;-;1;3;2;1;2;4;37;53;103
"315120 Pirapora";-;1;3;6;30;60;16;1;2;1;-;1;-;121
"315130 Piraúba";-;-;-;-;1;7;1;-;-;-;-;-;1;10
"315140 Pitangui";-;-;-;-;1;7;4;-;-;1;-;-;3;16
"315150 Piumhi";-;7;12;51;112;172;39;5;1;-;1;-;2;402
"315160 Planura";-;4;7;55;136;55;4;2;-;-;-;-;-;263
"315170 Poço Fundo";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315180 Poços de Caldas";-;1;9;12;22;9;-;-;-;1;-;1;5;60
"315200 Pompéu";-;-;-;1;11;8;-;-;-;-;-;-;-;20
"315210 Ponte Nova";-;-;1;3;3;1;-;1;-;-;-;-;2;11
"315213 Ponto Chique";-;-;-;-;1;13;16;-;-;-;-;1;-;31
"315217 Ponto dos Volantes";-;-;2;3;-;-;2;1;1;-;-;-;2;11
"315220 Porteirinha";-;-;-;9;47;23;5;-;1;-;-;-;-;85
"315240 Poté";-;-;-;-;1;1;-;-;1;-;-;-;-;3
"315250 Pouso Alegre";-;1;19;134;264;126;8;2;-;1;-;-;-;555
"315260 Pouso Alto";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"315280 Prata";-;5;1;8;29;33;17;9;2;1;-;-;1;106
"315290 Pratápolis";-;2;7;6;31;17;12;-;-;-;-;-;1;76
"315300 Pratinha";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"315340 Presidente Olegário";-;3;3;1;12;22;1;-;-;-;-;2;-;44
"315360 Prudente de Morais";-;-;-;3;2;3;1;-;-;-;-;-;1;10
"315370 Quartel Geral";-;3;60;94;14;3;2;-;-;-;1;-;-;177
"315390 Raposos";-;-;-;-;1;3;3;-;-;1;4;74;47;133
"315400 Raul Soares";-;1;10;128;118;31;18;22;5;1;1;-;-;335
"315410 Recreio";-;-;-;-;4;-;6;14;1;3;13;-;3;44
"315415 Reduto";-;-;-;-;3;1;-;-;-;-;-;-;-;4
"315430 Resplendor";-;-;2;1;10;7;4;1;2;5;3;-;2;37
"315445 Riachinho";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"315450 Riacho dos Machados";-;-;-;-;8;9;-;-;-;-;-;-;-;17
"315460 Ribeirão das Neves";-;6;8;52;216;242;110;16;4;1;-;7;24;686
"315470 Ribeirão Vermelho";-;-;11;40;19;-;-;-;-;-;-;-;-;70
"315480 Rio Acima";-;-;-;1;1;2;-;-;-;-;-;-;-;4
"315490 Rio Casca";-;-;-;-;1;5;1;1;1;-;-;1;-;10
"315510 Rio do Prado";-;-;-;1;1;16;32;10;2;-;-;-;-;62
"315530 Rio Manso";-;-;-;-;-;1;-;-;-;3;37;74;6;121
"315540 Rio Novo";-;-;-;-;-;-;-;4;-;-;-;-;1;5
"315550 Rio Paranaíba";-;1;3;27;58;57;12;1;2;-;-;-;-;161
"315560 Rio Pardo de Minas";-;2;1;-;-;-;-;-;-;-;-;-;-;3
"315570 Rio Piracicaba";-;-;-;-;4;2;-;-;-;-;-;-;-;6
"315580 Rio Pomba";-;5;1;25;116;164;26;-;1;5;8;10;72;433
"315590 Rio Preto";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315620 Rochedo de Minas";-;-;-;3;27;18;2;-;-;-;-;-;-;50
"315630 Rodeiro";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"315650 Rubelita";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"315660 Rubim";-;-;1;-;-;-;-;1;-;-;-;-;-;2
"315670 Sabará";-;-;1;-;-;-;1;-;-;1;-;-;-;3
"315680 Sabinópolis";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"315690 Sacramento";-;1;31;58;31;31;19;9;14;18;48;86;69;415
"315700 Salinas";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"315710 Salto da Divisa";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"315720 Santa Bárbara";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"315725 Santa Bárbara do Leste";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315727 Santa Bárbara do Monte Verde";-;1;-;-;-;-;1;-;-;-;-;-;-;2
"315733 Santa Cruz de Minas";-;-;-;-;-;3;1;-;-;-;-;2;5;11
"315737 Santa Cruz de Salinas";-;1;-;-;-;-;-;-;-;-;-;-;6;7
"315740 Santa Cruz do Escalvado";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"315760 Santa Fé de Minas";-;-;-;-;1;2;3;-;-;-;-;-;-;6
"315765 Santa Helena de Minas";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315770 Santa Juliana";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"315780 Santa Luzia";-;-;-;1;1;2;-;1;-;-;-;-;1;6
"315790 Santa Margarida";-;-;-;1;1;6;-;-;-;-;1;-;-;9
"315820 Santa Maria do Suaçuí";-;-;-;-;2;3;4;-;-;-;-;-;-;9
"315920 Santa Rita de Caldas";-;-;1;1;-;2;-;1;-;-;-;-;-;5
"315940 Santa Rita de Ibitipoca";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315950 Santa Rita do Itueto";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"315960 Santa Rita do Sapucaí";-;-;16;223;213;119;17;2;1;1;8;-;-;600
"315970 Santa Rosa da Serra";-;12;30;46;30;-;-;2;-;-;-;1;-;121
"315980 Santa Vitória";-;-;-;5;7;2;2;6;3;-;-;-;1;26
"315830 Santana da Vargem";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"315850 Santana de Pirapama";-;8;16;26;78;6;-;1;2;-;1;12;68;218
"315880 Santana do Jacaré";-;-;-;-;3;1;-;-;-;-;-;-;-;4
"315890 Santana do Manhuaçu";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"315895 Santana do Paraíso";-;3;8;3;8;13;8;4;2;1;1;2;6;59
"315900 Santana do Riacho";-;-;-;2;-;1;-;-;-;-;-;-;-;3
"315990 Santo Antônio do Amparo";-;-;-;5;7;5;5;-;-;-;-;-;-;22
"316010 Santo Antônio do Grama";-;-;-;-;1;7;6;-;-;-;-;-;-;14
"316040 Santo Antônio do Monte";-;3;14;76;148;178;5;4;-;-;1;-;2;431
"316070 Santos Dumont";-;-;-;-;4;2;4;-;-;-;-;-;-;10
"316105 São Félix de Minas";-;-;-;-;-;1;1;-;-;-;-;1;-;3
"316110 São Francisco";-;6;13;9;21;26;31;9;3;8;4;9;16;155
"316120 São Francisco de Paula";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316130 São Francisco de Sales";-;-;-;2;13;21;12;1;-;-;-;-;-;49
"316150 São Geraldo";-;-;-;1;1;-;1;-;-;1;-;-;-;4
"316180 São Gonçalo do Pará";-;2;-;-;10;8;7;1;-;-;-;-;-;28
"316190 São Gonçalo do Rio Abaixo";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"316200 São Gonçalo do Sapucaí";-;1;1;55;140;71;7;1;-;-;-;-;1;277
"316210 São Gotardo";-;6;10;38;63;87;42;6;2;2;3;5;23;287
"316220 São João Batista do Glória";-;-;6;7;28;13;6;2;-;-;-;-;-;62
"316225 São João da Lagoa";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"316240 São João da Ponte";-;1;-;1;1;15;9;6;5;2;1;-;1;42
"316245 São João das Missões";-;-;-;-;-;2;2;5;-;-;-;-;-;9
"316250 São João del Rei";-;-;-;1;3;1;-;-;-;-;-;-;1;6
"316257 São João do Manteninha";-;-;-;1;-;4;4;20;1;10;4;3;-;47
"316265 São João do Pacuí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316270 São João do Paraíso";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"316280 São João Evangelista";-;-;-;1;2;1;-;-;-;-;-;-;-;4
"316290 São João Nepomuceno";-;-;-;1;27;44;22;7;6;1;-;-;2;110
"316292 São Joaquim de Bicas";-;-;-;28;60;16;1;1;-;3;10;5;8;132
"316294 São José da Barra";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316295 São José da Lapa";-;-;-;-;1;5;7;-;1;-;-;-;-;14
"316300 São José da Safira";-;1;2;1;11;3;-;-;-;-;-;-;1;19
"316310 São José da Varginha";-;-;-;-;-;1;-;-;-;-;-;-;3;4
"316320 São José do Alegre";-;-;-;2;-;1;-;-;-;-;-;-;-;3
"316340 São José do Goiabal";-;-;-;-;-;3;2;-;-;-;-;10;52;67
"316370 São Lourenço";-;-;1;1;5;2;-;-;-;-;-;-;1;10
"316380 São Miguel do Anta";-;-;-;-;2;-;-;-;-;-;-;-;1;3
"316390 São Pedro da União";-;1;-;-;2;-;1;-;-;-;-;-;-;4
"316410 São Pedro do Suaçuí";-;-;-;5;3;-;-;-;-;-;-;-;-;8
"316400 São Pedro dos Ferros";-;-;-;-;-;2;1;-;-;-;-;-;-;3
"316420 São Romão";-;-;-;-;-;-;-;1;-;-;-;-;1;2
"316430 São Roque de Minas";-;-;1;2;8;8;4;-;-;-;-;-;-;23
"316460 São Sebastião do Oeste";-;-;1;-;17;15;-;-;-;-;-;-;-;33
"316470 São Sebastião do Paraíso";-;21;136;392;373;239;31;7;7;-;2;1;6;1215
"316490 São Sebastião do Rio Verde";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"316520 São Thomé das Letras";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"316500 São Tiago";-;-;-;19;17;-;-;-;-;-;-;-;1;37
"316510 São Tomás de Aquino";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"316540 Sapucaí-Mirim";-;-;-;-;1;1;1;-;-;-;-;-;-;3
"316553 Sarzedo";-;1;3;59;99;61;9;2;-;1;1;3;9;248
"316556 Sem-Peixe";-;-;-;-;-;-;4;15;4;-;-;1;7;31
"316557 Senador Amaral";-;-;-;-;-;2;1;-;-;-;-;-;-;3
"316570 Senador Firmino";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"316610 Senhora do Porto";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316620 Senhora dos Remédios";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"316650 Serra Azul de Minas";-;-;-;2;1;-;1;-;-;-;-;-;-;4
"316660 Serra da Saudade";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"316680 Serra do Salitre";-;-;-;-;1;9;6;-;-;-;-;-;-;16
"316670 Serra dos Aimorés";-;3;-;-;-;-;-;1;1;-;1;13;40;59
"316690 Serrania";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"316695 Serranópolis de Minas";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316710 Serro";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"316720 Sete Lagoas";-;8;8;70;317;276;93;25;12;12;27;66;126;1040
"316730 Silveirânia";-;-;-;-;1;2;-;-;-;-;-;-;-;3
"316740 Silvianópolis";-;-;-;-;2;2;-;-;-;-;-;-;-;4
"316760 Simonésia";-;-;6;4;2;-;2;-;-;-;-;-;-;14
"316770 Sobrália";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"316790 Tabuleiro";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"316800 Taiobeiras";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"316810 Tapira";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316820 Tapiraí";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"316830 Taquaraçu de Minas";-;-;1;6;21;2;-;1;-;-;-;-;-;31
"316840 Tarumirim";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316860 Teófilo Otoni";-;1;1;-;4;5;1;-;3;1;1;-;1;18
"316870 Timóteo";-;4;4;5;25;18;9;-;4;2;4;19;117;211
"316890 Tiros";-;-;-;1;-;2;-;-;-;-;-;-;-;3
"316900 Tocantins";-;1;-;3;1;-;-;1;1;-;3;2;26;38
"316920 Tombos";-;1;1;-;-;6;1;3;4;1;-;-;3;20
"316930 Três Corações";-;5;37;169;616;334;4;-;-;-;-;-;1;1166
"316935 Três Marias";-;-;-;1;3;7;2;2;-;-;-;-;-;15
"316940 Três Pontas";-;7;37;425;737;225;12;2;2;-;3;1;5;1456
"316950 Tumiritinga";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"316960 Tupaciguara";-;2;1;50;100;202;76;15;6;2;4;10;42;510
"316970 Turmalina";-;-;-;4;-;2;-;-;-;2;-;-;3;11
"316980 Turvolândia";-;-;-;-;11;4;-;-;-;-;-;-;-;15
"316990 Ubá";-;21;7;18;62;144;157;120;54;28;48;329;1483;2471
"317000 Ubaí";-;-;-;-;-;9;4;17;4;-;2;-;-;36
"317005 Ubaporanga";-;-;1;4;-;6;-;-;-;-;-;-;-;11
"317010 Uberaba";-;65;77;181;305;354;142;42;13;4;9;25;77;1294
"317020 Uberlândia";-;331;899;2375;4500;4509;1410;296;89;61;58;108;175;14811
"317040 Unaí";-;2;7;12;28;15;8;2;-;-;-;-;2;76
"317043 União de Minas";-;-;1;-;2;9;2;3;1;1;-;-;-;19
"317047 Uruana de Minas";-;-;-;5;1;5;-;-;-;-;-;-;-;11
"317050 Urucânia";-;-;-;4;6;5;3;1;1;-;-;-;7;27
"317052 Urucuia";-;-;-;1;2;3;1;1;-;2;2;1;1;14
"317057 Vargem Alegre";-;-;-;-;-;-;-;-;-;-;2;-;2;4
"317060 Vargem Bonita";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"317070 Varginha";-;3;5;53;323;251;46;8;1;4;4;3;1;702
"317075 Varjão de Minas";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"317080 Várzea da Palma";-;1;1;5;4;13;3;1;-;-;2;-;5;35
"317090 Varzelândia";-;-;-;-;1;2;1;1;1;-;-;-;-;6
"317100 Vazante";-;1;3;1;8;13;10;4;1;-;-;-;-;41
"317103 Verdelândia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"317110 Veríssimo";-;-;-;3;4;-;2;-;-;-;-;-;-;9
"317120 Vespasiano";-;1;5;15;15;39;17;1;2;-;2;-;10;107
"317130 Viçosa";-;-;7;19;44;31;6;-;-;1;1;2;6;117
"317160 Virgem da Lapa";-;1;1;1;2;1;2;-;-;-;-;-;3;11
"317170 Virgínia";-;-;-;3;1;1;-;-;-;-;-;-;-;5
"317200 Visconde do Rio Branco";-;29;5;7;19;29;11;6;4;3;2;15;199;329
"317210 Volta Grande";-;1;-;-;-;-;-;-;-;-;-;5;46;52
"317220 Wenceslau Braz";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"310000 Município ignorado - MG";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"320010 Afonso Cláudio";-;1;1;3;-;1;1;-;-;1;-;-;-;8
"320016 Água Doce do Norte";-;-;-;-;-;1;-;-;-;-;9;6;-;16
"320020 Alegre";-;4;3;12;4;11;25;10;4;2;5;12;84;176
"320030 Alfredo Chaves";-;1;-;-;-;1;-;1;-;-;3;15;149;170
"320035 Alto Rio Novo";-;-;-;2;35;40;1;1;-;-;-;-;-;79
"320040 Anchieta";-;2;2;2;3;11;18;10;1;5;1;11;35;101
"320050 Apiacá";-;-;-;-;-;-;-;-;-;16;15;51;192;274
"320060 Aracruz";-;1;2;-;5;15;29;21;16;49;94;39;37;308
"320070 Atilio Vivacqua";-;-;1;-;-;1;-;-;-;1;-;7;26;36
"320080 Baixo Guandu";-;3;2;13;14;14;23;21;16;19;3;10;-;138
"320090 Barra de São Francisco";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"320100 Boa Esperança";-;1;3;1;10;12;18;3;2;1;-;1;-;52
"320110 Bom Jesus do Norte";-;-;-;-;3;2;-;-;-;-;1;1;4;11
"320120 Cachoeiro de Itapemirim";-;9;10;52;167;289;447;342;357;334;1188;1179;986;5360
"320130 Cariacica";-;61;48;74;131;369;382;434;507;425;452;441;559;3883
"320140 Castelo";-;7;6;2;-;-;-;2;5;5;15;9;19;70
"320150 Colatina";-;2;2;5;10;15;34;16;13;31;21;17;47;213
"320160 Conceição da Barra";-;-;1;-;1;-;1;2;-;1;6;-;1;13
"320170 Conceição do Castelo";-;-;1;-;-;-;2;-;-;1;-;-;-;4
"320190 Domingos Martins";-;1;1;-;-;1;-;1;-;-;-;-;7;11
"320210 Ecoporanga";-;1;-;1;-;-;-;1;2;1;1;6;33;46
"320220 Fundão";-;-;-;-;3;12;10;5;7;3;1;-;2;43
"320230 Guaçuí";-;-;1;-;6;-;1;-;-;-;-;-;1;9
"320240 Guarapari";-;30;8;10;52;90;141;134;86;43;22;33;63;712
"320250 Ibiraçu";-;-;-;-;1;-;5;1;-;-;-;-;-;7
"320260 Iconha";-;-;-;-;-;-;2;6;11;3;1;2;3;28
"320270 Itaguaçu";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"320280 Itapemirim";-;-;2;14;42;30;53;39;11;7;-;5;13;216
"320290 Itarana";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"320300 Iúna";-;-;-;1;-;-;-;-;1;1;1;-;-;4
"320305 Jaguaré";-;-;-;19;11;19;22;7;4;5;58;83;9;237
"320310 Jerônimo Monteiro";-;2;3;-;1;-;-;-;-;3;9;7;5;30
"320313 João Neiva";-;-;-;-;-;8;26;19;3;1;1;1;-;59
"320316 Laranja da Terra";-;177;52;-;-;-;-;-;-;-;-;-;4;233
"320320 Linhares";-;8;9;22;81;70;41;20;91;71;9;4;3;429
"320330 Mantenópolis";-;-;-;-;-;2;3;4;-;1;-;-;-;10
"320332 Marataízes";-;-;2;1;-;2;1;1;1;2;2;4;5;21
"320334 Marechal Floriano";-;-;4;5;11;17;5;2;-;-;-;2;2;48
"320335 Marilândia";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"320340 Mimoso do Sul";-;3;9;36;45;52;13;9;-;1;1;2;28;199
"320350 Montanha";-;22;14;8;2;9;5;-;-;-;-;1;1;62
"320360 Mucurici";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"320380 Muqui";-;-;-;1;-;6;8;9;6;6;8;61;79;184
"320390 Nova Venécia";-;6;17;19;23;27;12;16;18;8;7;23;17;193
"320400 Pancas";-;-;-;1;1;3;11;15;17;22;1;27;73;171
"320405 Pedro Canário";-;1;-;1;1;3;3;1;3;2;-;-;-;15
"320410 Pinheiros";-;6;1;-;1;1;-;-;-;-;-;-;-;9
"320420 Piúma";-;6;-;-;1;1;7;13;7;-;2;2;9;48
"320425 Ponto Belo";-;3;13;26;30;16;-;3;-;1;-;-;-;92
"320430 Presidente Kennedy";-;1;1;-;-;-;4;1;1;-;15;113;151;287
"320435 Rio Bananal";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"320440 Rio Novo do Sul";-;-;-;-;-;2;1;-;-;-;2;5;64;74
"320450 Santa Leopoldina";-;-;-;-;-;-;-;-;-;-;-;3;1;4
"320455 Santa Maria de Jetibá";-;-;1;3;23;14;7;-;-;1;1;-;1;51
"320460 Santa Teresa";-;-;-;2;2;1;-;-;-;-;3;-;1;9
"320465 São Domingos do Norte";-;-;-;-;-;1;-;1;-;1;-;2;-;5
"320470 São Gabriel da Palha";-;1;3;-;9;28;17;6;15;49;67;35;16;246
"320480 São José do Calçado";-;-;-;-;-;-;-;1;1;-;1;2;1;6
"320490 São Mateus";-;18;16;50;142;359;266;214;153;121;69;26;46;1480
"320495 São Roque do Canaã";-;-;-;1;-;2;-;1;2;3;30;36;10;85
"320500 Serra";-;190;118;244;424;676;571;429;434;249;253;301;553;4442
"320501 Sooretama";-;9;3;5;14;22;13;1;-;2;-;2;-;71
"320503 Vargem Alta";-;-;-;1;-;-;-;-;-;-;-;-;8;9
"320506 Venda Nova do Imigrante";-;-;1;-;2;1;1;-;-;-;-;-;3;8
"320510 Viana";-;31;10;34;33;69;145;99;134;226;205;92;131;1209
"320517 Vila Valério";-;-;-;-;5;27;15;9;6;6;-;1;-;69
"320520 Vila Velha";-;104;80;181;448;684;406;244;195;106;122;162;418;3150
"320530 Vitória";-;114;120;215;389;800;462;303;288;230;295;491;989;4696
"330010 Angra dos Reis";-;-;6;17;35;23;5;1;-;-;-;3;-;90
"330015 Aperibé";-;-;-;-;-;-;1;-;-;-;1;5;4;11
"330020 Araruama";-;-;-;1;3;8;4;2;3;1;2;4;4;32
"330022 Areal";-;-;-;26;31;8;52;-;1;4;7;11;-;140
"330023 Armação dos Búzios";-;-;-;3;3;5;9;7;-;2;1;-;-;30
"330025 Arraial do Cabo";-;-;-;1;1;5;1;-;-;-;-;-;-;8
"330030 Barra do Piraí";-;44;77;209;240;139;46;3;-;-;1;3;6;768
"330040 Barra Mansa";-;8;20;108;392;271;84;4;2;1;-;-;-;890
"330045 Belford Roxo";-;-;1;3;4;8;5;3;1;4;-;2;5;36
"330050 Bom Jardim";-;-;-;-;5;23;2;-;-;1;-;1;1;33
"330060 Bom Jesus do Itabapoana";-;16;14;10;3;24;15;14;13;12;10;12;246;389
"330070 Cabo Frio";-;1;-;1;8;5;3;-;-;1;1;1;3;24
"330080 Cachoeiras de Macacu";-;-;-;1;1;-;2;-;-;-;-;1;6;11
"330090 Cambuci";-;1;-;-;-;4;2;-;3;-;-;4;7;21
"330100 Campos dos Goytacazes";-;35;37;107;297;406;522;694;591;391;272;406;577;4335
"330110 Cantagalo";-;3;-;2;-;-;-;-;-;1;-;-;3;9
"330093 Carapebus";-;1;-;3;3;16;4;2;21;8;1;3;2;64
"330115 Cardoso Moreira";-;-;-;-;1;1;-;-;1;-;-;-;-;3
"330120 Carmo";-;-;-;-;-;1;-;-;-;-;2;1;-;4
"330130 Casimiro de Abreu";-;-;-;1;2;7;12;18;13;4;-;3;3;63
"330095 Comendador Levy Gasparian";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"330150 Cordeiro";-;-;-;-;-;-;1;-;-;-;-;1;1;3
"330170 Duque de Caxias";-;6;9;7;23;27;72;39;24;12;20;22;19;280
"330180 Engenheiro Paulo de Frontin";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"330185 Guapimirim";-;-;-;-;2;1;-;1;-;-;-;1;-;5
"330187 Iguaba Grande";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"330190 Itaboraí";-;-;1;5;2;1;1;-;4;1;1;-;2;18
"330200 Itaguaí";-;-;4;-;6;5;4;3;-;3;-;-;1;26
"330205 Italva";-;-;-;8;13;5;2;4;4;6;1;-;1;44
"330210 Itaocara";-;-;-;-;1;5;2;-;-;-;-;2;4;14
"330220 Itaperuna";-;20;8;32;91;463;354;278;187;175;153;241;739;2741
"330225 Itatiaia";-;14;63;64;68;54;18;6;1;-;1;2;2;293
"330227 Japeri";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"330230 Laje do Muriaé";-;-;-;-;-;9;2;3;1;2;-;1;5;23
"330240 Macaé";-;1;2;11;51;200;242;122;55;19;35;76;66;880
"330245 Macuco";-;-;-;3;7;4;-;-;-;-;-;-;-;14
"330250 Magé";-;1;2;2;5;3;5;1;-;-;-;3;1;23
"330260 Mangaratiba";-;3;1;9;76;35;7;11;2;1;-;6;9;160
"330270 Maricá";-;-;-;7;14;30;13;-;-;-;-;1;2;67
"330280 Mendes";-;1;7;141;220;69;3;-;-;1;-;-;-;442
"330285 Mesquita";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"330290 Miguel Pereira";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"330300 Miracema";-;-;-;4;1;-;1;-;1;-;-;-;-;7
"330310 Natividade";-;13;1;8;47;29;19;22;8;6;20;42;161;376
"330320 Nilópolis";-;-;-;1;-;19;13;1;4;-;2;-;-;40
"330330 Niterói";-;1;1;1;3;4;-;1;-;-;-;1;3;15
"330340 Nova Friburgo";-;-;2;11;18;12;5;2;3;1;1;2;19;76
"330350 Nova Iguaçu";-;-;1;-;10;17;3;4;-;-;-;-;3;38
"330370 Paraíba do Sul";-;-;1;3;-;1;-;-;-;-;-;-;-;5
"330380 Paraty";-;4;2;3;8;8;3;1;-;-;-;2;-;31
"330385 Paty do Alferes";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"330390 Petrópolis";-;3;3;7;40;25;37;2;1;-;1;2;7;128
"330395 Pinheiral";-;2;-;44;41;12;-;1;2;-;-;1;17;120
"330400 Piraí";-;-;3;26;52;13;-;-;-;-;-;-;-;94
"330410 Porciúncula";-;-;-;2;2;4;1;-;2;4;6;29;69;119
"330411 Porto Real";-;11;68;679;730;355;63;13;2;-;-;-;1;1922
"330412 Quatis";-;-;1;1;6;5;2;-;-;-;-;-;-;15
"330414 Queimados";-;-;-;-;-;1;-;-;-;-;-;-;1;2
"330415 Quissamã";-;-;-;-;2;-;-;2;3;-;-;1;-;8
"330420 Resende";-;2011;1959;2323;971;488;192;36;15;22;35;51;199;8302
"330430 Rio Bonito";-;-;-;-;-;1;-;1;1;-;-;-;1;4
"330440 Rio Claro";-;-;-;5;2;12;4;1;-;-;1;-;1;26
